Avalanche Movement, Number Avalanches
2, 522689
3, 856868
4, 815983
5, 825552
6, 886255
7, 884616
8, 1158753
9, 684168
10, 620687
11, 647757
12, 135793
13, 107980
14, 83016
15, 68765
16, 60758
17, 53598
18, 49508
19, 45816
20, 42379
21, 39836
22, 37896
23, 35591
24, 33902
25, 32191
26, 30900
27, 29269
28, 27983
29, 26773
30, 25524
31, 24479
32, 23351
33, 22365
34, 21796
35, 20549
36, 20265
37, 19262
38, 18414
39, 17881
40, 17196
41, 16623
42, 15864
43, 15868
44, 14997
45, 14568
46, 13990
47, 13538
48, 13180
49, 12595
50, 12199
51, 12194
52, 11661
53, 11389
54, 10986
55, 10492
56, 10255
57, 10023
58, 9801
59, 9357
60, 9260
61, 9009
62, 8690
63, 8511
64, 8296
65, 8178
66, 8074
67, 7731
68, 7662
69, 7375
70, 7292
71, 7159
72, 7051
73, 6738
74, 6549
75, 6462
76, 6229
77, 6139
78, 6075
79, 5879
80, 5768
81, 5668
82, 5651
83, 5506
84, 5439
85, 5424
86, 5184
87, 5163
88, 4886
89, 4978
90, 4832
91, 4704
92, 4575
93, 4536
94, 4640
95, 4413
96, 4373
97, 4321
98, 4252
99, 4210
100, 3992
101, 3930
102, 4034
103, 3851
104, 3836
105, 3761
106, 3757
107, 3677
108, 3583
109, 3576
110, 3502
111, 3405
112, 3391
113, 3342
114, 3180
115, 3300
116, 3151
117, 3197
118, 3047
119, 3082
120, 3060
121, 2958
122, 3036
123, 2957
124, 2902
125, 2791
126, 2881
127, 2704
128, 2739
129, 2611
130, 2664
131, 2680
132, 2633
133, 2600
134, 2536
135, 2513
136, 2414
137, 2520
138, 2450
139, 2346
140, 2328
141, 2369
142, 2237
143, 2284
144, 2243
145, 2279
146, 2241
147, 2163
148, 2183
149, 2142
150, 2184
151, 2047
152, 2101
153, 2076
154, 2019
155, 1997
156, 1988
157, 1919
158, 1949
159, 1877
160, 1991
161, 1945
162, 1955
163, 1917
164, 1889
165, 1789
166, 1833
167, 1758
168, 1747
169, 1744
170, 1720
171, 1691
172, 1724
173, 1669
174, 1760
175, 1549
176, 1644
177, 1540
178, 1613
179, 1589
180, 1607
181, 1592
182, 1579
183, 1557
184, 1581
185, 1491
186, 1475
187, 1491
188, 1467
189, 1455
190, 1389
191, 1374
192, 1456
193, 1370
194, 1397
195, 1322
196, 1352
197, 1393
198, 1362
199, 1395
200, 1303
201, 1217
202, 1319
203, 1240
204, 1234
205, 1243
206, 1246
207, 1262
208, 1266
209, 1216
210, 1212
211, 1231
212, 1203
213, 1123
214, 1158
215, 1180
216, 1124
217, 1122
218, 1126
219, 1093
220, 1134
221, 1110
222, 1134
223, 1125
224, 1037
225, 1058
226, 1098
227, 1032
228, 994
229, 1043
230, 1053
231, 1057
232, 1021
233, 1052
234, 977
235, 1066
236, 984
237, 941
238, 988
239, 944
240, 976
241, 906
242, 935
243, 988
244, 902
245, 902
246, 942
247, 917
248, 900
249, 892
250, 969
251, 920
252, 914
253, 912
254, 943
255, 905
256, 874
257, 827
258, 827
259, 837
260, 835
261, 830
262, 855
263, 794
264, 801
265, 852
266, 809
267, 774
268, 780
269, 761
270, 808
271, 724
272, 745
273, 736
274, 779
275, 787
276, 716
277, 733
278, 740
279, 781
280, 750
281, 736
282, 712
283, 754
284, 690
285, 680
286, 735
287, 710
288, 667
289, 696
290, 705
291, 720
292, 688
293, 633
294, 631
295, 650
296, 667
297, 644
298, 657
299, 655
300, 651
301, 675
302, 625
303, 597
304, 647
305, 636
306, 587
307, 621
308, 579
309, 591
310, 642
311, 600
312, 603
313, 571
314, 552
315, 587
316, 584
317, 546
318, 594
319, 563
320, 569
321, 577
322, 549
323, 601
324, 541
325, 569
326, 534
327, 532
328, 590
329, 500
330, 576
331, 533
332, 515
333, 532
334, 541
335, 482
336, 475
337, 506
338, 484
339, 511
340, 451
341, 517
342, 468
343, 475
344, 473
345, 506
346, 455
347, 468
348, 475
349, 480
350, 483
351, 449
352, 462
353, 487
354, 481
355, 458
356, 465
357, 439
358, 474
359, 466
360, 478
361, 475
362, 404
363, 462
364, 428
365, 423
366, 421
367, 414
368, 443
369, 401
370, 426
371, 423
372, 404
373, 395
374, 421
375, 389
376, 450
377, 389
378, 365
379, 379
380, 406
381, 383
382, 402
383, 400
384, 369
385, 361
386, 404
387, 358
388, 373
389, 352
390, 342
391, 344
392, 376
393, 392
394, 344
395, 358
396, 357
397, 366
398, 359
399, 349
400, 352
401, 322
402, 347
403, 353
404, 358
405, 354
406, 326
407, 348
408, 321
409, 304
410, 289
411, 323
412, 308
413, 293
414, 314
415, 315
416, 333
417, 321
418, 344
419, 297
420, 346
421, 283
422, 296
423, 324
424, 305
425, 300
426, 273
427, 285
428, 324
429, 281
430, 324
431, 283
432, 307
433, 281
434, 294
435, 277
436, 253
437, 314
438, 300
439, 294
440, 272
441, 289
442, 288
443, 255
444, 259
445, 255
446, 257
447, 270
448, 255
449, 290
450, 264
451, 248
452, 267
453, 258
454, 225
455, 245
456, 248
457, 238
458, 259
459, 264
460, 220
461, 244
462, 229
463, 217
464, 233
465, 232
466, 245
467, 231
468, 229
469, 229
470, 239
471, 213
472, 234
473, 227
474, 242
475, 217
476, 203
477, 225
478, 213
479, 228
480, 214
481, 210
482, 234
483, 243
484, 209
485, 215
486, 200
487, 187
488, 218
489, 236
490, 207
491, 211
492, 215
493, 216
494, 191
495, 225
496, 201
497, 208
498, 205
499, 215
500, 187
501, 207
502, 213
503, 190
504, 180
505, 201
506, 198
507, 206
508, 194
509, 182
510, 214
511, 172
512, 187
513, 185
514, 193
515, 192
516, 176
517, 171
518, 186
519, 180
520, 173
521, 157
522, 193
523, 171
524, 190
525, 178
526, 207
527, 165
528, 190
529, 152
530, 170
531, 172
532, 164
533, 183
534, 196
535, 140
536, 162
537, 176
538, 192
539, 153
540, 166
541, 169
542, 165
543, 166
544, 171
545, 143
546, 159
547, 159
548, 157
549, 148
550, 153
551, 142
552, 161
553, 145
554, 150
555, 173
556, 141
557, 141
558, 162
559, 142
560, 142
561, 128
562, 157
563, 137
564, 144
565, 136
566, 138
567, 125
568, 142
569, 137
570, 140
571, 150
572, 140
573, 136
574, 131
575, 141
576, 128
577, 124
578, 122
579, 112
580, 135
581, 110
582, 113
583, 123
584, 116
585, 136
586, 129
587, 132
588, 128
589, 137
590, 100
591, 128
592, 117
593, 134
594, 116
595, 130
596, 120
597, 138
598, 125
599, 128
600, 106
601, 121
602, 111
603, 121
604, 112
605, 119
606, 120
607, 113
608, 119
609, 113
610, 116
611, 116
612, 123
613, 100
614, 109
615, 116
616, 102
617, 108
618, 109
619, 98
620, 102
621, 102
622, 109
623, 99
624, 126
625, 89
626, 104
627, 119
628, 105
629, 97
630, 98
631, 101
632, 106
633, 125
634, 92
635, 107
636, 72
637, 93
638, 86
639, 92
640, 97
641, 85
642, 89
643, 99
644, 94
645, 102
646, 89
647, 98
648, 81
