Avalanche Grain Count,  Number Avalanches
1, 7315878
2, 857787
3, 430418
4, 245928
5, 151771
6, 113903
7, 87184
8, 68517
9, 56310
10, 48701
11, 41566
12, 36658
13, 32407
14, 28751
15, 26318
16, 23663
17, 21600
18, 19529
19, 18211
20, 16815
21, 15684
22, 14759
23, 13780
24, 12848
25, 12022
26, 11278
27, 10532
28, 10135
29, 9571
30, 9029
31, 8665
32, 8344
33, 7957
34, 7568
35, 7391
36, 6994
37, 6501
38, 6517
39, 6042
40, 6109
41, 5647
42, 5437
43, 5220
44, 4933
45, 4820
46, 4651
47, 4399
48, 4228
49, 4227
50, 4003
51, 3988
52, 3756
53, 3616
54, 3458
55, 3300
56, 3291
57, 2992
58, 3038
59, 3021
60, 2810
61, 2749
62, 2657
63, 2510
64, 2413
65, 2400
66, 2225
67, 2132
68, 2109
69, 2090
70, 1951
71, 1900
72, 1907
73, 1794
74, 1715
75, 1703
76, 1662
77, 1592
78, 1519
79, 1539
80, 1421
81, 1380
82, 1363
83, 1266
84, 1352
85, 1265
86, 1160
87, 1159
88, 1142
89, 1056
90, 1082
91, 1019
92, 1017
93, 943
94, 926
95, 860
96, 882
97, 853
98, 808
99, 789
100, 760
101, 731
102, 705
103, 668
104, 673
105, 620
106, 584
107, 662
108, 586
109, 605
110, 577
111, 528
112, 540
113, 509
114, 505
115, 515
116, 454
117, 428
118, 430
119, 438
120, 403
121, 401
122, 368
123, 414
124, 385
125, 376
126, 320
127, 326
128, 318
129, 306
130, 314
131, 282
132, 291
133, 278
134, 251
135, 250
136, 283
137, 241
138, 225
139, 223
140, 223
141, 212
142, 205
143, 191
144, 199
145, 194
146, 172
147, 179
148, 196
149, 174
150, 157
151, 189
152, 138
153, 141
154, 147
155, 130
156, 132
157, 124
158, 144
159, 125
160, 135
161, 117
162, 114
163, 96
164, 117
165, 98
166, 111
167, 118
168, 92
169, 80
170, 97
171, 93
172, 84
173, 86
174, 74
175, 70
176, 59
177, 62
178, 79
179, 56
180, 72
181, 45
182, 63
183, 69
184, 47
185, 65
186, 68
187, 62
188, 64
189, 58
190, 54
191, 62
192, 53
193, 37
194, 53
195, 43
196, 41
197, 50
198, 30
199, 29
200, 36
201, 44
202, 31
203, 35
204, 38
205, 23
206, 30
207, 31
208, 35
209, 21
210, 30
211, 26
212, 24
213, 28
214, 24
215, 28
216, 31
217, 17
218, 16
219, 16
220, 24
221, 6
222, 20
223, 17
224, 17
225, 13
226, 16
227, 12
228, 14
229, 17
230, 18
231, 14
232, 14
233, 13
234, 11
235, 10
236, 5
237, 11
238, 12
239, 13
240, 8
241, 14
242, 12
243, 9
244, 11
245, 6
246, 8
247, 8
248, 5
249, 4
250, 5
251, 6
252, 10
253, 11
254, 6
255, 7
256, 10
257, 8
258, 5
259, 11
260, 3
261, 8
262, 8
263, 3
264, 4
265, 7
267, 2
268, 2
269, 1
270, 6
271, 2
272, 2
273, 6
274, 6
275, 6
276, 2
277, 2
278, 4
279, 7
280, 4
281, 3
282, 3
283, 2
284, 1
285, 4
286, 2
289, 1
290, 1
291, 4
292, 1
293, 3
294, 1
296, 1
297, 1
298, 3
299, 1
301, 1
303, 2
306, 2
309, 2
310, 2
311, 2
315, 3
316, 3
317, 1
318, 1
319, 1
321, 3
325, 1
326, 1
327, 2
328, 1
332, 2
334, 1
336, 1
337, 1
338, 1
344, 1
347, 1
356, 2
357, 1
359, 1
368, 1
385, 1
393, 1
405, 1
