Avalanche Magnitude, Number Avalanches
2, 522689
3, 856868
4, 810435
5, 780744
6, 792437
7, 776780
8, 1037251
9, 544928
10, 515818
11, 507920
12, 80048
13, 23504
14, 97101
15, 19798
16, 99418
17, 14045
18, 109970
19, 11609
20, 94833
21, 34159
22, 82827
23, 7683
24, 110766
25, 6210
26, 23532
27, 41477
28, 20600
29, 4053
30, 52694
31, 3288
32, 23133
33, 39067
34, 13002
35, 2844
36, 60391
37, 1687
38, 11990
39, 34071
40, 30662
41, 1063
42, 26938
43, 896
44, 29609
45, 13258
46, 9965
47, 509
48, 33676
49, 440
50, 15100
51, 5393
52, 25862
53, 274
54, 13138
55, 8278
56, 24670
57, 5121
58, 6974
59, 131
60, 32694
61, 121
62, 6231
63, 4982
64, 12564
65, 10140
66, 12045
67, 52
68, 9380
69, 4871
70, 14798
71, 28
72, 15747
73, 22
74, 4038
75, 14654
76, 6522
77, 178
78, 13200
79, 12
80, 13785
81, 4575
82, 2973
83, 10
84, 16348
85, 5269
86, 2577
87, 4547
88, 4931
89, 4
90, 16586
91, 1265
92, 4495
93, 4302
94, 1786
95, 2402
96, 15428
97, 2
98, 3790
99, 3934
100, 5770
102, 11215
104, 3969
105, 8822
106, 1021
107, 1
108, 12056
110, 2470
111, 3490
112, 8079
114, 7487
115, 1538
116, 3086
117, 3259
118, 606
119, 4673
120, 10885
122, 534
123, 2892
124, 2895
125, 1494
126, 9570
128, 4615
129, 2720
130, 1824
132, 6643
133, 4039
134, 277
135, 4105
136, 5228
138, 3747
140, 7069
141, 2144
142, 180
144, 9276
145, 1564
146, 146
147, 4131
148, 2471
150, 4602
152, 5645
153, 2536
154, 1784
155, 1435
156, 4939
158, 87
159, 1443
160, 6938
161, 1349
162, 3882
164, 2138
165, 2718
166, 47
168, 8222
170, 1732
171, 2992
172, 2054
174, 2176
175, 2522
176, 4122
177, 953
178, 23
180, 8090
182, 911
183, 819
184, 3382
185, 1376
186, 1843
187, 14
188, 1807
189, 3993
190, 2141
192, 4769
194, 13
195, 2047
196, 2475
198, 4036
200, 5074
201, 501
202, 13
203, 852
204, 3277
205, 1407
206, 7
207, 2363
208, 2280
209, 162
210, 5148
212, 1473
213, 382
214, 4
215, 1322
216, 5300
217, 865
218, 1
219, 328
220, 4689
222, 1469
224, 2719
225, 2893
226, 1
228, 2582
230, 3069
231, 1553
232, 1742
234, 2328
235, 1257
236, 1057
237, 194
238, 841
240, 6051
242, 856
243, 961
244, 940
245, 2059
246, 1335
247, 1
248, 1545
249, 127
250, 2682
252, 3673
253, 1122
254, 1
255, 1279
256, 1454
258, 1236
259, 852
260, 3242
261, 691
262, 1
264, 4159
265, 1191
266, 901
267, 81
268, 714
270, 3740
272, 1363
273, 894
275, 2377
276, 2243
279, 578
280, 3847
282, 1126
284, 512
285, 974
286, 1356
287, 880
288, 3571
290, 1626
291, 44
292, 494
294, 2034
295, 935
296, 1015
297, 1700
299, 126
300, 3857
301, 902
303, 23
304, 978
305, 876
306, 1600
308, 2175
309, 23
310, 1347
312, 3341
315, 2143
316, 304
318, 1049
319, 781
320, 2175
321, 10
322, 937
324, 2989
325, 1131
327, 12
328, 915
329, 848
330, 2852
332, 257
333, 507
335, 697
336, 3700
338, 548
339, 8
340, 1269
341, 520
342, 1484
343, 828
344, 877
345, 582
348, 2065
350, 1985
351, 1165
352, 1277
354, 925
355, 560
356, 156
357, 846
360, 3979
363, 390
364, 1999
365, 485
366, 866
368, 806
369, 538
370, 895
371, 806
372, 1621
374, 379
375, 476
376, 789
377, 795
378, 2507
380, 1015
381, 3
384, 2066
385, 1534
387, 523
388, 79
390, 2597
392, 2011
393, 3
395, 395
396, 2271
399, 791
400, 1481
402, 780
403, 671
404, 49
405, 957
406, 1406
407, 323
408, 1774
410, 734
411, 1
412, 61
413, 753
414, 1188
415, 284
416, 1360
417, 1
418, 354
420, 3356
423, 507
424, 684
425, 264
426, 679
427, 759
428, 35
429, 902
430, 719
432, 2165
434, 1400
435, 522
436, 19
438, 637
440, 1638
441, 1249
442, 477
444, 947
445, 230
448, 2037
450, 1990
451, 325
452, 23
455, 1242
456, 1503
459, 548
460, 607
462, 2152
464, 733
465, 564
468, 1638
469, 687
470, 602
471, 1
472, 617
473, 337
474, 465
475, 150
476, 1167
477, 521
480, 2529
481, 326
483, 641
484, 367
485, 112
486, 940
488, 588
490, 1620
492, 768
493, 25
494, 267
495, 1418
496, 866
497, 635
498, 432
500, 524
504, 2818
505, 86
506, 338
507, 275
508, 7
510, 1481
511, 594
512, 863
513, 507
515, 78
516, 690
517, 330
518, 878
520, 1332
522, 884
524, 7
525, 1028
527, 79
528, 1855
530, 490
531, 460
532, 779
533, 253
534, 288
535, 52
536, 538
539, 833
540, 1984
544, 1068
545, 55
546, 1234
548, 7
549, 486
550, 826
551, 1
552, 1077
553, 462
555, 449
556, 2
558, 815
559, 249
560, 2174
561, 505
564, 554
565, 47
567, 967
568, 534
570, 1040
572, 578
574, 691
575, 34
576, 2036
578, 220
580, 517
581, 420
582, 199
583, 345
584, 548
585, 1101
588, 1091
589, 2
590, 420
592, 825
594, 1048
595, 721
598, 251
600, 1583
602, 560
603, 479
605, 340
606, 152
608, 801
609, 377
610, 456
611, 247
612, 1427
615, 262
616, 1331
618, 148
620, 414
621, 513
623, 346
624, 1488
625, 15
627, 382
628, 1
629, 319
630, 1870
632, 458
635, 10
636, 443
637, 532
638, 323
639, 472
640, 1101
642, 127
644, 472
645, 228
646, 370
648, 1466
649, 353
650, 690
651, 276
654, 101
655, 12
656, 645
657, 461
658, 440
660, 1383
663, 587
664, 423
665, 293
666, 751
670, 424
671, 362
672, 1438
675, 603
676, 249
678, 77
679, 219
680, 1125
682, 365
684, 1084
685, 6
686, 434
688, 580
689, 242
690, 699
693, 995
695, 7
696, 696
697, 270
700, 797
702, 954
703, 113
704, 874
705, 197
707, 181
708, 306
710, 468
711, 425
712, 334
714, 724
715, 581
720, 2128
721, 175
722, 176
725, 7
726, 411
728, 923
729, 371
730, 408
731, 219
732, 332
735, 343
736, 461
737, 355
738, 638
740, 447
741, 431
742, 367
744, 598
745, 2
747, 390
748, 552
749, 145
750, 585
752, 467
754, 259
755, 1
756, 1285
759, 366
760, 956
762, 23
763, 142
765, 785
767, 258
768, 738
770, 1095
774, 615
775, 2
776, 257
777, 120
779, 209
780, 1269
781, 360
782, 168
783, 342
784, 715
785, 1
786, 17
790, 363
791, 99
792, 1463
793, 249
795, 201
798, 581
799, 161
800, 903
801, 391
803, 364
804, 326
805, 98
806, 240
808, 195
810, 1070
812, 281
814, 342
816, 861
817, 225
819, 698
820, 459
822, 18
824, 173
825, 536
826, 302
828, 758
830, 353
832, 636
833, 211
834, 14
836, 487
837, 300
840, 1536
845, 222
846, 465
847, 392
848, 341
850, 548
852, 317
854, 301
855, 664
856, 174
858, 585
860, 516
861, 141
864, 1113
867, 148
868, 262
869, 345
870, 546
