Avalanche Movement, Number Avalanches
9, 9371
10, 8844
11, 10228
12, 7279
13, 6186
14, 3923
15, 3395
16, 3534
17, 3432
18, 3108
19, 2647
20, 2921
21, 2417
22, 3015
23, 2367
24, 2150
25, 3350
26, 2287
27, 1754
28, 1529
29, 1289
30, 988
31, 1172
32, 1128
33, 1543
34, 492
35, 280
36, 242
37, 212
38, 198
39, 133
40, 169
41, 154
42, 128
43, 151
44, 136
45, 123
46, 115
47, 109
48, 109
49, 106
50, 85
51, 82
52, 88
53, 103
54, 69
55, 88
56, 85
57, 68
58, 58
59, 85
60, 65
61, 52
62, 51
63, 69
64, 57
65, 61
66, 61
67, 40
68, 52
69, 45
70, 49
71, 45
72, 50
73, 56
74, 50
75, 52
76, 40
77, 44
78, 40
79, 36
80, 37
81, 41
82, 33
83, 38
84, 41
85, 45
86, 35
87, 38
88, 40
89, 36
90, 26
91, 29
92, 34
93, 28
94, 30
95, 39
96, 20
97, 18
98, 38
99, 26
100, 34
101, 34
102, 28
103, 36
104, 28
105, 21
106, 28
107, 22
108, 21
109, 36
110, 23
111, 23
112, 18
113, 15
114, 21
115, 21
116, 25
117, 21
118, 26
119, 23
120, 18
121, 19
122, 20
123, 17
124, 17
125, 21
126, 18
127, 18
128, 12
129, 29
130, 23
131, 20
132, 14
133, 14
134, 19
135, 13
136, 17
137, 20
138, 21
139, 22
140, 9
141, 20
142, 15
143, 18
144, 20
145, 13
146, 16
147, 16
148, 19
149, 9
150, 11
151, 21
152, 10
153, 19
154, 10
155, 9
156, 16
157, 17
158, 15
159, 15
160, 18
161, 10
162, 12
163, 15
164, 7
165, 14
166, 10
167, 9
168, 19
169, 13
170, 17
171, 9
172, 11
173, 7
174, 16
175, 4
176, 10
177, 15
178, 11
179, 11
180, 14
181, 12
182, 9
183, 13
184, 12
185, 14
186, 7
187, 11
188, 13
189, 13
190, 16
191, 12
192, 9
193, 8
194, 11
195, 10
196, 11
197, 9
198, 21
199, 10
200, 15
201, 8
202, 7
203, 10
204, 14
205, 9
206, 4
207, 7
208, 13
209, 12
210, 11
211, 9
212, 10
213, 15
214, 11
215, 10
216, 12
217, 7
218, 17
219, 8
220, 9
221, 7
222, 3
223, 8
224, 14
225, 14
226, 5
227, 10
228, 9
229, 10
230, 9
231, 4
232, 7
233, 10
234, 7
235, 6
236, 5
237, 8
238, 10
239, 9
240, 12
241, 9
242, 9
243, 10
244, 5
245, 4
246, 12
247, 14
248, 4
249, 7
250, 8
251, 5
252, 6
253, 7
254, 15
255, 4
256, 6
257, 7
258, 7
259, 6
260, 10
261, 9
262, 9
263, 3
264, 5
265, 9
266, 8
267, 5
268, 6
269, 6
270, 5
271, 5
272, 9
273, 7
274, 8
275, 7
276, 7
277, 12
278, 8
279, 6
280, 6
281, 3
282, 9
283, 4
284, 5
285, 6
286, 6
287, 9
288, 4
289, 5
290, 6
291, 7
292, 7
293, 6
294, 4
295, 3
296, 6
297, 5
298, 4
299, 4
300, 3
301, 3
302, 9
303, 8
304, 5
305, 4
306, 3
307, 4
308, 6
309, 6
310, 7
311, 10
312, 5
313, 11
314, 3
315, 8
316, 7
317, 4
318, 5
319, 3
320, 3
321, 4
322, 6
323, 4
324, 5
325, 4
326, 7
327, 5
328, 7
329, 8
330, 6
331, 4
332, 3
333, 5
334, 4
335, 2
336, 3
337, 5
338, 8
339, 9
340, 3
341, 7
342, 1
343, 7
344, 7
345, 3
346, 5
347, 6
348, 9
349, 7
350, 4
351, 9
352, 4
353, 6
354, 4
355, 6
356, 4
357, 7
358, 7
359, 4
360, 3
361, 7
362, 4
363, 3
364, 4
365, 4
366, 4
367, 4
368, 4
369, 7
370, 3
371, 6
372, 5
373, 3
374, 4
375, 7
376, 5
377, 6
378, 9
379, 4
