Avalanche Grain Count,  Number Avalanches
1, 76319
2, 6489
3, 3338
4, 2001
5, 1312
6, 836
7, 604
8, 536
9, 416
10, 387
11, 286
12, 258
13, 266
14, 210
15, 214
16, 178
17, 163
18, 133
19, 131
20, 136
21, 141
22, 114
23, 97
24, 108
25, 95
26, 97
27, 94
28, 94
29, 89
30, 89
31, 82
32, 64
33, 86
34, 62
35, 79
36, 69
37, 60
38, 63
39, 59
40, 63
41, 67
42, 62
43, 57
44, 61
45, 52
46, 44
47, 51
48, 49
49, 41
50, 41
51, 50
52, 41
53, 42
54, 44
55, 47
56, 36
57, 33
58, 25
59, 32
60, 26
61, 27
62, 32
63, 30
64, 33
65, 38
66, 29
67, 23
68, 26
69, 27
70, 36
71, 27
72, 24
73, 39
74, 29
75, 27
76, 26
77, 32
78, 30
79, 28
80, 17
81, 15
82, 21
83, 23
84, 25
85, 20
86, 22
87, 23
88, 18
89, 20
90, 21
91, 26
92, 12
93, 21
94, 19
95, 19
96, 18
97, 19
98, 18
99, 14
100, 17
101, 17
102, 14
103, 29
104, 18
105, 15
106, 12
107, 11
108, 17
109, 14
110, 15
111, 24
112, 14
113, 12
114, 17
115, 17
116, 19
117, 12
118, 13
119, 18
120, 17
121, 11
122, 14
123, 9
124, 21
125, 11
126, 7
127, 15
128, 16
129, 21
130, 15
131, 17
132, 11
133, 13
134, 12
135, 20
136, 10
137, 10
138, 16
139, 8
140, 14
141, 11
142, 16
143, 24
144, 13
145, 13
146, 10
147, 9
148, 13
149, 12
150, 13
151, 10
152, 11
153, 12
154, 6
155, 8
156, 11
157, 13
158, 3
159, 11
160, 9
161, 11
162, 13
163, 13
164, 11
165, 6
166, 5
167, 6
168, 8
169, 12
170, 9
171, 12
172, 8
173, 14
174, 7
175, 4
176, 5
177, 7
178, 8
179, 7
180, 10
181, 11
182, 8
183, 9
184, 12
185, 7
186, 10
187, 7
188, 6
189, 8
190, 5
191, 6
192, 7
193, 10
194, 7
195, 4
196, 10
197, 11
198, 10
199, 6
200, 6
201, 10
202, 5
203, 7
204, 11
205, 4
206, 3
207, 7
208, 7
209, 3
210, 7
211, 8
212, 6
213, 4
214, 7
215, 5
216, 6
217, 3
218, 6
219, 7
220, 9
221, 9
222, 1
223, 5
224, 6
225, 8
226, 4
227, 7
228, 4
229, 5
230, 6
231, 6
232, 6
233, 9
234, 4
235, 6
236, 4
237, 4
238, 2
239, 1
240, 7
241, 6
242, 6
243, 7
244, 4
245, 6
246, 5
247, 3
248, 4
249, 6
250, 8
251, 5
252, 5
253, 1
254, 8
255, 6
256, 2
257, 5
258, 6
259, 3
260, 4
261, 4
262, 6
263, 4
264, 7
265, 9
266, 2
267, 6
268, 3
269, 4
270, 4
271, 7
272, 6
273, 1
274, 6
275, 6
277, 5
278, 2
279, 4
280, 2
281, 8
282, 2
283, 3
284, 3
285, 7
286, 4
287, 7
288, 2
289, 4
290, 1
291, 1
292, 3
293, 2
294, 3
295, 4
296, 3
297, 2
298, 1
299, 2
300, 4
301, 5
302, 2
303, 1
304, 3
305, 3
306, 5
307, 3
308, 2
309, 5
310, 2
311, 1
312, 3
313, 4
314, 2
315, 3
316, 2
317, 2
318, 1
319, 2
320, 7
321, 3
322, 3
323, 4
324, 4
325, 5
326, 1
327, 3
328, 3
329, 3
330, 2
331, 3
332, 1
333, 3
335, 1
336, 3
337, 5
338, 3
339, 3
341, 2
342, 2
343, 2
344, 4
345, 3
346, 1
347, 4
348, 1
349, 3
350, 4
351, 3
352, 1
353, 5
354, 2
355, 1
356, 4
357, 1
358, 1
359, 2
360, 3
361, 2
362, 3
363, 2
364, 3
365, 1
367, 2
368, 4
369, 1
370, 2
371, 1
372, 1
375, 3
376, 4
377, 5
378, 1
381, 3
382, 1
383, 1
385, 2
387, 5
388, 2
389, 3
390, 5
391, 2
392, 1
393, 1
394, 3
395, 3
396, 2
397, 2
398, 3
399, 1
400, 4
402, 1
403, 2
404, 2
405, 2
406, 3
407, 2
408, 2
409, 3
410, 2
411, 1
414, 2
417, 3
418, 1
421, 3
422, 1
423, 2
424, 5
425, 1
426, 2
428, 1
429, 1
430, 2
431, 1
432, 1
433, 3
434, 2
436, 1
437, 5
438, 4
439, 1
440, 3
443, 1
444, 2
445, 3
447, 2
451, 3
452, 1
453, 1
454, 1
455, 4
456, 2
457, 1
461, 3
462, 1
463, 2
464, 1
465, 1
466, 1
467, 1
468, 1
469, 1
471, 1
472, 2
473, 1
474, 1
476, 1
477, 2
478, 1
480, 4
481, 2
482, 2
483, 1
484, 1
486, 3
488, 2
489, 4
490, 1
491, 1
492, 2
493, 2
494, 1
496, 2
497, 1
498, 2
500, 2
501, 1
502, 1
504, 4
508, 1
510, 1
511, 1
513, 1
514, 1
515, 1
517, 1
519, 3
527, 2
528, 1
529, 1
530, 1
531, 1
532, 1
533, 1
534, 2
535, 1
536, 1
537, 1
538, 2
540, 1
541, 1
545, 2
547, 1
548, 1
551, 2
552, 1
554, 2
559, 1
560, 1
563, 1
564, 1
565, 1
569, 1
571, 1
572, 1
576, 1
577, 1
578, 1
581, 1
585, 1
587, 3
591, 1
592, 2
593, 2
595, 1
599, 1
602, 2
603, 1
604, 1
605, 1
606, 1
608, 1
609, 1
610, 1
613, 1
617, 1
618, 1
621, 1
623, 3
627, 2
633, 1
640, 2
642, 1
646, 1
666, 1
668, 1
670, 1
684, 1
688, 1
689, 2
691, 1
693, 1
696, 1
700, 1
701, 1
703, 1
713, 2
720, 1
721, 1
724, 1
730, 1
736, 1
737, 1
743, 1
750, 1
752, 1
755, 2
772, 1
773, 2
774, 1
776, 1
780, 1
795, 1
798, 1
800, 1
812, 1
814, 1
819, 1
824, 1
828, 1
829, 1
833, 3
841, 1
843, 1
845, 1
848, 2
862, 1
863, 1
865, 1
871, 1
880, 1
893, 1
894, 1
902, 1
915, 1
921, 1
922, 1
934, 1
952, 2
957, 1
959, 1
965, 1
968, 1
970, 1
971, 1
980, 1
986, 2
995, 1
1002, 1
1012, 1
1035, 1
1054, 2
1078, 2
1083, 1
1102, 1
1111, 1
1146, 1
1172, 1
1222, 1
1234, 1
1245, 1
1247, 1
1275, 1
1282, 1
1299, 1
1352, 1
1365, 1
1392, 1
1414, 1
1457, 1
1463, 1
1499, 1
1839, 1
