Avalanche Magnitude, Number Avalanches
9, 9371
10, 8844
11, 10141
12, 6876
13, 5379
14, 2989
15, 2399
16, 2608
17, 2693
18, 2309
19, 1893
20, 2202
21, 1752
22, 2530
23, 1813
24, 1910
25, 2785
26, 2384
27, 1160
28, 1542
29, 772
30, 1070
31, 725
32, 1159
33, 1211
34, 400
35, 31
36, 357
37, 21
38, 337
39, 139
40, 284
41, 12
42, 481
43, 11
44, 196
45, 316
46, 198
47, 5
48, 531
49, 9
50, 226
51, 244
52, 226
53, 3
54, 447
56, 342
57, 151
58, 194
59, 1
60, 407
61, 2
62, 112
63, 138
64, 251
65, 2
66, 207
68, 251
69, 108
70, 22
72, 298
74, 8
75, 152
76, 154
78, 121
80, 192
81, 95
82, 21
84, 186
85, 90
86, 16
87, 90
88, 84
90, 210
92, 82
93, 105
94, 12
95, 106
96, 161
98, 11
99, 53
100, 183
102, 59
104, 61
105, 143
106, 6
108, 116
110, 78
111, 8
112, 64
114, 46
115, 49
116, 57
117, 4
118, 4
119, 1
120, 171
122, 2
123, 1
124, 51
125, 39
126, 85
128, 41
129, 5
130, 47
132, 136
133, 6
134, 3
135, 43
136, 34
138, 80
140, 89
141, 5
142, 3
144, 88
145, 34
147, 44
148, 19
150, 68
152, 14
153, 7
154, 35
155, 27
156, 46
159, 10
160, 33
161, 41
162, 28
164, 4
165, 28
168, 92
170, 34
171, 2
172, 3
174, 32
175, 79
176, 19
177, 6
178, 1
180, 60
182, 38
183, 4
184, 26
185, 21
186, 34
188, 6
189, 48
190, 19
192, 67
195, 9
196, 33
198, 24
200, 46
201, 3
203, 19
204, 20
205, 6
207, 8
208, 42
210, 33
212, 1
215, 2
216, 75
217, 19
219, 2
220, 7
222, 25
224, 50
225, 20
228, 18
230, 5
231, 13
232, 28
234, 42
236, 2
237, 2
238, 12
240, 53
243, 31
244, 3
245, 10
246, 5
248, 27
249, 2
250, 12
252, 46
255, 3
256, 15
258, 5
259, 14
260, 13
261, 30
264, 18
265, 5
266, 12
267, 1
268, 4
270, 25
272, 17
273, 16
275, 6
276, 4
279, 33
280, 50
282, 5
285, 2
286, 1
287, 10
288, 37
290, 30
292, 2
294, 5
295, 2
296, 13
297, 14
300, 24
301, 8
304, 20
305, 2
306, 18
308, 14
310, 31
312, 9
315, 15
319, 11
320, 43
322, 4
324, 20
325, 3
328, 14
329, 3
330, 41
332, 1
333, 13
335, 2
336, 17
339, 1
340, 21
341, 8
342, 11
343, 2
344, 10
345, 3
348, 9
350, 18
351, 7
352, 17
354, 1
355, 1
356, 3
357, 1
360, 34
363, 15
364, 2
365, 1
366, 2
368, 3
369, 14
370, 16
371, 1
372, 8
374, 19
375, 2
376, 3
378, 12
380, 16
384, 16
385, 24
387, 6
390, 11
392, 4
395, 1
396, 33
399, 3
400, 20
402, 1
403, 4
405, 4
407, 14
408, 19
410, 7
412, 2
413, 3
414, 4
415, 1
416, 7
418, 14
420, 25
423, 4
424, 2
427, 2
429, 23
430, 8
432, 21
435, 3
440, 17
441, 4
442, 16
444, 18
445, 2
448, 7
450, 11
451, 8
455, 16
456, 17
459, 1
460, 7
462, 19
464, 1
468, 17
469, 2
470, 2
473, 6
474, 2
475, 1
476, 4
477, 4
480, 17
481, 12
484, 10
486, 5
488, 2
490, 11
492, 9
494, 14
495, 6
496, 1
500, 3
504, 24
506, 8
507, 13
510, 6
511, 3
513, 1
515, 1
516, 18
517, 6
518, 7
520, 28
525, 3
528, 11
530, 2
532, 12
533, 9
539, 3
540, 16
544, 3
546, 12
549, 1
550, 3
552, 5
555, 7
558, 2
559, 7
560, 12
561, 1
564, 6
567, 1
568, 2
570, 7
572, 13
574, 12
576, 10
583, 1
585, 21
588, 16
590, 3
594, 1
595, 2
598, 9
600, 18
