Avalanche Magnitude, Number Avalanches
5, 207
6, 16847
7, 15145
8, 10335
9, 5039
10, 2308
11, 1884
12, 1587
13, 1862
14, 2132
15, 118
16, 1847
17, 15
18, 2455
19, 7
20, 2095
21, 7
22, 1186
23, 7
24, 668
25, 3
26, 404
27, 230
28, 189
29, 1
30, 683
31, 2
32, 30
33, 938
34, 28
36, 863
37, 1
38, 23
39, 603
40, 111
42, 411
43, 1
44, 284
45, 211
46, 18
48, 586
50, 23
51, 28
52, 533
54, 34
55, 110
56, 487
57, 30
58, 7
60, 729
62, 10
63, 22
64, 219
65, 503
66, 30
68, 120
69, 25
70, 581
72, 50
74, 5
75, 491
76, 29
78, 153
80, 373
81, 17
82, 4
84, 364
85, 237
86, 3
87, 6
88, 25
90, 553
92, 25
93, 6
95, 33
96, 487
98, 39
99, 7
100, 58
102, 345
104, 12
105, 222
106, 1
108, 257
110, 23
111, 3
112, 273
114, 150
115, 20
116, 17
117, 8
119, 307
120, 127
123, 6
124, 12
125, 32
126, 347
128, 106
129, 2
130, 33
132, 45
133, 216
134, 1
135, 17
136, 209
138, 21
140, 154
141, 2
144, 273
145, 22
147, 47
148, 3
150, 44
152, 213
153, 57
154, 40
155, 13
156, 29
160, 161
161, 33
162, 143
164, 7
165, 10
168, 182
170, 39
171, 147
172, 6
174, 19
175, 37
176, 42
180, 230
182, 27
183, 1
184, 47
185, 6
186, 16
187, 1
188, 1
189, 165
190, 97
192, 54
195, 7
196, 23
198, 134
200, 147
203, 18
204, 14
205, 10
207, 57
208, 26
209, 22
210, 157
212, 1
215, 5
216, 73
217, 17
220, 170
222, 15
224, 34
225, 32
228, 11
230, 99
231, 103
232, 20
234, 37
235, 6
236, 2
238, 13
240, 100
242, 102
243, 21
245, 23
246, 6
247, 1
248, 13
250, 36
252, 72
253, 87
255, 2
256, 19
258, 2
259, 13
260, 33
261, 19
264, 198
265, 1
266, 18
270, 51
272, 8
273, 17
275, 50
276, 91
279, 16
280, 45
282, 2
284, 1
285, 3
286, 63
287, 2
288, 124
290, 17
294, 9
295, 2
296, 12
297, 39
299, 68
300, 121
301, 4
304, 13
306, 18
308, 43
310, 16
312, 119
315, 18
318, 2
319, 24
320, 26
322, 33
324, 49
325, 73
328, 2
329, 5
330, 29
333, 11
336, 79
338, 69
340, 11
341, 10
342, 14
343, 6
344, 12
345, 1
348, 34
350, 87
351, 59
352, 18
357, 2
360, 49
363, 18
364, 96
368, 9
369, 6
370, 16
371, 2
372, 9
374, 13
375, 32
376, 5
377, 28
378, 88
380, 7
384, 19
385, 17
387, 4
390, 67
392, 42
396, 37
399, 2
400, 23
402, 1
403, 17
405, 59
406, 33
407, 7
408, 25
410, 9
413, 1
414, 8
416, 50
418, 16
420, 65
423, 6
424, 4
425, 3
427, 3
429, 24
430, 5
432, 34
434, 30
435, 35
440, 16
441, 6
442, 22
444, 8
448, 72
450, 44
451, 10
455, 14
456, 14
459, 23
460, 7
462, 21
464, 50
465, 22
468, 24
469, 1
470, 3
472, 1
473, 8
476, 40
477, 4
480, 74
481, 8
483, 1
484, 2
486, 10
488, 1
490, 21
492, 11
493, 42
494, 8
495, 23
496, 37
497, 1
500, 8
504, 34
506, 5
507, 8
510, 54
511, 1
512, 20
513, 2
516, 6
517, 5
518, 5
520, 20
522, 28
525, 12
527, 34
528, 27
530, 5
531, 1
532, 16
533, 3
536, 1
539, 10
540, 61
544, 39
546, 15
549, 1
550, 5
551, 7
552, 5
553, 1
555, 16
558, 40
559, 6
560, 29
561, 26
564, 4
567, 2
570, 29
572, 8
574, 11
576, 53
578, 12
580, 3
583, 5
585, 16
588, 14
589, 18
590, 2
592, 8
594, 23
595, 17
598, 2
600, 14
602, 6
603, 2
605, 1
608, 45
611, 8
612, 39
615, 12
616, 7
620, 14
621, 3
624, 19
627, 41
629, 7
630, 27
636, 4
637, 9
638, 2
639, 3
640, 30
644, 6
645, 3
646, 32
648, 15
649, 2
650, 12
651, 2
656, 6
657, 1
658, 6
660, 39
663, 13
664, 1
665, 23
666, 11
670, 1
671, 1
672, 22
675, 8
676, 2
680, 31
682, 4
684, 26
686, 3
688, 6
689, 5
690, 9
693, 17
696, 1
697, 8
700, 21
702, 10
703, 9
704, 11
705, 10
708, 3
714, 39
715, 5
720, 43
722, 11
726, 5
728, 7
730, 1
731, 5
732, 1
735, 21
736, 5
737, 1
738, 13
740, 12
741, 20
742, 4
744, 4
748, 26
750, 8
752, 8
754, 1
756, 34
759, 3
760, 27
765, 10
767, 3
768, 8
770, 24
774, 6
777, 18
779, 10
780, 20
781, 2
782, 10
784, 7
790, 1
792, 25
793, 2
795, 7
798, 19
799, 10
800, 10
803, 1
804, 2
805, 13
810, 16
812, 6
814, 10
816, 13
817, 11
819, 11
820, 13
825, 1
826, 2
828, 19
830, 2
832, 4
833, 5
836, 28
837, 1
840, 39
846, 5
848, 2
850, 4
851, 13
854, 1
855, 7
858, 17
860, 5
861, 10
864, 14
867, 4
868, 3
869, 1
870, 4
871, 2
874, 23
875, 1
880, 20
882, 8
884, 7
885, 5
888, 12
893, 8
896, 2
897, 14
900, 20
901, 2
902, 13
903, 7
910, 4
912, 13
915, 3
918, 7
920, 12
924, 22
925, 4
928, 1
930, 2
931, 4
935, 6
936, 19
938, 1
940, 5
943, 16
944, 1
945, 5
946, 9
949, 1
950, 22
952, 4
954, 6
960, 15
962, 2
966, 13
968, 4
969, 8
972, 6
975, 25
976, 1
980, 11
984, 9
986, 2
987, 4
988, 8
989, 7
990, 10
992, 4
994, 4
996, 2
1000, 14
1003, 3
1005, 1
1007, 8
1008, 24
1012, 12
1014, 9
1020, 3
1024, 4
1025, 9
1026, 11
1027, 1
1029, 8
1032, 10
1034, 7
1035, 11
1036, 3
1037, 4
1040, 17
1044, 4
1045, 4
1050, 13
1053, 7
1054, 2
1056, 19
1058, 8
1060, 3
1062, 1
1064, 5
1066, 10
1068, 2
1071, 8
1072, 5
1075, 14
1078, 3
1080, 20
1081, 7
1083, 6
1088, 5
1092, 26
1095, 1
1098, 2
1100, 19
1102, 1
1104, 16
1105, 5
1106, 2
1107, 7
1110, 2
1113, 6
1116, 2
1118, 7
1120, 8
1121, 4
1122, 9
1125, 14
1127, 7
1128, 8
1131, 2
1134, 17
1136, 4
1139, 4
1140, 2
1144, 17
1148, 9
1150, 12
1152, 18
1155, 5
1160, 4
1161, 7
1166, 7
1170, 14
1173, 3
1175, 4
1176, 21
1178, 2
1180, 6
1185, 1
1188, 15
1189, 3
1190, 4
1196, 20
1197, 9
1200, 19
1204, 7
1206, 3
1210, 6
1215, 6
1216, 4
