Avalanche Grain Count,  Number Avalanches
373, 2
374, 2
375, 4
376, 4
377, 1
378, 1
379, 6
380, 5
381, 6
382, 4
384, 2
385, 2
386, 2
387, 3
388, 1
389, 3
390, 1
391, 4
392, 3
393, 2
394, 3
395, 4
396, 4
397, 1
398, 6
399, 1
400, 4
401, 3
402, 3
403, 3
404, 3
405, 6
407, 1
408, 3
409, 2
410, 3
411, 4
412, 3
413, 2
414, 1
415, 1
416, 4
417, 2
418, 2
419, 1
420, 1
421, 3
422, 3
423, 4
424, 2
425, 3
426, 4
427, 4
428, 3
429, 3
430, 1
431, 5
432, 1
433, 3
435, 3
436, 2
437, 1
438, 1
439, 1
440, 4
441, 1
442, 1
443, 2
444, 3
445, 4
446, 4
447, 1
448, 1
449, 2
451, 1
452, 3
453, 1
454, 4
455, 5
456, 1
457, 2
458, 2
459, 1
460, 1
461, 1
462, 5
463, 3
466, 1
467, 3
468, 3
469, 2
471, 2
472, 3
473, 6
475, 1
476, 2
477, 2
478, 1
479, 2
480, 1
481, 3
482, 2
483, 3
484, 2
486, 2
488, 1
489, 1
490, 3
491, 1
493, 1
494, 1
495, 5
496, 4
497, 3
498, 6
499, 2
500, 2
502, 1
503, 3
504, 4
506, 2
507, 1
508, 3
510, 2
512, 4
513, 2
515, 2
516, 3
517, 2
518, 3
519, 1
520, 1
521, 2
522, 4
523, 4
524, 1
525, 2
526, 2
528, 1
529, 2
530, 2
531, 2
532, 1
533, 1
534, 2
535, 3
536, 4
537, 2
538, 1
539, 2
540, 3
541, 2
544, 3
545, 4
546, 2
548, 1
550, 2
552, 1
553, 2
554, 2
555, 2
556, 1
557, 4
560, 1
561, 2
562, 2
563, 2
565, 6
566, 1
567, 1
568, 5
569, 1
570, 2
571, 1
575, 3
576, 1
577, 2
579, 2
580, 3
581, 2
582, 3
583, 3
584, 2
586, 3
587, 1
589, 2
590, 2
591, 2
592, 2
593, 2
594, 2
595, 1
596, 3
597, 2
598, 4
599, 2
600, 1
601, 2
602, 1
603, 2
605, 1
606, 3
608, 1
610, 3
612, 3
613, 2
615, 2
618, 1
619, 4
621, 3
624, 1
625, 6
626, 1
627, 1
629, 2
630, 2
631, 2
632, 4
633, 2
637, 1
638, 5
639, 2
641, 1
642, 2
643, 1
644, 2
645, 1
646, 4
647, 3
648, 2
650, 3
654, 2
655, 2
657, 3
658, 4
659, 5
660, 3
661, 1
662, 1
663, 2
664, 1
665, 2
668, 3
669, 3
671, 1
672, 1
673, 1
674, 1
675, 2
676, 3
678, 2
680, 2
681, 1
682, 2
683, 2
684, 2
685, 2
687, 3
689, 2
690, 3
691, 1
692, 3
694, 3
695, 1
697, 2
698, 5
699, 2
701, 1
702, 2
703, 1
704, 1
706, 2
708, 5
709, 2
713, 2
715, 1
717, 1
718, 1
719, 2
721, 1
722, 3
723, 1
725, 1
726, 2
727, 1
731, 2
732, 1
733, 1
734, 2
735, 1
737, 1
739, 1
740, 1
742, 2
744, 2
745, 1
746, 1
747, 1
748, 1
749, 3
750, 1
752, 1
753, 1
754, 1
755, 1
759, 1
760, 1
762, 2
763, 1
764, 1
766, 4
768, 3
771, 1
772, 1
773, 4
776, 2
777, 1
778, 2
780, 2
782, 2
787, 1
788, 1
792, 1
794, 1
795, 1
796, 1
797, 1
800, 2
803, 1
805, 1
806, 2
807, 1
808, 2
812, 1
814, 1
815, 1
816, 2
817, 1
822, 1
823, 1
826, 2
831, 2
833, 1
834, 1
836, 2
837, 1
838, 1
839, 1
840, 1
846, 1
847, 2
848, 2
850, 1
851, 1
862, 1
863, 1
870, 1
871, 1
872, 1
875, 1
876, 1
880, 4
882, 2
883, 1
889, 1
893, 1
899, 1
901, 1
902, 1
903, 1
907, 1
910, 1
916, 1
922, 2
927, 1
931, 1
933, 1
934, 1
936, 1
938, 1
944, 1
946, 1
948, 1
949, 1
951, 2
952, 2
955, 1
959, 1
963, 2
969, 1
971, 1
972, 1
975, 1
982, 1
988, 1
989, 1
992, 1
997, 1
998, 1
1005, 1
1037, 1
1043, 1
1044, 1
1046, 1
1059, 1
1096, 1
1101, 1
1265, 1
