Avalanche Movement, Number Avalanches
5, 207
6, 16847
7, 15145
8, 12169
9, 7715
10, 5087
11, 4379
12, 3952
13, 4037
14, 4118
15, 1835
16, 1508
17, 1349
18, 1139
19, 949
20, 774
21, 729
22, 666
23, 610
24, 577
25, 547
26, 472
27, 469
28, 412
29, 411
30, 363
31, 343
32, 338
33, 324
34, 299
35, 312
36, 244
37, 231
38, 265
39, 269
40, 209
41, 235
42, 192
43, 184
44, 174
45, 175
46, 162
47, 171
48, 159
49, 148
50, 163
51, 128
52, 149
53, 142
54, 103
55, 122
56, 131
57, 115
58, 120
59, 93
60, 110
61, 107
62, 121
63, 107
64, 103
65, 120
66, 87
67, 88
68, 63
69, 96
70, 83
71, 90
72, 65
73, 68
74, 75
75, 78
76, 71
77, 63
78, 61
79, 66
80, 60
81, 71
82, 66
83, 60
84, 67
85, 59
86, 47
87, 55
88, 54
89, 39
90, 48
91, 52
92, 56
93, 45
94, 44
95, 61
96, 49
97, 49
98, 34
99, 41
100, 42
101, 38
102, 47
103, 59
104, 43
105, 34
106, 33
107, 43
108, 26
109, 41
110, 20
111, 43
112, 38
113, 38
114, 28
115, 31
116, 23
117, 26
118, 28
119, 31
120, 37
121, 21
122, 29
123, 34
124, 19
125, 27
126, 35
127, 21
128, 26
129, 28
130, 20
131, 30
132, 24
133, 20
134, 23
135, 25
136, 28
137, 16
138, 22
139, 19
140, 26
141, 18
142, 28
143, 23
144, 16
145, 23
146, 17
147, 22
148, 16
149, 28
150, 23
151, 23
152, 21
153, 25
154, 12
155, 22
156, 22
157, 20
158, 19
159, 22
160, 8
161, 14
162, 24
163, 15
164, 18
165, 17
166, 21
167, 17
168, 14
169, 19
170, 9
171, 21
172, 14
173, 21
174, 16
175, 11
176, 13
177, 12
178, 10
179, 14
180, 13
181, 18
182, 10
183, 14
184, 17
185, 9
186, 15
187, 16
188, 9
189, 16
190, 7
191, 18
192, 18
193, 12
194, 10
195, 19
196, 8
197, 12
198, 12
199, 9
200, 9
201, 12
202, 8
203, 12
204, 12
205, 13
206, 10
207, 10
208, 10
209, 7
210, 9
211, 17
212, 17
213, 6
214, 8
215, 5
216, 12
217, 6
218, 7
219, 12
220, 8
221, 8
222, 9
223, 4
224, 11
225, 9
226, 9
227, 7
228, 4
229, 8
230, 7
231, 10
232, 10
233, 10
234, 7
235, 7
236, 10
237, 9
238, 3
239, 10
240, 8
241, 9
242, 8
243, 16
244, 13
245, 6
246, 7
247, 3
248, 12
249, 11
250, 5
251, 12
252, 6
253, 4
254, 2
255, 10
256, 5
257, 6
258, 8
259, 6
260, 13
261, 7
262, 7
263, 4
264, 4
265, 3
266, 9
267, 2
268, 10
269, 8
270, 9
271, 9
272, 9
273, 12
274, 10
275, 7
276, 1
277, 6
278, 8
279, 8
280, 8
281, 4
282, 4
283, 8
284, 3
285, 6
286, 4
287, 7
288, 5
289, 4
290, 3
291, 3
292, 9
293, 4
294, 6
295, 14
296, 4
297, 5
298, 9
299, 8
300, 3
301, 9
302, 5
303, 5
304, 3
305, 5
306, 5
307, 1
308, 6
309, 8
310, 8
311, 7
312, 5
313, 4
314, 7
315, 12
316, 8
317, 6
318, 7
319, 5
320, 2
321, 1
322, 9
323, 4
324, 2
325, 7
326, 6
327, 3
328, 7
329, 2
330, 5
331, 5
332, 2
333, 3
334, 3
335, 4
336, 5
337, 3
338, 4
339, 4
340, 5
341, 2
342, 10
343, 2
344, 1
345, 7
346, 5
347, 6
348, 2
349, 9
350, 6
351, 6
352, 8
353, 1
354, 2
355, 6
356, 4
357, 2
358, 4
359, 2
360, 7
361, 1
362, 3
363, 1
364, 5
365, 6
366, 3
367, 4
368, 4
369, 7
370, 2
371, 6
372, 4
373, 6
374, 5
375, 4
376, 2
377, 7
378, 3
379, 4
380, 7
381, 8
382, 3
383, 5
384, 3
385, 2
386, 7
387, 5
388, 4
389, 4
390, 5
391, 2
392, 5
393, 3
394, 3
395, 2
396, 1
397, 2
398, 4
399, 3
400, 2
401, 3
402, 5
403, 5
404, 4
405, 1
406, 2
407, 2
408, 3
409, 3
410, 2
411, 2
412, 1
413, 2
414, 2
415, 6
416, 2
417, 2
418, 4
419, 6
420, 5
421, 1
422, 4
423, 6
424, 4
425, 3
426, 1
427, 3
430, 4
431, 5
432, 4
433, 2
434, 3
435, 3
436, 2
437, 4
438, 2
439, 4
441, 1
442, 4
443, 5
444, 5
445, 1
446, 2
447, 1
448, 1
449, 1
450, 6
451, 1
452, 3
453, 6
454, 1
455, 2
456, 1
457, 5
458, 4
460, 5
461, 4
462, 5
463, 4
464, 4
465, 2
466, 2
467, 3
468, 4
469, 1
470, 1
471, 2
472, 1
474, 2
475, 2
476, 5
477, 2
478, 1
479, 2
480, 1
481, 4
483, 2
485, 4
486, 2
487, 5
488, 2
489, 1
490, 2
491, 5
493, 2
496, 4
497, 2
498, 4
499, 4
500, 4
501, 4
502, 4
503, 2
505, 5
506, 2
507, 5
508, 5
509, 1
510, 6
511, 3
512, 8
513, 4
514, 3
515, 3
516, 2
517, 2
518, 1
519, 3
520, 1
521, 2
522, 2
523, 2
524, 5
525, 1
526, 2
527, 1
528, 2
529, 1
530, 1
531, 1
532, 3
533, 2
534, 1
535, 3
537, 2
538, 1
539, 4
540, 2
541, 2
542, 1
543, 1
544, 3
545, 1
547, 3
548, 4
549, 3
550, 2
551, 2
552, 4
553, 1
555, 2
556, 4
557, 2
558, 2
559, 2
560, 3
561, 4
562, 4
563, 2
564, 3
565, 3
566, 1
567, 3
568, 2
572, 4
573, 4
574, 3
575, 4
576, 3
577, 2
579, 1
580, 3
582, 2
583, 2
584, 2
586, 4
587, 2
588, 2
589, 5
590, 1
591, 4
592, 3
593, 2
594, 1
595, 1
596, 5
597, 1
598, 1
600, 1
601, 3
603, 1
604, 2
605, 3
606, 4
608, 2
609, 1
610, 1
611, 6
612, 1
613, 3
614, 1
615, 1
616, 3
617, 3
618, 1
619, 2
620, 1
621, 1
622, 1
623, 4
625, 1
626, 1
628, 1
630, 4
631, 1
632, 2
634, 4
637, 1
638, 1
639, 4
641, 1
642, 1
643, 1
644, 1
645, 1
646, 2
647, 1
648, 1
649, 4
650, 2
651, 3
652, 1
653, 4
654, 1
655, 1
657, 3
658, 3
659, 1
660, 1
662, 2
663, 1
664, 2
665, 1
668, 3
670, 2
673, 2
674, 1
676, 2
677, 2
678, 1
680, 2
681, 2
682, 2
683, 2
684, 4
686, 3
687, 3
688, 1
689, 1
690, 1
693, 4
694, 3
695, 2
696, 2
698, 2
699, 1
700, 2
701, 1
702, 1
703, 1
704, 1
705, 2
707, 2
