Avalanche Grain Count,  Number Avalanches
1, 69588
2, 16718
3, 7120
4, 2767
5, 990
6, 794
7, 487
8, 324
9, 236
10, 217
11, 133
12, 102
13, 81
14, 68
15, 60
16, 40
17, 35
18, 41
19, 31
20, 24
21, 17
22, 29
23, 13
24, 15
25, 6
26, 5
27, 7
28, 7
29, 5
30, 8
31, 5
32, 3
33, 3
34, 2
35, 5
37, 1
38, 3
39, 2
42, 2
46, 2
48, 1
50, 1
51, 1
89, 1
