Avalanche Movement, Number Avalanches
6, 2
7, 29
8, 37
9, 99
10, 473
11, 1504
12, 2678
13, 5528
14, 10825
15, 34869
16, 111586
17, 185642
18, 279631
19, 13958
20, 15235
21, 12486
22, 11781
23, 11148
24, 10982
25, 10644
26, 10327
27, 9942
28, 9526
29, 9266
30, 8911
31, 8650
32, 8459
33, 8013
34, 7669
35, 7650
36, 7228
37, 6850
38, 6748
39, 6365
40, 6134
41, 5893
42, 5694
43, 5498
44, 5250
45, 4939
46, 4767
47, 4560
48, 4470
49, 4230
50, 4182
51, 3885
52, 3732
53, 3588
54, 3499
55, 3205
56, 3150
57, 3074
58, 2928
59, 2754
60, 2655
61, 2500
62, 2427
63, 2353
64, 2229
65, 2101
66, 2090
67, 1971
68, 1952
69, 1752
70, 1663
71, 1673
72, 1545
73, 1481
74, 1437
75, 1418
76, 1380
77, 1293
78, 1291
79, 1245
80, 1129
81, 1106
82, 1049
83, 1006
84, 961
85, 1021
86, 930
87, 903
88, 829
89, 852
90, 772
91, 758
92, 769
93, 703
94, 694
95, 705
96, 599
97, 632
98, 634
99, 606
100, 609
101, 560
102, 507
103, 535
104, 513
105, 501
106, 465
107, 436
108, 428
109, 407
110, 436
111, 418
112, 415
113, 373
114, 390
115, 357
116, 337
117, 348
118, 324
119, 299
120, 342
121, 304
122, 308
123, 269
124, 281
125, 293
126, 262
127, 251
128, 276
129, 232
130, 240
131, 244
132, 266
133, 230
134, 228
135, 235
136, 191
137, 223
138, 187
139, 186
140, 201
141, 183
142, 188
143, 174
144, 177
145, 195
146, 176
147, 158
148, 166
149, 171
150, 180
151, 168
152, 139
153, 157
154, 139
155, 142
156, 139
157, 161
158, 130
159, 120
160, 135
161, 128
162, 140
163, 123
164, 123
165, 122
166, 108
167, 121
168, 113
169, 134
170, 108
171, 108
172, 102
173, 96
174, 112
175, 114
176, 97
177, 124
178, 102
179, 101
180, 98
181, 87
182, 84
183, 97
184, 92
185, 90
186, 107
187, 78
188, 88
189, 77
190, 76
191, 84
192, 73
193, 64
194, 64
195, 77
196, 67
197, 82
198, 67
199, 77
200, 83
201, 70
202, 69
203, 70
204, 70
205, 70
206, 69
207, 69
208, 70
209, 69
210, 55
211, 53
212, 60
213, 52
214, 52
215, 50
216, 64
217, 63
218, 73
219, 59
220, 55
221, 59
222, 49
223, 59
224, 57
225, 49
226, 72
227, 38
228, 46
229, 63
230, 40
231, 40
232, 37
233, 40
234, 59
235, 45
236, 35
237, 43
238, 31
239, 46
240, 37
241, 39
242, 48
243, 39
244, 30
245, 34
246, 32
247, 38
248, 44
249, 26
250, 35
251, 37
252, 47
253, 51
254, 28
255, 39
256, 37
257, 30
258, 33
259, 24
260, 18
261, 30
262, 16
263, 29
264, 34
265, 30
266, 28
267, 23
268, 26
269, 30
270, 23
271, 22
272, 29
273, 33
274, 25
275, 27
276, 28
277, 30
278, 30
279, 27
280, 29
281, 27
282, 19
283, 22
284, 22
285, 25
286, 30
287, 25
288, 19
289, 23
290, 26
291, 18
292, 17
293, 19
294, 27
295, 18
296, 17
297, 16
298, 20
