Avalanche Magnitude, Number Avalanches
6, 2
7, 29
8, 36
9, 99
10, 469
11, 1494
12, 2582
13, 5270
14, 10495
15, 34040
16, 110310
17, 180847
18, 269275
19, 1276
20, 10944
21, 8903
22, 7963
23, 7149
24, 6487
25, 5857
26, 5351
27, 4688
28, 4403
29, 3679
30, 4085
31, 3058
32, 3709
33, 2407
34, 6553
35, 2006
36, 10576
37, 1658
38, 10519
39, 1309
40, 1590
41, 1022
42, 3011
43, 855
44, 3328
45, 775
46, 3412
47, 549
48, 4084
49, 455
50, 3871
51, 755
52, 4011
53, 315
54, 5383
55, 236
56, 4030
57, 3442
58, 3910
59, 144
60, 6556
61, 117
62, 3677
63, 474
64, 3711
65, 89
66, 4088
67, 67
68, 3272
69, 748
70, 3207
71, 41
72, 3872
73, 25
74, 2846
75, 917
76, 3079
77, 19
78, 3567
79, 13
80, 3442
81, 1120
82, 2284
83, 15
84, 4184
85, 15
86, 2072
87, 1250
88, 2065
89, 4
90, 3093
91, 4
92, 1829
93, 1426
94, 1493
95, 22
96, 3109
97, 2
98, 1294
99, 1497
100, 1627
101, 4
102, 2706
103, 1
104, 1366
105, 1920
106, 959
108, 2813
110, 1053
111, 1478
112, 1052
114, 2365
115, 119
116, 1036
117, 1566
118, 668
120, 2561
122, 510
123, 1533
124, 856
125, 64
126, 1991
127, 1
128, 897
129, 1424
130, 441
132, 2421
133, 1
134, 312
135, 1437
136, 802
138, 1688
140, 855
141, 1334
142, 227
144, 2105
145, 121
146, 189
147, 1212
148, 718
150, 1444
152, 711
153, 1103
154, 133
155, 135
156, 1809
158, 108
159, 1031
160, 866
161, 31
162, 1110
164, 716
165, 1049
166, 57
168, 1652
170, 227
171, 845
172, 726
174, 899
175, 184
176, 706
177, 698
178, 38
180, 1600
182, 56
183, 639
184, 735
185, 193
186, 695
188, 701
189, 612
190, 253
192, 1354
194, 27
195, 727
196, 693
198, 592
200, 960
201, 444
202, 12
203, 14
204, 1184
205, 255
206, 13
207, 401
208, 654
210, 717
212, 611
213, 329
214, 3
215, 249
216, 1021
217, 14
218, 10
219, 273
220, 861
222, 355
224, 640
225, 566
226, 2
228, 886
230, 307
231, 272
232, 567
234, 339
235, 283
236, 518
237, 217
238, 17
240, 1140
242, 1
243, 179
244, 496
245, 334
246, 258
248, 453
249, 149
250, 357
252, 773
255, 437
256, 482
258, 242
259, 28
260, 759
261, 97
264, 644
265, 342
266, 29
267, 96
268, 382
270, 573
272, 398
273, 123
275, 337
276, 546
278, 1
279, 75
280, 685
282, 201
284, 349
285, 377
286, 2
287, 40
288, 516
290, 360
291, 49
292, 291
294, 278
295, 328
296, 281
297, 47
300, 779
301, 48
302, 1
303, 35
304, 289
305, 321
306, 168
308, 317
309, 25
310, 331
312, 428
315, 386
316, 236
318, 201
319, 5
320, 455
321, 19
322, 54
324, 435
325, 280
327, 17
328, 188
329, 53
330, 496
332, 159
333, 24
335, 297
336, 458
339, 11
340, 420
341, 2
342, 205
343, 71
344, 160
345, 269
348, 327
350, 340
351, 13
352, 153
354, 192
355, 254
356, 129
357, 84
