Avalanche Magnitude, Number Avalanches
5, 5577
6, 5672
7, 12125
8, 13080
9, 8930
10, 8460
11, 5063
12, 3709
13, 3478
14, 4772
15, 186
16, 766
17, 244
18, 1091
19, 183
20, 1252
21, 153
22, 1132
23, 128
24, 1192
25, 87
26, 886
27, 184
28, 685
29, 60
30, 825
31, 57
32, 156
33, 328
34, 100
35, 41
36, 546
37, 37
38, 96
39, 475
40, 134
41, 19
42, 536
43, 16
44, 156
45, 411
46, 74
47, 5
48, 505
49, 3
50, 81
51, 169
52, 223
53, 3
54, 143
55, 6
56, 231
57, 64
58, 66
59, 2
60, 325
62, 60
63, 38
64, 247
65, 27
66, 88
68, 209
69, 41
70, 94
72, 233
74, 40
75, 104
76, 131
77, 1
78, 66
80, 180
81, 39
82, 40
84, 93
85, 119
86, 30
87, 31
88, 50
90, 196
92, 29
93, 35
94, 16
95, 124
96, 96
98, 15
99, 39
100, 129
101, 1
102, 79
104, 34
105, 98
106, 10
108, 111
110, 51
111, 27
112, 32
114, 97
115, 27
116, 11
117, 31
118, 4
119, 7
120, 138
122, 3
123, 29
124, 21
125, 10
126, 117
128, 13
129, 26
130, 21
132, 100
133, 38
134, 2
135, 31
136, 31
138, 70
140, 61
141, 28
142, 3
144, 52
145, 13
146, 1
147, 58
148, 26
150, 59
152, 28
153, 17
154, 37
155, 18
156, 52
159, 20
160, 42
161, 47
162, 29
164, 20
165, 24
166, 1
168, 106
170, 14
171, 14
172, 11
174, 19
175, 42
176, 38
177, 8
180, 50
182, 25
183, 13
184, 48
185, 13
186, 22
188, 11
189, 35
190, 11
192, 73
195, 21
196, 23
198, 22
200, 62
201, 6
203, 18
204, 22
205, 13
207, 18
208, 37
210, 35
212, 6
213, 3
215, 14
216, 55
217, 11
219, 4
220, 18
222, 14
224, 49
225, 40
228, 15
230, 12
231, 17
232, 23
234, 36
235, 10
236, 12
237, 1
238, 4
240, 51
243, 20
244, 5
245, 27
246, 14
248, 23
249, 3
250, 29
252, 45
253, 1
255, 9
256, 18
258, 9
259, 10
260, 29
261, 21
264, 27
265, 10
266, 10
267, 1
268, 6
270, 61
272, 15
273, 2
275, 16
276, 15
279, 13
280, 47
282, 5
284, 4
285, 7
286, 7
287, 8
288, 42
290, 20
292, 2
294, 20
295, 8
296, 14
297, 22
300, 38
301, 5
303, 1
304, 17
305, 7
306, 18
308, 19
309, 1
310, 19
312, 22
315, 25
316, 6
318, 8
319, 11
320, 22
322, 9
324, 19
325, 7
327, 1
328, 13
329, 8
330, 36
333, 6
335, 8
336, 31
340, 12
341, 11
342, 12
343, 7
344, 6
345, 6
348, 9
350, 20
351, 10
352, 17
354, 3
355, 7
356, 1
357, 9
360, 48
363, 13
364, 9
365, 3
366, 11
368, 2
369, 7
370, 8
371, 6
372, 16
374, 7
375, 4
376, 6
377, 1
378, 20
380, 12
384, 24
385, 24
387, 8
388, 1
390, 12
392, 11
395, 4
396, 29
399, 9
400, 10
402, 8
403, 5
405, 8
406, 9
407, 5
408, 25
410, 14
413, 5
414, 17
415, 1
416, 7
418, 6
420, 26
423, 6
424, 6
425, 3
426, 6
427, 4
429, 11
430, 15
432, 28
434, 13
435, 2
438, 7
440, 15
441, 11
442, 9
444, 11
445, 1
448, 11
450, 17
451, 3
455, 14
456, 9
459, 8
460, 7
462, 17
464, 5
465, 1
468, 18
469, 5
470, 10
472, 4
473, 1
474, 7
475, 1
476, 9
477, 7
480, 27
481, 4
483, 3
484, 2
486, 12
488, 6
490, 16
492, 9
494, 8
495, 16
496, 5
497, 3
498, 4
500, 2
504, 21
505, 1
506, 4
507, 7
510, 6
511, 5
512, 6
513, 5
515, 1
516, 7
517, 6
518, 13
520, 24
522, 11
525, 3
528, 21
530, 4
531, 6
532, 6
533, 6
534, 2
536, 8
539, 7
540, 21
544, 2
545, 1
546, 12
549, 9
550, 4
552, 10
553, 1
555, 3
558, 7
559, 7
560, 16
561, 4
564, 6
565, 1
567, 7
568, 8
570, 11
572, 11
574, 11
575, 1
576, 16
580, 10
581, 3
582, 2
583, 2
584, 2
585, 18
588, 8
590, 9
592, 10
594, 10
595, 3
598, 5
600, 19
602, 10
603, 7
605, 5
606, 3
608, 6
609, 3
610, 5
611, 3
612, 9
615, 5
616, 18
618, 1
620, 2
621, 5
623, 2
624, 18
627, 4
629, 1
630, 15
632, 4
636, 6
637, 5
638, 4
639, 4
640, 11
644, 4
645, 8
646, 2
648, 12
649, 6
650, 11
656, 2
657, 7
658, 10
660, 21
663, 5
664, 6
665, 5
666, 8
670, 5
671, 3
672, 22
675, 4
676, 2
679, 2
680, 6
682, 4
684, 8
686, 7
688, 5
689, 3
690, 11
693, 11
696, 9
697, 2
700, 12
702, 15
704, 4
705, 5
707, 2
708, 5
710, 5
711, 1
712, 2
714, 10
715, 7
720, 17
721, 1
726, 6
728, 16
729, 2
730, 7
731, 4
732, 4
735, 5
736, 9
737, 3
738, 5
740, 5
741, 2
742, 2
744, 4
747, 1
748, 8
749, 1
750, 7
752, 10
754, 4
756, 8
759, 3
760, 7
765, 11
767, 5
768, 8
770, 15
774, 4
777, 3
780, 7
781, 3
782, 2
783, 1
784, 4
786, 1
790, 4
792, 15
793, 1
795, 2
798, 5
799, 3
800, 7
801, 3
803, 5
804, 3
806, 3
808, 2
810, 8
812, 3
814, 4
816, 8
817, 2
819, 8
820, 3
824, 4
825, 7
826, 5
828, 7
830, 9
832, 8
833, 2
836, 3
837, 4
840, 17
845, 2
846, 6
848, 2
850, 7
852, 4
854, 2
855, 8
858, 4
860, 3
864, 6
867, 5
868, 3
869, 1
870, 5
871, 1
873, 3
874, 3
875, 1
880, 13
882, 10
884, 2
885, 4
888, 4
889, 1
890, 3
891, 6
893, 4
896, 7
897, 3
900, 14
901, 1
902, 5
903, 1
909, 2
910, 5
912, 7
913, 1
918, 8
920, 4
923, 1
924, 7
927, 3
928, 2
930, 7
935, 6
936, 10
938, 5
940, 4
944, 4
945, 1
946, 3
948, 1
949, 5
950, 4
952, 5
954, 5
957, 4
960, 7
962, 2
966, 4
968, 4
969, 4
970, 2
972, 11
975, 7
976, 2
979, 3
980, 7
984, 1
986, 2
987, 2
988, 3
990, 9
992, 3
994, 6
996, 5
999, 1
1001, 4
1003, 1
1005, 4
1007, 1
1008, 10
1010, 6
1012, 1
1014, 6
1017, 2
1020, 12
1023, 4
1024, 2
1026, 3
1027, 1
1029, 2
1030, 2
1032, 4
1034, 4
1035, 4
1036, 5
1037, 2
1040, 8
1044, 9
1045, 7
1050, 12
1053, 2
1056, 5
1057, 1
1060, 1
1062, 3
1064, 7
1065, 5
1066, 5
1067, 3
1068, 4
1070, 4
1071, 4
1072, 3
1078, 6
1079, 6
1080, 14
1088, 7
1089, 2
1090, 1
1092, 19
1095, 1
1100, 4
1102, 2
1104, 10
1105, 1
1106, 3
1107, 1
1110, 2
1111, 1
1113, 2
1116, 5
1118, 2
1120, 5
1121, 2
1122, 8
1125, 5
1127, 1
1128, 4
1130, 1
1131, 3
1133, 4
1134, 7
1136, 1
1139, 1
1140, 12
1143, 1
1144, 6
1148, 2
1150, 3
1152, 5
1155, 5
1156, 3
1157, 2
1159, 2
1160, 4
1162, 5
1164, 3
1166, 3
1168, 1
1170, 5
1173, 2
1176, 9
1178, 1
1180, 2
1183, 1
1184, 1
1185, 4
1188, 7
1190, 8
1192, 1
1197, 2
1199, 4
1200, 13
1206, 2
1207, 1
1209, 1
1210, 7
1212, 3
1215, 2
1216, 3
1218, 7
1219, 2
1220, 1
1221, 3
1222, 7
1224, 10
1230, 3
1232, 3
1235, 1
1239, 1
1240, 1
1241, 1
1242, 4
1245, 4
1246, 5
1248, 8
1250, 3
1254, 5
1258, 4
1260, 16
1261, 5
1264, 3
1272, 2
1273, 3
1274, 10
1275, 6
1276, 5
1278, 2
1280, 2
1281, 1
1284, 2
1287, 7
1288, 7
1290, 5
1292, 7
1296, 5
1298, 6
1300, 2
1302, 2
1305, 2
1308, 2
1309, 1
1310, 4
1311, 1
1312, 4
1313, 2
1314, 1
1316, 2
1320, 10
1323, 2
1326, 3
1328, 2
1330, 8
1331, 2
1332, 4
1334, 1
1335, 3
1339, 2
1340, 1
1342, 3
1343, 3
1344, 5
1349, 2
1350, 3
1352, 1
1353, 1
1356, 2
1357, 4
1358, 2
1360, 6
1364, 1
1365, 3
1368, 6
1370, 1
1372, 2
1376, 1
1377, 3
1378, 4
1380, 13
1386, 4
1387, 2
1391, 1
1392, 5
1394, 2
1395, 4
1397, 2
1400, 3
1403, 2
1404, 5
1406, 1
1407, 2
1408, 4
1410, 4
1411, 2
1414, 4
1416, 1
1417, 3
1419, 3
1420, 1
1422, 3
1424, 2
1425, 7
1426, 3
1428, 8
1430, 4
1440, 9
1441, 1
1442, 1
1443, 3
1444, 3
1445, 3
1449, 4
1452, 3
1455, 1
1456, 8
1458, 2
1460, 4
1462, 4
1463, 3
1464, 1
1469, 3
1470, 6
1472, 2
1475, 1
1476, 4
1479, 1
1480, 1
1482, 3
1484, 2
1485, 10
1488, 2
1490, 1
1491, 1
1494, 1
1496, 6
1498, 3
1500, 7
1501, 1
1504, 6
1508, 2
1510, 1
1512, 5
1513, 1
1515, 2
1518, 3
1520, 3
1524, 1
1526, 5
1529, 1
1530, 6
1534, 1
1536, 8
1539, 2
1540, 3
1545, 4
1547, 7
1548, 4
1551, 1
1552, 2
1554, 3
1560, 8
1562, 1
1564, 5
1566, 6
1568, 5
1573, 5
1575, 2
1580, 1
1582, 2
1584, 10
1586, 1
1590, 1
1596, 6
1598, 5
1600, 2
1602, 1
1605, 3
1606, 1
1608, 2
1610, 2
1615, 4
1617, 1
1620, 3
1624, 2
1625, 3
1628, 2
1632, 8
1634, 3
1635, 4
1638, 6
1639, 1
1640, 2
1649, 2
1650, 3
1652, 2
1653, 1
1656, 2
1659, 1
1660, 1
1661, 1
1664, 8
1665, 1
1666, 4
1668, 1
1672, 4
1674, 1
1679, 3
1680, 8
1683, 4
1690, 2
1691, 4
1692, 8
1694, 4
1695, 3
1700, 2
1701, 2
1702, 1
1704, 1
1705, 1
1710, 9
1712, 2
1716, 1
1717, 1
1719, 1
1720, 1
1722, 2
1725, 3
1728, 8
1729, 2
1734, 4
1736, 1
1738, 2
1740, 9
1742, 1
1743, 3
1744, 1
1746, 4
1749, 1
1750, 2
1751, 1
1752, 2
1755, 4
1760, 2
1764, 1
1768, 4
1770, 2
1771, 1
1775, 1
1776, 3
1780, 3
1782, 2
1785, 5
1786, 1
1792, 3
1794, 2
1800, 2
1802, 3
1804, 1
1805, 1
1806, 4
1807, 1
1808, 1
1815, 2
1817, 1
1818, 1
1820, 1
1824, 2
1825, 1
1826, 3
1827, 1
1830, 1
1834, 1
1836, 3
1840, 4
1843, 1
1845, 3
1846, 1
1848, 6
1850, 1
1853, 2
1854, 2
1856, 1
1860, 1
1862, 2
1869, 4
1870, 4
1872, 8
1875, 2
1876, 1
1880, 4
1881, 2
1885, 1
1886, 1
1887, 2
1888, 1
1890, 7
1892, 1
1898, 3
1900, 3
1904, 5
1905, 2
1908, 1
1909, 1
1911, 3
1914, 1
1919, 2
1920, 10
1932, 5
1935, 1
1936, 2
1938, 2
1940, 4
1944, 2
1946, 2
1950, 5
1952, 5
1953, 2
1955, 3
1957, 2
1960, 1
1962, 1
1965, 2
1968, 3
1971, 1
1972, 2
1974, 1
1975, 3
1976, 3
1978, 2
1980, 3
1984, 3
1989, 2
1992, 1
1995, 2
1998, 1
2000, 7
2001, 2
2010, 4
2014, 3
2015, 1
2016, 10
2020, 1
2023, 1
2024, 3
2025, 3
2028, 1
2030, 1
2033, 2
2034, 2
2040, 2
2044, 2
2047, 1
2048, 1
2050, 2
2052, 7
2054, 2
2058, 2
2060, 1
2064, 5
2068, 2
2070, 10
2074, 2
2079, 4
2080, 6
2085, 2
2088, 1
2090, 5
2091, 1
2100, 7
2106, 3
2109, 3
2112, 3
2114, 1
2115, 1
2116, 1
2119, 1
2124, 3
2125, 1
2128, 2
2130, 1
2132, 1
2134, 2
2139, 1
2140, 2
2142, 3
2145, 1
2147, 1
2148, 1
2156, 4
2159, 3
2160, 5
2162, 1
2166, 2
2170, 1
2175, 6
2176, 5
2178, 5
2180, 1
2184, 2
2185, 1
2187, 1
2190, 1
2192, 1
2193, 1
2197, 1
2200, 4
2204, 1
2205, 2
2208, 7
2210, 2
2212, 2
2214, 5
2220, 3
2224, 1
2225, 3
2226, 1
2227, 1
2232, 4
2235, 1
2240, 3
2241, 2
2242, 3
2244, 2
2247, 1
2250, 2
2254, 2
2256, 1
2261, 4
2262, 2
2265, 1
2266, 2
2268, 8
2272, 2
2275, 1
2277, 1
2278, 4
2280, 8
2286, 1
2288, 3
2289, 3
2291, 1
2295, 1
2299, 4
2300, 1
2301, 1
2304, 3
2310, 4
2312, 2
2314, 3
2318, 1
2320, 2
2322, 4
2323, 3
2324, 1
2325, 2
2329, 2
2332, 1
2337, 4
2338, 1
2340, 5
2346, 2
2349, 1
2350, 1
2352, 6
2354, 1
2355, 1
2356, 2
2358, 1
2360, 1
2368, 2
2369, 2
2370, 2
2373, 1
2375, 1
2376, 3
2380, 4
2384, 3
2392, 1
2394, 8
2398, 1
2400, 7
2403, 1
2408, 2
2412, 1
2413, 3
2414, 1
2415, 2
2416, 2
2418, 2
2420, 7
2422, 1
2425, 1
2430, 2
2431, 4
2432, 1
2438, 1
2440, 3
2444, 4
2448, 4
2451, 2
2457, 4
2460, 2
2464, 3
2465, 1
2466, 1
2470, 2
2472, 1
2475, 1
2478, 3
2480, 1
2482, 1
2484, 1
2486, 1
2490, 2
2492, 1
2496, 3
2499, 3
2500, 1
2502, 2
2508, 2
2511, 3
2512, 1
2516, 1
2520, 15
2522, 1
