Avalanche Magnitude, Number Avalanches
2, 77
3, 58
4, 39
5, 36
6, 58
7, 78
8, 87
9, 205
10, 105
11, 12
12, 13
13, 10
14, 12
15, 5
16, 6
17, 2
18, 13
19, 2
20, 3
22, 3
24, 10
26, 5
27, 1
28, 8
30, 8
32, 3
33, 7
34, 4
36, 8
38, 1
40, 4
42, 1
44, 4
45, 3
46, 4
48, 3
50, 5
51, 2
52, 1
54, 3
55, 1
56, 1
60, 4
63, 2
64, 3
65, 4
66, 2
68, 1
72, 1
80, 1
81, 1
84, 1
88, 1
90, 2
91, 1
93, 2
96, 2
99, 1
100, 3
104, 1
105, 1
108, 1
112, 1
115, 1
116, 2
124, 1
125, 1
126, 1
128, 2
132, 1
136, 1
144, 1
145, 1
150, 2
162, 2
168, 1
174, 1
175, 1
176, 1
180, 4
198, 1
200, 1
205, 1
210, 1
216, 1
220, 1
240, 1
245, 1
252, 1
256, 1
288, 1
312, 1
344, 1
348, 1
435, 1
544, 1
594, 1
620, 1
650, 1
693, 1
912, 1
1014, 1
1586, 1
1656, 1
1764, 1
2112, 1
2142, 1
3488, 1
10951, 1
