Avalanche Magnitude, Number Avalanches
4, 107298
5, 190038
6, 116429
7, 64335
8, 44206
9, 36671
10, 31984
11, 41139
12, 29122
13, 28938
14, 44126
15, 37203
16, 50570
17, 36592
18, 27875
19, 35
20, 2560
21, 1357
22, 1815
23, 62
24, 4828
25, 33
26, 1178
27, 3373
28, 958
29, 27
30, 3135
31, 19
32, 861
33, 1576
34, 603
35, 14
36, 2108
37, 16
38, 201
39, 773
40, 1204
41, 9
42, 912
43, 6
44, 1373
45, 684
46, 58
47, 2
48, 1589
49, 3
50, 187
51, 442
52, 809
53, 1
54, 500
55, 450
56, 618
57, 379
58, 48
59, 2
60, 1569
62, 36
63, 47
64, 477
65, 781
66, 1794
68, 399
69, 61
70, 611
72, 2074
74, 21
75, 457
76, 342
78, 1207
80, 719
81, 50
82, 21
84, 2278
85, 365
86, 22
87, 44
88, 69
90, 878
91, 1859
92, 53
93, 38
94, 14
95, 286
96, 492
98, 1426
99, 37
100, 360
102, 359
104, 329
105, 1118
106, 8
108, 336
110, 183
111, 32
112, 1519
114, 281
115, 59
116, 50
117, 31
118, 4
119, 353
120, 1244
122, 4
123, 22
124, 41
125, 34
126, 610
128, 775
129, 24
130, 29
132, 287
133, 253
134, 3
135, 495
136, 605
138, 168
140, 242
141, 23
142, 4
144, 1078
145, 34
147, 216
148, 47
150, 109
152, 284
153, 592
154, 190
155, 41
156, 57
159, 16
160, 448
161, 177
162, 507
164, 27
165, 47
166, 1
168, 365
170, 439
171, 332
172, 19
174, 39
175, 103
176, 206
177, 12
180, 774
182, 40
183, 8
184, 184
185, 29
186, 30
187, 100
188, 11
189, 178
190, 427
192, 204
195, 39
196, 38
198, 416
200, 461
201, 6
203, 26
204, 48
205, 24
207, 123
208, 72
209, 322
210, 310
212, 7
213, 3
215, 19
216, 263
217, 24
219, 2
220, 535
222, 28
224, 52
225, 144
228, 189
230, 133
231, 308
232, 38
234, 136
235, 17
236, 9
237, 1
238, 24
240, 424
242, 216
243, 55
244, 6
245, 33
246, 15
247, 23
248, 27
249, 3
250, 115
252, 334
253, 155
255, 19
256, 23
258, 17
259, 17
260, 169
261, 28
264, 422
265, 13
266, 24
267, 1
268, 9
270, 142
272, 22
273, 169
275, 120
276, 237
279, 14
280, 104
282, 17
284, 4
285, 16
286, 306
287, 27
288, 170
290, 43
292, 3
294, 92
295, 12
296, 23
297, 85
299, 209
300, 180
301, 16
304, 20
305, 14
306, 33
308, 202
309, 1
310, 27
312, 291
315, 50
316, 3
318, 9
319, 40
320, 23
322, 187
324, 103
325, 179
327, 1
328, 16
329, 12
330, 92
332, 2
333, 14
335, 3
336, 303
338, 98
340, 18
341, 21
342, 22
343, 11
344, 18
345, 86
348, 56
350, 186
351, 105
352, 18
354, 10
355, 3
357, 15
360, 206
363, 13
364, 229
365, 3
366, 12
368, 28
369, 15
370, 17
371, 13
372, 31
374, 5
375, 145
376, 9
377, 59
378, 144
380, 12
384, 106
385, 17
387, 11
390, 197
392, 124
395, 5
396, 48
399, 12
400, 119
402, 8
403, 34
404, 1
405, 124
406, 78
407, 12
408, 30
410, 17
413, 6
414, 11
416, 166
418, 6
420, 188
423, 9
424, 12
425, 37
426, 2
427, 8
429, 26
430, 14
432, 137
434, 55
435, 88
438, 8
440, 30
441, 10
442, 82
444, 9
448, 171
450, 103
451, 9
455, 13
456, 14
459, 93
460, 13
462, 35
464, 117
465, 45
468, 45
469, 7
470, 7
472, 9
473, 7
474, 1
475, 1
476, 115
477, 9
480, 159
481, 6
483, 5
484, 11
486, 63
488, 6
490, 26
492, 12
493, 118
494, 10
495, 53
496, 84
497, 4
498, 2
500, 8
504, 106
506, 7
507, 5
510, 128
511, 7
512, 71
513, 23
516, 13
517, 7
518, 14
520, 10
522, 102
525, 24
527, 85
528, 71
530, 9
531, 4
532, 49
533, 6
534, 1
535, 2
536, 3
539, 5
540, 134
544, 108
545, 1
546, 21
549, 6
550, 15
551, 47
552, 13
555, 8
558, 112
559, 1
560, 58
561, 50
564, 6
565, 1
567, 9
568, 4
570, 88
572, 13
574, 4
576, 107
578, 56
580, 36
581, 3
582, 1
583, 5
584, 4
585, 15
588, 13
589, 88
590, 4
592, 24
594, 90
595, 37
598, 4
600, 65
602, 8
603, 6
605, 5
608, 87
609, 6
610, 6
611, 4
612, 93
615, 3
616, 19
620, 64
621, 5
623, 3
624, 32
627, 78
629, 20
630, 56
632, 5
636, 6
637, 12
638, 7
639, 6
640, 81
644, 8
645, 1
646, 81
648, 39
649, 1
650, 8
651, 27
656, 10
657, 4
658, 5
660, 97
663, 17
664, 2
665, 54
666, 23
670, 3
671, 5
672, 60
675, 10
676, 6
679, 2
680, 83
682, 17
684, 62
686, 5
688, 7
689, 4
690, 11
693, 61
696, 6
697, 6
700, 87
702, 21
703, 29
704, 43
705, 3
708, 2
710, 3
711, 2
712, 4
713, 4
714, 76
715, 9
720, 99
721, 2
722, 19
726, 44
728, 5
729, 2
730, 4
731, 5
732, 5
735, 82
736, 22
737, 5
738, 12
740, 47
741, 21
742, 4
744, 8
747, 3
748, 60
750, 6
752, 1
754, 3
756, 74
759, 21
760, 51
765, 7
767, 2
768, 7
770, 53
774, 12
777, 48
779, 11
780, 42
781, 3
782, 24
783, 6
784, 8
790, 2
791, 1
792, 79
793, 6
795, 3
798, 53
799, 2
800, 24
801, 1
803, 9
804, 4
805, 32
806, 2
810, 9
812, 6
814, 57
816, 22
817, 5
819, 42
820, 11
824, 1
825, 4
826, 6
828, 47
830, 1
832, 3
833, 2
836, 57
840, 63
845, 2
846, 4
847, 3
850, 2
851, 43
852, 2
854, 3
855, 6
856, 2
858, 43
860, 10
861, 17
864, 33
867, 2
868, 1
869, 3
870, 3
873, 3
874, 53
875, 9
876, 3
880, 55
882, 20
884, 6
885, 5
888, 43
890, 5
891, 5
893, 1
896, 4
897, 47
900, 31
902, 31
903, 6
909, 2
910, 14
912, 48
913, 3
915, 1
918, 4
920, 63
923, 1
924, 27
925, 32
927, 1
928, 7
931, 1
935, 4
936, 63
938, 4
940, 3
943, 29
944, 3
945, 9
946, 17
948, 2
949, 4
950, 30
952, 6
954, 5
957, 1
960, 64
962, 14
966, 41
968, 18
969, 3
970, 3
972, 10
975, 40
976, 4
980, 6
984, 41
986, 1
987, 1
988, 24
989, 22
990, 11
992, 3
994, 3
996, 1
999, 6
1000, 44
1001, 2
1003, 2
1005, 2
1007, 6
1008, 48
1010, 2
1012, 28
1014, 26
1017, 1
1020, 14
1022, 4
1023, 2
1024, 1
1025, 39
1026, 6
1027, 5
1029, 1
1032, 26
1034, 6
1035, 16
1036, 4
1037, 2
1040, 37
1044, 4
1045, 6
1050, 51
1053, 21
1054, 3
1056, 43
1058, 12
1060, 1
1062, 5
1064, 6
1065, 7
1066, 43
1067, 1
1068, 1
1071, 5
1072, 2
1075, 44
1078, 7
1079, 2
1080, 55
1081, 4
1083, 4
1088, 4
1090, 2
1092, 52
1095, 6
1098, 3
1100, 32
1102, 3
1104, 23
1105, 2
1106, 7
1107, 31
1110, 1
1111, 2
1113, 2
1116, 6
1118, 40
1120, 12
1121, 3
1122, 3
1125, 38
1127, 1
1128, 16
1130, 1
1131, 5
1133, 2
1134, 39
1136, 5
1139, 1
1140, 9
1143, 1
1144, 46
1148, 24
1150, 22
1152, 11
1155, 5
1156, 2
1157, 1
1159, 3
1160, 6
1161, 29
1162, 1
1164, 1
1166, 3
1168, 3
1170, 37
1173, 4
1175, 10
1176, 32
1178, 1
1180, 1
1183, 2
1184, 2
1185, 2
1188, 37
1189, 10
1190, 8
1196, 26
1199, 4
1200, 29
1204, 34
1206, 2
1207, 5
1209, 6
1210, 1
1215, 50
1216, 4
1218, 23
1219, 2
1220, 2
1221, 1
1222, 21
1224, 9
1225, 14
1230, 6
1232, 45
1235, 5
1236, 1
1239, 1
1240, 2
1241, 2
1242, 21
1243, 1
1246, 1
1247, 10
1248, 25
1250, 3
1254, 4
1258, 1
1260, 49
1261, 3
1264, 2
1265, 1
1269, 27
1270, 1
1271, 2
1272, 5
1273, 3
1274, 10
1275, 8
1276, 46
1278, 1
1280, 7
1281, 5
1284, 1
1288, 28
1290, 14
1292, 2
1296, 22
1300, 18
1302, 6
1305, 34
1309, 2
1310, 1
1311, 1
1312, 1
1313, 1
1316, 30
1320, 14
1323, 16
1325, 2
1326, 10
