Avalanche Grain Count,  Number Avalanches
1, 854750
2, 43985
3, 18406
4, 9320
5, 6252
6, 8750
7, 8511
8, 5628
9, 4098
10, 3216
11, 2563
12, 2141
13, 1729
14, 1554
15, 1263
16, 1159
17, 1058
18, 905
19, 817
20, 782
21, 679
22, 628
23, 564
24, 529
25, 527
26, 447
27, 474
28, 409
29, 376
30, 418
31, 338
32, 330
33, 339
34, 327
35, 283
36, 274
37, 256
38, 245
39, 243
40, 225
41, 220
42, 222
43, 163
44, 184
45, 174
46, 181
47, 160
48, 162
49, 169
50, 160
51, 143
52, 173
53, 146
54, 140
55, 120
56, 126
57, 111
58, 100
59, 114
60, 121
61, 97
62, 109
63, 96
64, 107
65, 87
66, 93
67, 98
68, 90
69, 87
70, 89
71, 99
72, 83
73, 72
74, 86
75, 77
76, 84
77, 67
78, 80
79, 72
80, 68
81, 56
82, 54
83, 55
84, 79
85, 62
86, 81
87, 57
88, 57
89, 53
90, 50
91, 46
92, 48
93, 52
94, 52
95, 46
96, 58
97, 48
98, 40
99, 47
100, 41
101, 41
102, 47
103, 31
104, 38
105, 47
106, 39
107, 39
108, 46
109, 46
110, 36
111, 39
112, 43
113, 38
114, 29
115, 36
116, 32
117, 42
118, 33
119, 24
120, 30
121, 34
122, 30
123, 26
124, 37
125, 27
126, 32
127, 34
128, 37
129, 42
130, 27
131, 24
132, 23
133, 20
134, 34
135, 26
136, 26
137, 32
138, 29
139, 25
140, 22
141, 28
142, 27
143, 33
144, 28
145, 27
146, 21
147, 23
148, 18
149, 18
150, 26
151, 34
152, 22
153, 22
154, 33
155, 24
156, 21
157, 15
158, 23
159, 18
160, 12
161, 21
162, 17
163, 18
164, 24
165, 25
166, 24
167, 30
168, 17
169, 24
170, 21
171, 22
172, 18
173, 20
174, 14
175, 14
176, 25
177, 17
178, 15
179, 18
180, 19
181, 24
182, 16
183, 11
184, 17
185, 20
186, 14
187, 16
188, 20
189, 13
190, 21
191, 20
192, 18
193, 15
194, 15
195, 18
196, 15
197, 20
198, 25
199, 22
200, 12
201, 11
202, 12
203, 18
204, 16
205, 19
206, 9
207, 13
208, 14
209, 17
210, 12
211, 10
212, 16
213, 12
214, 14
215, 15
216, 16
217, 21
218, 20
219, 13
220, 9
221, 11
222, 20
223, 12
224, 7
225, 10
226, 15
227, 9
228, 7
229, 11
230, 14
231, 13
232, 14
233, 14
234, 13
235, 17
236, 16
237, 13
238, 7
239, 10
240, 13
241, 10
242, 4
243, 10
244, 8
245, 13
246, 12
247, 9
248, 9
249, 10
250, 9
251, 9
252, 7
253, 12
254, 10
255, 5
256, 14
257, 6
258, 11
259, 10
260, 12
261, 18
262, 13
263, 8
264, 11
265, 9
266, 9
267, 8
268, 8
269, 7
270, 8
271, 14
272, 12
273, 7
274, 10
275, 7
276, 4
277, 9
278, 10
279, 6
280, 12
281, 12
282, 14
283, 11
284, 18
285, 3
286, 8
287, 6
288, 6
289, 8
290, 16
291, 10
292, 17
293, 9
294, 8
295, 9
296, 7
297, 4
298, 11
299, 10
300, 12
301, 6
302, 13
303, 9
304, 6
305, 9
306, 10
307, 7
308, 8
309, 8
310, 11
311, 6
312, 7
313, 8
314, 9
315, 10
316, 12
317, 8
318, 10
319, 9
320, 11
321, 7
322, 4
323, 8
324, 10
325, 9
326, 7
327, 13
328, 9
329, 7
330, 10
331, 10
332, 7
333, 8
334, 12
335, 8
336, 10
337, 10
338, 4
339, 5
340, 9
341, 10
342, 8
343, 13
344, 10
345, 10
346, 13
347, 12
348, 5
349, 9
350, 7
351, 9
352, 10
353, 8
354, 6
355, 9
356, 11
357, 7
358, 5
359, 5
360, 8
361, 6
362, 5
363, 9
364, 14
365, 8
366, 8
367, 9
368, 6
369, 10
370, 6
371, 6
372, 13
373, 6
374, 7
375, 10
376, 6
377, 9
378, 5
379, 5
380, 6
381, 3
382, 10
383, 10
384, 2
385, 1
386, 6
387, 8
388, 5
389, 4
390, 9
391, 4
392, 9
393, 7
394, 9
395, 3
396, 5
397, 7
398, 4
399, 8
400, 3
401, 4
402, 2
403, 5
404, 10
405, 2
406, 6
407, 6
408, 8
409, 4
410, 4
411, 8
412, 10
413, 6
414, 3
415, 5
416, 11
417, 6
418, 4
419, 2
420, 9
421, 8
422, 11
423, 5
424, 7
425, 6
426, 5
427, 8
428, 2
429, 3
430, 8
431, 10
432, 6
433, 3
434, 2
435, 7
436, 4
437, 8
438, 4
439, 6
440, 5
441, 10
442, 7
443, 4
444, 6
445, 5
446, 5
447, 5
448, 6
449, 5
450, 7
451, 5
452, 2
453, 6
454, 5
455, 5
456, 9
457, 4
458, 6
459, 2
460, 5
461, 6
462, 2
463, 5
464, 6
465, 6
466, 2
467, 2
468, 4
469, 2
470, 9
471, 12
472, 6
473, 7
474, 7
475, 5
476, 5
477, 6
478, 7
479, 1
480, 7
481, 13
482, 8
483, 10
484, 8
485, 4
486, 5
487, 8
488, 5
489, 8
490, 8
491, 3
492, 4
493, 10
494, 10
495, 9
496, 4
497, 5
498, 7
499, 8
500, 5
501, 6
502, 5
503, 3
504, 4
505, 1
506, 7
507, 10
508, 2
509, 5
510, 4
511, 4
512, 6
513, 4
514, 8
515, 3
516, 7
517, 5
518, 3
519, 6
520, 4
521, 5
522, 3
523, 1
524, 4
525, 5
526, 4
527, 3
528, 6
529, 7
530, 8
531, 8
532, 8
533, 2
534, 3
535, 5
536, 4
537, 5
538, 4
539, 5
540, 8
541, 4
542, 3
543, 3
544, 8
545, 6
546, 8
548, 4
549, 3
550, 5
551, 4
552, 8
553, 4
554, 4
555, 9
556, 10
557, 7
558, 10
559, 7
560, 6
561, 2
562, 3
563, 7
564, 3
565, 5
566, 7
567, 9
568, 2
569, 4
570, 6
571, 5
572, 11
573, 8
574, 4
575, 5
576, 5
577, 4
578, 9
579, 4
580, 5
581, 5
582, 12
583, 7
584, 6
585, 11
586, 4
587, 8
588, 7
589, 2
590, 6
591, 6
592, 4
593, 5
594, 9
595, 4
596, 4
597, 5
598, 5
599, 4
600, 3
601, 6
602, 4
603, 2
604, 4
605, 6
606, 5
607, 3
608, 4
609, 7
610, 4
611, 2
612, 7
613, 5
614, 3
615, 4
616, 5
617, 7
618, 6
619, 4
620, 6
621, 3
622, 7
623, 5
624, 6
625, 1
626, 4
627, 5
628, 4
629, 5
630, 4
631, 2
632, 6
633, 3
634, 6
635, 6
636, 2
637, 2
638, 3
639, 3
640, 7
641, 6
642, 4
643, 3
644, 9
645, 4
646, 2
647, 6
648, 9
649, 7
650, 7
651, 3
652, 4
653, 1
654, 6
655, 6
656, 7
657, 1
658, 5
659, 4
660, 3
661, 4
662, 2
663, 5
664, 3
665, 1
666, 4
667, 5
668, 5
669, 4
670, 4
671, 3
672, 2
673, 11
674, 2
675, 3
676, 4
677, 7
678, 8
679, 4
680, 3
681, 7
682, 3
683, 10
684, 3
685, 1
686, 8
687, 4
688, 5
689, 1
690, 9
691, 4
692, 6
693, 6
694, 3
695, 3
696, 3
697, 5
698, 3
699, 6
700, 2
701, 7
702, 2
703, 4
704, 6
705, 2
706, 4
707, 5
708, 4
709, 5
710, 3
711, 2
712, 3
713, 3
714, 2
715, 4
716, 4
717, 3
718, 4
719, 2
720, 3
721, 4
722, 3
723, 4
724, 3
725, 3
726, 4
727, 4
728, 2
729, 5
730, 5
731, 3
732, 2
733, 3
734, 2
735, 3
736, 4
737, 3
738, 3
739, 6
740, 5
741, 4
742, 2
743, 4
744, 3
745, 5
746, 2
747, 2
748, 1
749, 2
750, 6
752, 4
753, 4
754, 3
755, 1
756, 3
757, 6
758, 6
759, 6
760, 7
761, 5
762, 4
763, 3
764, 5
765, 2
766, 3
767, 3
768, 3
769, 7
770, 7
771, 3
772, 1
773, 1
774, 7
775, 5
776, 2
777, 5
778, 5
779, 6
780, 4
781, 3
782, 4
783, 10
784, 5
785, 2
786, 2
787, 6
788, 7
789, 4
790, 1
791, 2
792, 3
793, 8
794, 2
795, 4
797, 3
798, 2
799, 5
800, 1
801, 2
802, 3
804, 4
805, 6
806, 4
807, 4
808, 4
809, 6
810, 4
811, 2
812, 1
813, 6
814, 5
815, 3
816, 3
817, 4
818, 3
819, 4
820, 4
821, 2
822, 5
823, 4
824, 3
825, 2
826, 2
827, 2
828, 8
829, 4
830, 4
831, 4
832, 5
833, 3
834, 3
835, 5
836, 1
837, 5
838, 4
839, 2
840, 3
841, 6
842, 5
843, 2
844, 3
845, 1
846, 1
847, 9
848, 7
849, 4
850, 2
851, 3
852, 2
853, 5
854, 9
855, 2
856, 3
857, 5
858, 4
859, 3
860, 1
861, 3
862, 3
863, 1
864, 3
865, 1
866, 6
867, 3
868, 5
869, 1
870, 1
871, 3
872, 5
873, 1
874, 7
875, 8
877, 3
878, 2
879, 5
880, 7
881, 4
882, 3
883, 6
884, 3
885, 3
886, 4
887, 4
888, 3
889, 5
890, 2
891, 3
892, 7
893, 4
894, 9
895, 2
896, 3
897, 2
898, 2
899, 5
900, 3
901, 3
902, 4
903, 3
904, 4
905, 1
906, 1
907, 2
908, 2
909, 2
910, 2
911, 2
912, 1
913, 4
914, 2
915, 8
916, 3
917, 3
918, 2
919, 3
920, 4
921, 1
922, 6
923, 5
924, 4
925, 3
926, 3
927, 3
928, 2
929, 5
930, 2
931, 3
932, 6
933, 6
934, 3
935, 5
936, 6
937, 4
938, 2
939, 4
940, 2
941, 3
942, 3
943, 3
944, 4
945, 6
946, 4
947, 1
948, 3
949, 3
950, 5
951, 4
952, 2
953, 4
954, 1
955, 3
957, 7
958, 6
959, 4
960, 3
961, 5
962, 3
963, 2
964, 2
965, 3
966, 3
967, 4
968, 2
969, 3
971, 5
972, 4
973, 3
974, 4
975, 5
976, 6
977, 5
978, 2
979, 1
980, 3
981, 1
982, 2
983, 5
984, 1
985, 3
986, 7
987, 3
988, 3
989, 2
991, 3
992, 3
994, 3
995, 1
996, 3
997, 4
998, 3
999, 4
1000, 4
1001, 3
1003, 2
1004, 3
1005, 5
1006, 3
1007, 3
1008, 2
1009, 3
1010, 1
1011, 2
1012, 3
1013, 2
1014, 3
1015, 2
1016, 4
1017, 2
1018, 6
1019, 1
1020, 3
1021, 4
1022, 2
1023, 3
1024, 1
1025, 3
1026, 1
1027, 4
1028, 4
1029, 5
1030, 5
1031, 4
1032, 2
1033, 2
1034, 6
1035, 2
1036, 4
1037, 2
1038, 6
1039, 2
1040, 5
1041, 1
1042, 2
1043, 1
1044, 1
1045, 2
1046, 3
1047, 1
1048, 2
1049, 5
1050, 5
1052, 1
1053, 7
1054, 5
1055, 2
1056, 3
1057, 2
1058, 2
1059, 4
1060, 3
1061, 5
1062, 3
1063, 4
1064, 3
1065, 2
1066, 3
1067, 3
1068, 1
1069, 2
1070, 4
1071, 4
1072, 4
1073, 1
1074, 2
1075, 3
1076, 1
1077, 2
1078, 1
1079, 4
1080, 4
1081, 2
1082, 2
1083, 2
1084, 1
1085, 1
1087, 2
1088, 3
1089, 4
1090, 1
1091, 3
1093, 3
1094, 1
1095, 5
1096, 3
1097, 2
1098, 6
1099, 1
1100, 3
1101, 5
1102, 3
1103, 3
1104, 2
1105, 2
1106, 3
1107, 3
1108, 2
1109, 4
1111, 3
1112, 3
1113, 4
1114, 2
1115, 5
1116, 3
1117, 2
1118, 3
1120, 2
1121, 5
1122, 3
1123, 2
1124, 3
1125, 4
1126, 3
1127, 6
1128, 1
1129, 3
1130, 4
1131, 2
1132, 5
1133, 1
1134, 2
1135, 1
1136, 2
1137, 4
1138, 3
1139, 4
1140, 1
1142, 2
1143, 4
1144, 3
1145, 3
1146, 3
1147, 3
1148, 2
1149, 2
1150, 3
1151, 1
1152, 5
1153, 2
1154, 1
1155, 3
1156, 1
1157, 1
1158, 5
1159, 3
1160, 2
1161, 3
1162, 1
1163, 3
1164, 4
1165, 1
1166, 3
1167, 4
1168, 3
1169, 1
1170, 4
1171, 2
1172, 1
1173, 3
1174, 2
1175, 1
1176, 3
1177, 2
1178, 2
1179, 2
1180, 1
1183, 3
1184, 1
1185, 4
1186, 3
1187, 3
1188, 4
1189, 1
1190, 5
1191, 4
1192, 3
1194, 1
1195, 1
1196, 4
1198, 5
1199, 3
1200, 5
1201, 6
1202, 6
1204, 1
1205, 1
1206, 2
1207, 3
1208, 1
1209, 1
1210, 4
1211, 5
1212, 3
1213, 1
1214, 1
1215, 5
1216, 2
1217, 2
1218, 2
1219, 2
1220, 7
1221, 1
1222, 3
1223, 2
1224, 1
1225, 3
1226, 3
1227, 3
1228, 1
1229, 2
1230, 2
1231, 1
1233, 3
1234, 5
1236, 1
1237, 4
1238, 3
1239, 1
1241, 3
1242, 1
1243, 2
1245, 2
1246, 1
1247, 2
1248, 2
1249, 4
1250, 6
1251, 1
1253, 4
1254, 2
1255, 1
1256, 1
1257, 1
1258, 1
1259, 1
1260, 2
1261, 4
1262, 2
1263, 2
1264, 6
1266, 3
1267, 4
1268, 3
1269, 1
1270, 4
1271, 1
1272, 2
1273, 2
1274, 4
1275, 2
1276, 5
1278, 3
1279, 2
1280, 2
1281, 1
1282, 3
1284, 2
1285, 2
1286, 1
1287, 1
1288, 4
1289, 3
1290, 1
1291, 2
1292, 1
1293, 5
1294, 1
1295, 2
1296, 2
1297, 4
1298, 1
1299, 2
1300, 3
1301, 2
1303, 4
1304, 3
1305, 1
1306, 2
1307, 3
1308, 1
1310, 1
1312, 5
1313, 3
1314, 1
1315, 4
1316, 2
1317, 3
1319, 2
1320, 1
1321, 4
1322, 1
1323, 1
1325, 2
1326, 2
1327, 4
1329, 5
1330, 3
1331, 2
1332, 1
1333, 2
1334, 1
1335, 1
1336, 1
1337, 2
1338, 2
1339, 2
1340, 2
1341, 1
1342, 4
1343, 5
1344, 2
1345, 3
1346, 3
1347, 1
1348, 6
1349, 3
1350, 4
1351, 3
1352, 3
1353, 3
1354, 1
1355, 3
1356, 2
1357, 3
1359, 6
1360, 1
1361, 5
1362, 3
1363, 1
1364, 5
1366, 2
1367, 3
1368, 1
1369, 1
1370, 2
1371, 1
1372, 2
1373, 2
1374, 4
1375, 3
1376, 6
1378, 1
1379, 6
1380, 1
1381, 2
1382, 5
1383, 1
1384, 4
1385, 3
1386, 3
1387, 3
1388, 1
1389, 1
1390, 1
1391, 4
1392, 1
1393, 1
1394, 1
1395, 2
1396, 2
1397, 3
1400, 1
1401, 1
1402, 1
1403, 3
1404, 2
1405, 2
1406, 1
1407, 3
1409, 4
1410, 1
1411, 3
1412, 2
1413, 3
1414, 1
1415, 5
1416, 4
1417, 2
1418, 1
1420, 6
1421, 2
1422, 3
1423, 4
1424, 2
1425, 1
1427, 4
1428, 1
1429, 1
1430, 1
1432, 2
1433, 2
1434, 3
1435, 3
1436, 4
1437, 5
1439, 4
1440, 1
1441, 2
1442, 3
1444, 2
1445, 1
1447, 5
1450, 1
1451, 2
1452, 1
1453, 4
1454, 1
1455, 1
1456, 1
1457, 3
1458, 2
1459, 2
1460, 1
1461, 3
1464, 1
1465, 2
1467, 2
1469, 7
1470, 1
1472, 3
1473, 3
1474, 1
1475, 3
1476, 3
1477, 2
1478, 2
1479, 2
1480, 2
1481, 4
1482, 3
1483, 1
1484, 1
1485, 3
1486, 2
1487, 2
1489, 2
1490, 1
1492, 1
1493, 2
1494, 3
1496, 1
1497, 3
1499, 2
1500, 1
1502, 2
1503, 2
1504, 3
1505, 4
1507, 2
1509, 1
1510, 3
1512, 3
1513, 1
1514, 3
1515, 2
1516, 2
1517, 2
1518, 3
1519, 2
1520, 1
1521, 2
1522, 1
1523, 2
1524, 1
1526, 2
1527, 1
1528, 3
1529, 3
1530, 2
1531, 5
1532, 1
1533, 2
1534, 3
1536, 2
1537, 5
1538, 5
1539, 3
1540, 2
1541, 1
1542, 3
1543, 2
1544, 2
1545, 3
1546, 1
1547, 5
1548, 1
1549, 3
1550, 3
1552, 1
1553, 2
1554, 1
1555, 1
1556, 1
1558, 2
1559, 5
1560, 1
1561, 3
1562, 4
1563, 2
1565, 4
1566, 2
1567, 3
1568, 3
1569, 2
1571, 1
1572, 2
1573, 4
1574, 3
1575, 2
1576, 1
1577, 1
1578, 1
1580, 1
1581, 2
1582, 2
1583, 2
1586, 2
1587, 1
1588, 3
1589, 3
1591, 1
1592, 2
1593, 2
1594, 2
1595, 5
1596, 1
1597, 2
1599, 1
1601, 2
1603, 1
1605, 1
1606, 3
1607, 2
1608, 1
1610, 2
1611, 2
1612, 2
1614, 3
1615, 1
1616, 2
1617, 3
1618, 1
1619, 2
1620, 1
1621, 1
1623, 3
1624, 1
1625, 2
1626, 3
1627, 1
1628, 1
1629, 2
1630, 4
1632, 1
1633, 1
1634, 4
1635, 3
1636, 1
1637, 1
1638, 2
1639, 1
1640, 1
1641, 2
1642, 2
1643, 3
1644, 1
1645, 3
1646, 1
1647, 3
1648, 4
1650, 1
1651, 3
1652, 2
1653, 2
1654, 1
1655, 2
1657, 1
1658, 1
1659, 2
1660, 2
1661, 2
1663, 1
1666, 3
1667, 2
1669, 2
1672, 1
1673, 1
1674, 1
1675, 3
1676, 2
1678, 3
1679, 2
1680, 1
1681, 1
1683, 1
1685, 2
1686, 2
1687, 2
1689, 2
1690, 3
1691, 2
1695, 1
1696, 2
1699, 1
1700, 1
1701, 1
1702, 1
1704, 1
1705, 1
1706, 1
1708, 2
1709, 2
1711, 3
1713, 3
1715, 3
1716, 2
1717, 2
1718, 1
1720, 1
1721, 1
1722, 1
1723, 1
1724, 2
1726, 2
1727, 2
1728, 1
1730, 2
1731, 3
1732, 3
1734, 1
1735, 3
1739, 2
1740, 1
1742, 1
1743, 2
1745, 2
1746, 1
1747, 1
1749, 1
1750, 1
1752, 1
1753, 1
1754, 1
1755, 2
1756, 3
1757, 2
1758, 1
1759, 2
1760, 1
1761, 3
1762, 2
1763, 1
1765, 1
1767, 2
1771, 3
1772, 1
1774, 1
1775, 2
1778, 1
1779, 3
1780, 2
1781, 2
1783, 5
1784, 1
1785, 4
1786, 2
1787, 1
1789, 3
1790, 2
1793, 3
1794, 2
1795, 3
1796, 1
1798, 3
1799, 2
1800, 1
1801, 1
1802, 3
1803, 2
1806, 1
1807, 1
1808, 1
1810, 5
1811, 1
1812, 1
1813, 1
1814, 1
1815, 2
1816, 2
1818, 1
1820, 1
1821, 1
1822, 1
1823, 3
1824, 1
1825, 1
1826, 3
1827, 1
1830, 3
1831, 1
1832, 1
1834, 2
1837, 2
1840, 1
1842, 3
1843, 1
1844, 1
1845, 1
1846, 1
1851, 2
1852, 4
1853, 1
1854, 3
1855, 2
1856, 1
1859, 1
1861, 4
1862, 2
1863, 1
1864, 1
1865, 3
1868, 1
1870, 1
1871, 2
1873, 3
1875, 1
1876, 4
1877, 1
1878, 4
1879, 2
1881, 2
1882, 1
1883, 3
1884, 1
1885, 1
1886, 1
1887, 1
1889, 4
1891, 1
1892, 1
1893, 1
1900, 1
1901, 1
1902, 1
1903, 4
1904, 1
1905, 1
1906, 1
1907, 2
1908, 3
1910, 4
1911, 1
1912, 2
1913, 1
1915, 2
1916, 1
1918, 1
1921, 1
1922, 1
1925, 2
1929, 1
1930, 1
1934, 2
1936, 3
1937, 1
1938, 1
1939, 1
1940, 1
1941, 1
1942, 2
1943, 4
1946, 1
1948, 2
1951, 1
1954, 1
1955, 1
1956, 2
1958, 3
1959, 1
1961, 1
1962, 2
1964, 1
1965, 1
1970, 1
1975, 4
1977, 2
1978, 3
1979, 1
1981, 1
1982, 2
1983, 1
1984, 2
1986, 2
1987, 2
1989, 1
1991, 1
1993, 3
1994, 1
1997, 2
1998, 1
2000, 1
2002, 3
2006, 2
2008, 3
2009, 1
2010, 1
2011, 2
2012, 2
2014, 2
2016, 1
2019, 1
2021, 1
2023, 1
2024, 1
2026, 2
2027, 1
2028, 1
2030, 2
2034, 1
2035, 1
2036, 1
2038, 2
2040, 1
2043, 2
2048, 1
2049, 3
2053, 1
2055, 3
2056, 3
2058, 2
2059, 1
2061, 2
2062, 1
2063, 2
2065, 1
2067, 2
2068, 1
2069, 1
2070, 2
2074, 1
2078, 1
2079, 1
2088, 3
2089, 2
2090, 1
2091, 1
2093, 1
2095, 1
2101, 2
2102, 1
2106, 2
2107, 1
2108, 1
2109, 2
2110, 2
2115, 1
2116, 1
2117, 2
2118, 1
2119, 3
2121, 1
2123, 2
2129, 1
2131, 1
2132, 1
2134, 1
2136, 1
2137, 1
2139, 1
2142, 2
2145, 1
2155, 1
2157, 1
2159, 1
2161, 1
2162, 1
2166, 1
2168, 1
2169, 1
2170, 2
2171, 1
2174, 1
2175, 1
2176, 1
2178, 1
2182, 1
2183, 1
2187, 4
2188, 1
2189, 1
2190, 1
2191, 1
2194, 1
2196, 1
2197, 1
2199, 1
2201, 1
2202, 1
2205, 1
2207, 1
2210, 1
2211, 1
2214, 1
2217, 1
2219, 1
2221, 2
2222, 2
2226, 1
2229, 1
2232, 2
2237, 2
2238, 1
2242, 1
2246, 1
2247, 1
2249, 1
2250, 1
2252, 1
2255, 1
2256, 4
2259, 1
2261, 1
2267, 1
2273, 1
2274, 2
2277, 1
2280, 1
2284, 2
2287, 1
2290, 1
2293, 1
2294, 2
2297, 2
2301, 2
2305, 1
2306, 2
2310, 1
2314, 1
2320, 2
2322, 1
2326, 1
2327, 1
2329, 1
2330, 1
2331, 1
2340, 1
2341, 2
2344, 1
2351, 1
2352, 1
2360, 1
2361, 1
2364, 1
2366, 2
2367, 1
2369, 1
2371, 1
2374, 2
2376, 1
2378, 1
2381, 1
2384, 1
2385, 1
2386, 1
2390, 1
2392, 1
2401, 1
2406, 1
2407, 1
2412, 1
2418, 1
2420, 1
2426, 1
2427, 1
2428, 1
2433, 1
2434, 1
2436, 1
2438, 2
2440, 1
2452, 2
2454, 1
2455, 1
2457, 1
2460, 1
2465, 1
2466, 1
2469, 1
2473, 1
2474, 1
2477, 1
2479, 2
2483, 1
2485, 1
2487, 1
2497, 1
2498, 1
2500, 1
2501, 1
2502, 1
2504, 1
2505, 1
2508, 1
2509, 1
2510, 1
2524, 1
2536, 1
2538, 2
2541, 1
2543, 1
2559, 1
2565, 1
2567, 1
2573, 1
2576, 1
2578, 1
2579, 1
2584, 1
2585, 1
2586, 1
2596, 1
2597, 1
2598, 1
2600, 1
2602, 1
2603, 2
2606, 1
2617, 1
2620, 1
2621, 1
2624, 1
2630, 1
2633, 1
2635, 1
2637, 1
2646, 1
2650, 2
2660, 1
2662, 1
2672, 1
2673, 1
2682, 1
2691, 1
2692, 1
2700, 1
2709, 1
2720, 2
2722, 1
2724, 3
2728, 1
2730, 1
2735, 1
2742, 1
2750, 1
2752, 1
2754, 1
2762, 1
2767, 1
2775, 1
2779, 1
2787, 2
2789, 1
2797, 1
2799, 1
2808, 1
2820, 1
2826, 1
2827, 1
2853, 1
2862, 1
2869, 1
2880, 1
2900, 1
2903, 1
2911, 1
2939, 1
3003, 1
3006, 1
3019, 1
3026, 1
3051, 1
3098, 1
3131, 1
3222, 1
3266, 1
3289, 1
3373, 1
4069, 1
