Avalanche Grain Count,  Number Avalanches
1, 74216
2, 7721
3, 4035
4, 2436
5, 1542
6, 1141
7, 841
8, 665
9, 521
10, 516
11, 424
12, 374
13, 308
14, 267
15, 254
16, 230
17, 200
18, 221
19, 183
20, 171
21, 173
22, 132
23, 123
24, 151
25, 130
26, 117
27, 118
28, 89
29, 117
30, 79
31, 85
32, 90
33, 70
34, 82
35, 59
36, 71
37, 65
38, 63
39, 57
40, 63
41, 50
42, 63
43, 58
44, 35
45, 46
46, 50
47, 47
48, 55
49, 42
50, 45
51, 46
52, 40
53, 50
54, 35
55, 34
56, 34
57, 35
58, 39
59, 27
60, 26
61, 23
62, 28
63, 19
64, 28
65, 25
66, 26
67, 23
68, 23
69, 29
70, 15
71, 24
72, 20
73, 23
74, 16
75, 18
76, 14
77, 12
78, 23
79, 25
80, 14
81, 18
82, 18
83, 14
84, 14
85, 14
86, 10
87, 18
88, 15
89, 6
90, 15
91, 13
92, 6
93, 10
94, 11
95, 15
96, 11
97, 7
98, 11
99, 13
100, 7
101, 13
102, 8
103, 10
104, 6
105, 4
106, 4
107, 5
108, 5
109, 5
110, 8
111, 6
112, 9
113, 6
114, 8
115, 2
116, 7
117, 6
118, 4
119, 4
120, 2
121, 3
122, 1
123, 6
124, 2
125, 5
126, 5
127, 6
128, 1
129, 6
130, 3
131, 4
132, 7
133, 2
134, 1
135, 7
136, 4
137, 5
138, 2
139, 1
140, 1
141, 3
142, 4
143, 4
145, 4
146, 1
147, 2
148, 1
149, 2
150, 2
152, 4
153, 2
154, 2
155, 2
156, 1
157, 1
158, 2
159, 3
160, 2
161, 1
162, 1
163, 1
164, 2
166, 1
167, 1
168, 1
169, 2
173, 3
174, 1
177, 1
181, 1
188, 1
190, 1
199, 1
200, 2
201, 1
203, 1
204, 1
205, 1
206, 1
212, 1
221, 1
223, 1
240, 1
243, 1
250, 1
265, 1
