Avalanche Grain Count,  Number Avalanches
1, 708437
2, 98294
3, 47831
4, 26878
5, 16945
6, 13945
7, 10601
8, 8116
9, 6802
10, 5756
11, 4920
12, 4291
13, 3739
14, 3320
15, 2965
16, 2598
17, 2254
18, 2068
19, 1862
20, 1752
21, 1564
22, 1430
23, 1339
24, 1182
25, 1114
26, 1035
27, 931
28, 873
29, 819
30, 778
31, 762
32, 701
33, 634
34, 594
35, 586
36, 533
37, 493
38, 464
39, 441
40, 381
41, 417
42, 405
43, 411
44, 371
45, 328
46, 299
47, 281
48, 306
49, 269
50, 272
51, 291
52, 226
53, 242
54, 239
55, 211
56, 214
57, 203
58, 186
59, 192
60, 159
61, 163
62, 175
63, 156
64, 126
65, 153
66, 131
67, 117
68, 117
69, 114
70, 124
71, 116
72, 105
73, 95
74, 101
75, 92
76, 95
77, 79
78, 83
79, 86
80, 85
81, 72
82, 69
83, 81
84, 70
85, 73
86, 61
87, 63
88, 64
89, 55
90, 50
91, 40
92, 39
93, 53
94, 56
95, 41
96, 44
97, 53
98, 33
99, 37
100, 43
101, 36
102, 40
103, 31
104, 28
105, 40
106, 24
107, 32
108, 23
109, 27
110, 22
111, 23
112, 26
113, 36
114, 19
115, 22
116, 23
117, 20
118, 22
119, 23
120, 16
121, 21
122, 11
123, 12
124, 15
125, 17
126, 12
127, 18
128, 15
129, 9
130, 11
131, 12
132, 12
133, 18
134, 8
135, 7
136, 16
137, 16
138, 9
139, 5
140, 12
141, 7
142, 6
143, 8
144, 8
145, 8
146, 5
147, 9
148, 6
149, 6
150, 7
151, 11
152, 6
153, 5
154, 7
155, 4
156, 4
157, 3
158, 5
159, 5
160, 3
161, 6
162, 8
163, 4
164, 6
165, 7
166, 1
167, 2
168, 2
169, 6
170, 5
171, 3
172, 2
173, 6
174, 3
175, 2
176, 4
177, 2
178, 2
180, 3
181, 2
182, 2
184, 2
185, 1
186, 4
187, 2
188, 1
189, 4
190, 2
191, 1
192, 3
193, 1
194, 1
195, 1
196, 2
197, 1
199, 2
200, 1
202, 2
204, 1
205, 1
206, 2
213, 2
214, 1
215, 1
216, 1
217, 1
218, 1
219, 1
224, 1
225, 2
226, 1
229, 1
245, 1
322, 1
