Avalanche Magnitude, Number Avalanches
5, 2843
6, 15734
7, 46529
8, 67822
9, 106182
10, 187250
11, 74268
12, 56663
13, 66443
14, 60189
15, 196
16, 3137
17, 2295
18, 5233
19, 1740
20, 7244
21, 1501
22, 11506
23, 1140
24, 17479
25, 1064
26, 15897
27, 933
28, 11517
29, 582
30, 8099
31, 499
32, 1635
33, 1745
34, 1609
35, 335
36, 4362
37, 249
38, 1522
39, 4848
40, 1425
41, 176
42, 6992
43, 130
44, 1447
45, 5799
46, 1299
47, 64
48, 5897
49, 73
50, 1167
51, 1704
52, 1902
53, 45
54, 2056
55, 37
56, 2491
57, 720
58, 991
59, 23
60, 3729
61, 25
62, 880
63, 680
64, 3467
65, 73
66, 1431
67, 10
68, 3151
69, 648
70, 840
71, 3
72, 2642
73, 5
74, 567
75, 1003
76, 1369
77, 1
78, 1168
80, 1744
81, 635
82, 440
83, 1
84, 1438
85, 1084
86, 360
87, 601
88, 728
90, 2336
92, 658
93, 572
94, 302
95, 1002
96, 1428
98, 194
99, 575
100, 1299
102, 1044
103, 1
104, 567
105, 960
106, 174
108, 1535
110, 456
111, 480
112, 486
114, 1309
115, 296
116, 461
117, 485
118, 113
119, 44
120, 1765
122, 92
123, 481
124, 469
125, 227
126, 1119
128, 387
129, 359
130, 323
132, 1117
133, 241
134, 42
135, 618
136, 352
138, 671
140, 986
141, 334
142, 37
144, 934
145, 243
146, 16
147, 748
148, 316
150, 752
152, 391
153, 274
154, 373
155, 266
156, 715
158, 9
159, 237
160, 671
161, 281
162, 409
164, 337
165, 424
166, 5
168, 1111
170, 234
171, 178
172, 283
174, 337
175, 419
176, 508
177, 163
178, 4
180, 868
182, 156
183, 132
184, 484
185, 267
186, 313
188, 281
189, 301
190, 226
192, 734
194, 2
195, 313
196, 404
198, 343
200, 672
201, 111
202, 1
203, 128
204, 505
205, 212
206, 3
207, 191
208, 386
210, 621
212, 198
213, 58
214, 2
215, 224
216, 729
217, 122
219, 61
220, 393
222, 239
224, 425
225, 391
228, 404
230, 245
231, 164
232, 285
234, 356
235, 219
236, 189
237, 31
238, 141
240, 682
242, 2
243, 148
244, 149
245, 339
246, 208
248, 228
249, 23
250, 284
252, 547
253, 5
255, 175
256, 226
258, 199
259, 130
260, 399
261, 120
264, 404
265, 194
266, 142
267, 17
268, 115
270, 508
272, 200
273, 155
275, 188
276, 294
279, 77
280, 570
282, 171
284, 84
285, 144
286, 39
287, 133
288, 409
290, 211
291, 8
292, 70
294, 296
295, 141
296, 152
297, 120
300, 484
301, 147
303, 2
304, 174
305, 134
306, 248
308, 267
309, 2
310, 154
312, 340
315, 329
316, 45
318, 179
319, 63
320, 317
321, 1
322, 144
324, 294
325, 106
327, 1
328, 153
329, 125
330, 377
332, 42
333, 66
335, 117
336, 465
339, 2
340, 177
341, 50
342, 238
343, 142
344, 131
345, 119
348, 240
350, 265
351, 77
352, 174
354, 149
355, 108
356, 27
357, 141
360, 519
363, 47
364, 190
365, 86
366, 141
368, 125
369, 95
370, 154
371, 149
372, 202
374, 37
375, 63
376, 133
377, 12
378, 360
380, 166
384, 298
385, 234
387, 72
388, 24
390, 288
392, 234
395, 65
396, 300
399, 161
400, 201
402, 131
403, 31
404, 12
405, 145
406, 123
407, 33
408, 264
410, 99
412, 13
413, 113
414, 177
415, 45
416, 145
418, 29
420, 390
423, 77
424, 92
425, 38
426, 101
427, 119
428, 13
429, 82
430, 98
432, 336
434, 114
435, 41
436, 3
438, 110
440, 224
441, 193
442, 26
444, 150
445, 35
448, 256
450, 276
451, 28
452, 7
455, 172
456, 239
459, 84
460, 89
462, 262
464, 106
465, 25
468, 206
469, 102
470, 88
472, 92
473, 37
474, 78
475, 26
476, 136
477, 83
480, 304
481, 32
483, 102
484, 44
485, 22
486, 151
488, 96
490, 174
492, 107
494, 25
495, 159
496, 100
497, 113
498, 71
500, 86
504, 396
505, 9
506, 51
507, 16
508, 1
510, 170
511, 96
512, 84
513, 71
515, 12
516, 92
517, 49
518, 118
520, 215
522, 157
524, 1
525, 130
528, 243
530, 57
531, 87
532, 89
533, 23
534, 42
535, 13
536, 77
539, 123
540, 233
544, 105
545, 14
546, 172
549, 93
550, 119
552, 162
553, 81
555, 34
558, 115
559, 22
560, 281
561, 52
564, 75
565, 8
567, 156
568, 76
570, 131
572, 69
574, 97
575, 5
576, 234
580, 70
581, 64
582, 36
583, 42
584, 74
585, 129
588, 165
590, 74
592, 85
594, 180
595, 75
596, 1
598, 24
600, 226
602, 82
603, 88
605, 53
606, 25
608, 93
609, 66
610, 69
611, 26
612, 143
615, 15
616, 185
618, 28
620, 77
621, 78
623, 50
624, 188
625, 4
627, 50
629, 8
630, 251
632, 68
635, 3
636, 60
637, 83
638, 56
639, 98
640, 150
642, 19
644, 65
645, 14
646, 7
648, 228
649, 54
650, 89
651, 45
654, 13
656, 94
657, 74
658, 74
660, 175
663, 21
664, 59
665, 42
666, 106
670, 46
671, 58
672, 230
675, 80
676, 29
678, 12
679, 38
680, 144
682, 61
684, 117
685, 1
686, 54
688, 74
689, 25
690, 96
693, 164
696, 99
697, 9
700, 109
702, 108
703, 1
704, 102
705, 9
707, 27
708, 50
710, 59
711, 68
712, 54
714, 62
715, 79
720, 250
721, 50
726, 64
728, 127
729, 58
730, 60
