Avalanche Grain Count,  Number Avalanches
1, 73534
2, 8688
3, 4260
4, 2242
5, 1330
6, 957
7, 795
8, 557
9, 471
10, 403
11, 324
12, 286
13, 275
14, 226
15, 228
16, 201
17, 161
18, 148
19, 168
20, 148
21, 137
22, 126
23, 98
24, 107
25, 97
26, 94
27, 109
28, 90
29, 104
30, 72
31, 57
32, 78
33, 62
34, 71
35, 68
36, 51
37, 64
38, 45
39, 62
40, 53
41, 58
42, 46
43, 53
44, 44
45, 45
46, 31
47, 44
48, 40
49, 52
50, 35
51, 31
52, 40
53, 34
54, 36
55, 39
56, 35
57, 24
58, 25
59, 26
60, 31
61, 40
62, 21
63, 23
64, 25
65, 32
66, 22
67, 24
68, 25
69, 24
70, 27
71, 32
72, 24
73, 25
74, 27
75, 22
76, 25
77, 19
78, 13
79, 23
80, 16
81, 17
82, 19
83, 26
84, 17
85, 22
86, 23
87, 14
88, 20
89, 16
90, 14
91, 15
92, 16
93, 21
94, 21
95, 19
96, 20
97, 27
98, 19
99, 21
100, 21
101, 15
102, 18
103, 17
104, 11
105, 12
106, 19
107, 16
108, 19
109, 14
110, 4
111, 10
112, 9
113, 9
114, 21
115, 15
116, 11
117, 10
118, 6
119, 9
120, 7
121, 13
122, 11
123, 8
124, 16
125, 9
126, 12
127, 8
128, 10
129, 9
130, 11
131, 7
132, 14
133, 13
134, 8
135, 14
136, 13
137, 9
138, 11
139, 10
140, 10
141, 11
142, 7
143, 6
144, 10
145, 14
146, 7
147, 9
148, 4
149, 13
150, 10
151, 6
152, 12
153, 9
154, 7
155, 2
156, 4
157, 11
158, 10
159, 6
160, 11
161, 3
162, 8
163, 5
164, 3
165, 8
166, 7
167, 5
168, 4
169, 4
170, 11
171, 2
172, 9
173, 12
174, 4
175, 10
176, 3
177, 2
178, 4
179, 2
180, 5
181, 11
182, 12
183, 8
184, 5
185, 3
186, 4
187, 2
188, 9
189, 3
190, 3
191, 3
192, 6
193, 5
194, 5
195, 4
196, 2
197, 7
198, 4
199, 2
200, 6
201, 1
202, 4
203, 4
204, 4
205, 1
206, 5
207, 4
208, 4
209, 4
210, 3
211, 2
212, 7
213, 3
214, 2
216, 3
217, 3
218, 4
219, 2
220, 3
221, 3
222, 3
223, 5
224, 5
225, 1
226, 6
227, 7
228, 3
229, 7
230, 3
231, 4
232, 4
233, 2
234, 6
235, 3
236, 2
237, 5
238, 1
239, 4
240, 3
241, 3
242, 2
243, 4
244, 2
245, 4
246, 4
247, 4
248, 3
249, 4
251, 3
252, 2
253, 2
254, 4
255, 3
256, 2
257, 1
258, 6
259, 1
261, 2
262, 2
263, 2
265, 3
266, 2
267, 5
268, 2
269, 3
270, 3
271, 2
272, 2
274, 2
275, 1
276, 6
278, 5
280, 1
283, 1
284, 1
285, 1
286, 4
287, 2
288, 1
289, 1
290, 3
291, 3
293, 1
294, 2
295, 4
296, 3
297, 2
298, 1
299, 2
300, 1
301, 7
302, 1
303, 2
304, 1
305, 1
306, 4
307, 2
308, 1
309, 2
310, 1
311, 2
314, 2
315, 2
317, 2
318, 2
319, 2
320, 4
321, 2
322, 1
323, 1
324, 1
326, 1
327, 1
328, 1
332, 3
333, 3
334, 2
335, 3
336, 1
337, 3
341, 1
342, 3
343, 1
344, 1
345, 1
346, 1
347, 1
348, 2
349, 1
350, 1
353, 1
355, 1
356, 2
360, 2
361, 2
362, 1
363, 2
364, 1
365, 1
366, 2
369, 4
371, 2
375, 2
377, 1
380, 3
381, 1
383, 2
385, 1
388, 1
389, 1
391, 2
393, 2
394, 2
395, 1
399, 1
403, 1
407, 2
408, 1
410, 1
415, 1
417, 1
422, 1
424, 2
426, 2
428, 1
436, 1
437, 1
438, 2
442, 1
444, 1
445, 1
446, 1
449, 1
454, 1
461, 1
462, 1
466, 1
467, 1
469, 1
471, 2
473, 2
476, 1
478, 1
479, 1
481, 1
483, 1
491, 1
493, 1
495, 1
498, 1
503, 1
507, 1
513, 1
514, 2
518, 2
533, 1
539, 1
557, 1
560, 1
561, 1
563, 1
570, 1
576, 1
589, 1
591, 1
597, 1
610, 1
665, 1
670, 1
680, 1
728, 1
759, 1
785, 1
790, 2
800, 1
848, 1
