Avalanche Movement, Number Avalanches
11, 550
12, 5115
13, 6267
14, 5852
15, 6100
16, 5044
17, 6641
18, 3838
19, 3831
20, 3371
21, 3206
22, 4597
23, 3394
24, 3953
25, 5064
26, 3194
27, 2764
28, 4218
29, 2594
30, 4477
31, 806
32, 688
33, 529
34, 469
35, 441
36, 440
37, 403
38, 354
39, 321
40, 287
41, 277
42, 253
43, 254
44, 243
45, 243
46, 214
47, 218
48, 216
49, 198
50, 174
51, 172
52, 164
53, 184
54, 158
55, 143
56, 158
57, 151
58, 138
59, 132
60, 117
61, 123
62, 135
63, 127
64, 110
65, 115
66, 91
67, 98
68, 98
69, 103
70, 99
71, 86
72, 81
73, 80
74, 56
75, 78
76, 55
77, 63
78, 76
79, 68
80, 51
81, 68
82, 64
83, 48
84, 66
85, 64
86, 47
87, 52
88, 52
89, 39
90, 51
91, 47
92, 44
93, 56
94, 32
95, 48
96, 49
97, 46
98, 27
99, 38
100, 43
101, 35
102, 41
103, 45
104, 54
105, 41
106, 23
107, 39
108, 28
109, 35
110, 35
111, 36
112, 34
113, 27
114, 33
115, 26
116, 30
117, 27
118, 27
119, 27
120, 24
121, 27
122, 23
123, 33
124, 28
125, 32
126, 27
127, 31
128, 18
129, 16
130, 17
131, 20
132, 19
133, 28
134, 29
135, 22
136, 23
137, 24
138, 21
139, 21
140, 18
141, 17
142, 29
143, 22
144, 15
145, 13
146, 17
147, 21
148, 15
149, 14
150, 29
151, 18
152, 23
153, 17
154, 12
155, 13
156, 19
157, 15
158, 12
159, 19
160, 15
161, 13
162, 15
163, 15
164, 16
165, 16
166, 15
167, 8
168, 10
169, 13
170, 10
171, 12
172, 16
173, 17
174, 16
175, 7
176, 14
177, 14
178, 12
179, 10
180, 12
181, 19
182, 14
183, 7
184, 16
185, 11
186, 10
187, 16
188, 12
189, 11
190, 11
191, 15
192, 5
193, 9
194, 6
195, 14
196, 18
197, 13
198, 8
199, 16
200, 14
201, 13
202, 11
203, 10
204, 15
205, 9
206, 9
207, 7
208, 12
209, 9
210, 13
211, 11
212, 18
213, 13
214, 15
215, 13
216, 12
217, 6
218, 7
219, 8
220, 6
221, 6
222, 3
223, 6
224, 12
225, 9
226, 9
227, 11
228, 13
229, 6
230, 9
231, 4
232, 9
233, 9
234, 10
235, 8
236, 7
237, 10
238, 8
239, 9
240, 10
241, 6
242, 6
243, 1
244, 6
245, 7
246, 7
247, 11
248, 7
249, 14
250, 5
251, 6
252, 6
253, 5
254, 6
255, 10
256, 5
257, 7
258, 6
259, 6
260, 5
261, 4
262, 8
263, 6
264, 5
265, 6
266, 13
267, 4
268, 7
269, 8
270, 5
271, 6
272, 10
273, 9
274, 5
275, 8
276, 5
277, 11
278, 10
279, 7
280, 5
281, 4
282, 6
283, 4
284, 5
285, 9
286, 5
287, 4
288, 4
289, 6
290, 11
291, 10
292, 9
293, 12
294, 9
