Avalanche Grain Count,  Number Avalanches
1, 66753
2, 15414
3, 5475
4, 2797
5, 1675
6, 1256
7, 783
8, 580
9, 516
10, 413
11, 347
12, 282
13, 269
14, 216
15, 184
16, 196
17, 171
18, 177
19, 149
20, 124
21, 121
22, 124
23, 96
24, 101
25, 89
26, 70
27, 74
28, 87
29, 70
30, 56
31, 64
32, 69
33, 59
34, 57
35, 47
36, 49
37, 38
38, 31
39, 40
40, 46
41, 37
42, 38
43, 34
44, 37
45, 28
46, 32
47, 25
48, 29
49, 28
50, 19
51, 34
52, 23
53, 16
54, 24
55, 19
56, 21
57, 25
58, 11
59, 10
60, 12
61, 18
62, 18
63, 10
64, 20
65, 6
66, 2
67, 18
68, 11
69, 10
70, 10
71, 3
72, 9
73, 6
74, 8
75, 7
76, 8
77, 8
78, 4
79, 8
80, 7
81, 8
82, 6
83, 3
84, 6
85, 5
86, 4
87, 6
88, 1
89, 4
90, 3
91, 1
92, 5
93, 6
94, 6
95, 7
96, 1
97, 2
98, 4
99, 2
100, 3
101, 2
103, 2
104, 1
105, 1
106, 3
107, 4
108, 2
109, 2
110, 3
111, 1
112, 2
115, 1
116, 3
118, 2
120, 1
121, 1
122, 1
126, 3
128, 2
131, 1
136, 1
137, 1
139, 1
140, 1
141, 2
142, 1
147, 1
149, 1
150, 1
153, 1
154, 1
155, 1
158, 1
169, 1
173, 1
176, 1
183, 1
187, 1
188, 1
234, 1
