Avalanche Movement, Number Avalanches
2, 2720
3, 7121
4, 19967
5, 16685
6, 17707
7, 1946
8, 3081
9, 1739
10, 1446
11, 1338
12, 1224
13, 1208
14, 1081
15, 1036
16, 969
17, 968
18, 889
19, 860
20, 787
21, 704
22, 691
23, 614
24, 629
25, 573
26, 511
27, 585
28, 487
29, 484
30, 466
31, 414
32, 430
33, 370
34, 374
35, 345
36, 323
37, 316
38, 326
39, 320
40, 292
41, 278
42, 252
43, 252
44, 245
45, 223
46, 209
47, 235
48, 221
49, 195
50, 207
51, 171
52, 205
53, 183
54, 168
55, 170
56, 163
57, 160
58, 154
59, 142
60, 144
61, 130
62, 122
63, 136
64, 116
65, 93
66, 97
67, 106
68, 101
69, 96
70, 89
71, 76
72, 84
73, 89
74, 74
75, 79
76, 68
77, 40
78, 65
79, 70
80, 59
81, 58
82, 73
83, 61
84, 42
85, 62
86, 48
87, 47
88, 42
89, 44
90, 44
91, 53
92, 50
93, 57
94, 37
95, 36
96, 34
97, 38
98, 33
99, 47
100, 43
101, 33
102, 34
103, 18
104, 30
105, 22
106, 21
107, 19
108, 24
109, 33
110, 25
111, 25
112, 15
113, 26
114, 22
115, 17
116, 17
117, 12
118, 17
119, 17
120, 15
121, 15
122, 19
123, 17
124, 11
125, 14
126, 13
127, 15
128, 18
129, 7
130, 16
131, 16
132, 12
133, 14
134, 14
135, 12
136, 4
137, 11
138, 13
139, 15
140, 13
141, 8
142, 9
143, 11
144, 11
145, 8
146, 12
147, 7
148, 8
149, 9
150, 12
151, 10
152, 11
153, 9
154, 7
155, 4
156, 7
157, 6
158, 16
159, 9
160, 5
161, 5
162, 5
163, 5
164, 7
165, 9
166, 6
167, 10
168, 4
169, 8
170, 8
171, 2
172, 5
173, 3
174, 3
175, 7
176, 5
177, 4
178, 6
179, 5
180, 5
181, 5
182, 5
183, 4
184, 2
185, 4
186, 8
187, 3
188, 3
189, 2
190, 4
191, 6
192, 4
193, 2
194, 4
195, 6
196, 3
197, 4
198, 4
200, 1
201, 4
202, 1
203, 4
204, 2
205, 4
206, 2
207, 3
208, 4
209, 5
210, 2
211, 3
212, 1
213, 1
214, 4
216, 2
217, 4
218, 5
219, 2
220, 4
221, 2
222, 1
223, 1
224, 2
226, 3
227, 3
228, 2
229, 1
230, 3
231, 1
232, 3
233, 1
235, 3
237, 1
239, 2
240, 2
241, 2
243, 4
244, 1
245, 1
247, 1
248, 1
249, 1
250, 4
253, 1
254, 1
255, 2
256, 1
257, 1
259, 1
260, 2
261, 1
263, 2
264, 3
265, 1
266, 2
268, 1
269, 2
270, 1
275, 3
276, 2
277, 3
279, 2
281, 1
285, 1
286, 1
288, 1
290, 1
295, 2
299, 1
300, 1
302, 1
303, 1
304, 3
305, 1
307, 2
311, 1
312, 1
313, 1
317, 1
318, 1
324, 1
326, 1
330, 1
332, 1
336, 1
343, 1
344, 1
345, 1
348, 2
353, 1
375, 1
381, 2
386, 1
390, 1
400, 2
413, 1
428, 1
439, 1
471, 1
521, 1
523, 1
555, 1
