Avalanche Magnitude, Number Avalanches
10, 4
11, 17
12, 44
13, 164
14, 180
15, 114
16, 28
17, 19
18, 26
19, 13
20, 10
21, 11
22, 10
23, 10
24, 6
25, 7
26, 10
27, 3
28, 12
29, 1
30, 21
31, 1
32, 4
33, 1
34, 12
35, 2
36, 10
38, 7
39, 1
40, 12
42, 10
44, 10
46, 12
48, 16
50, 5
51, 3
52, 7
54, 5
56, 7
57, 3
58, 5
60, 8
62, 3
63, 3
66, 3
68, 2
69, 1
70, 6
72, 4
74, 1
75, 7
76, 1
78, 5
80, 1
81, 3
82, 1
84, 3
86, 1
87, 4
88, 3
90, 4
92, 2
93, 1
96, 1
102, 2
104, 2
105, 1
108, 2
112, 1
114, 2
120, 1
124, 3
125, 1
128, 4
130, 1
135, 1
136, 2
140, 2
148, 2
152, 4
155, 2
156, 1
165, 1
168, 2
170, 1
174, 1
176, 1
184, 2
190, 1
195, 3
196, 1
200, 1
205, 1
210, 1
216, 1
224, 1
252, 1
255, 1
270, 2
294, 2
300, 2
310, 1
315, 1
320, 1
322, 1
330, 1
333, 1
336, 1
380, 1
414, 1
504, 1
531, 1
536, 1
544, 1
558, 1
572, 1
588, 1
680, 2
693, 1
728, 1
795, 1
952, 1
1166, 1
1216, 1
1326, 1
1372, 1
1440, 1
1717, 1
3325, 1
