Avalanche Movement, Number Avalanches
5, 451
6, 406
7, 894
8, 1674
9, 1086
10, 884
11, 703
12, 678
13, 477
14, 697
15, 278
16, 111
17, 73
18, 81
19, 67
20, 48
21, 62
22, 45
23, 46
24, 48
25, 38
26, 27
27, 33
28, 33
29, 23
30, 31
31, 21
32, 29
33, 27
34, 23
35, 27
36, 22
37, 21
38, 20
39, 13
40, 14
41, 19
42, 12
43, 14
44, 11
45, 11
46, 15
47, 8
48, 16
49, 14
50, 8
51, 12
52, 10
53, 10
54, 10
55, 3
56, 8
57, 11
58, 9
59, 2
60, 7
61, 3
62, 5
63, 9
64, 10
65, 8
66, 7
67, 7
68, 8
69, 9
70, 4
71, 4
72, 2
73, 4
74, 7
75, 8
76, 6
77, 4
78, 4
79, 4
80, 2
81, 2
82, 4
83, 5
84, 4
85, 3
86, 4
87, 2
88, 3
89, 7
90, 2
91, 6
92, 1
93, 5
94, 3
95, 4
96, 5
98, 4
99, 4
100, 11
101, 6
102, 3
103, 2
104, 3
105, 7
106, 4
108, 2
109, 6
110, 1
111, 1
113, 3
114, 1
116, 6
117, 1
118, 4
119, 3
120, 3
121, 4
122, 4
123, 2
124, 5
125, 2
126, 2
127, 2
129, 2
130, 4
132, 3
133, 4
134, 1
135, 1
136, 1
137, 2
138, 3
140, 3
141, 3
142, 1
143, 2
144, 1
145, 1
146, 2
147, 3
148, 3
149, 3
150, 3
151, 3
152, 2
153, 2
154, 2
155, 2
156, 1
157, 2
158, 2
159, 1
160, 3
161, 2
162, 2
164, 1
165, 1
166, 1
168, 4
169, 2
170, 2
171, 1
172, 4
174, 2
175, 3
176, 2
179, 3
180, 4
182, 2
183, 1
184, 1
186, 1
188, 1
190, 2
195, 1
196, 1
197, 1
198, 2
201, 2
202, 3
203, 3
206, 1
207, 2
209, 1
211, 1
212, 1
213, 2
215, 1
218, 2
219, 1
220, 2
221, 2
222, 1
223, 3
224, 1
225, 2
226, 2
227, 3
228, 1
229, 2
232, 1
234, 2
235, 1
244, 2
246, 1
247, 1
248, 2
252, 4
253, 1
254, 1
256, 1
257, 2
258, 2
260, 1
261, 2
262, 3
265, 1
266, 1
267, 1
269, 1
270, 2
273, 1
274, 1
275, 3
277, 1
278, 1
279, 1
280, 2
281, 1
282, 1
286, 1
287, 2
288, 1
290, 1
291, 2
293, 2
294, 1
296, 3
297, 1
300, 3
302, 1
303, 1
306, 1
307, 1
308, 1
312, 2
314, 2
315, 1
318, 1
324, 1
326, 1
327, 3
328, 1
329, 1
333, 1
336, 2
337, 1
338, 1
341, 1
342, 2
345, 2
346, 1
347, 1
350, 2
352, 1
360, 2
361, 1
368, 1
372, 1
373, 2
379, 2
381, 1
382, 1
384, 2
385, 1
394, 1
395, 1
401, 1
404, 2
407, 1
411, 1
417, 2
419, 1
424, 1
428, 2
429, 1
430, 1
431, 1
433, 1
435, 1
441, 1
444, 2
451, 1
456, 1
458, 1
464, 1
465, 1
469, 1
470, 1
481, 1
495, 1
502, 1
517, 2
523, 1
548, 1
555, 1
569, 1
584, 1
593, 1
607, 1
630, 1
654, 1
670, 1
689, 1
694, 1
697, 1
984, 1
