Avalanche Grain Count,  Number Avalanches
1, 7421
2, 844
3, 386
4, 232
5, 130
6, 111
7, 74
8, 71
9, 49
10, 50
11, 42
12, 39
13, 28
14, 32
15, 20
16, 18
17, 24
18, 15
19, 19
20, 16
21, 15
22, 25
23, 17
24, 6
25, 12
26, 22
27, 10
28, 7
29, 12
30, 10
31, 7
32, 6
33, 13
34, 9
35, 9
36, 10
37, 8
38, 8
39, 4
40, 6
41, 9
42, 5
43, 5
44, 9
45, 7
46, 6
47, 12
48, 2
49, 4
50, 5
51, 5
52, 6
53, 3
54, 4
55, 3
56, 3
58, 3
59, 2
60, 5
61, 4
63, 2
64, 2
65, 1
67, 4
68, 3
69, 1
70, 2
71, 2
72, 2
73, 2
74, 1
75, 4
76, 2
77, 1
78, 1
80, 1
82, 3
83, 2
85, 3
87, 1
88, 3
92, 3
95, 2
97, 1
99, 1
104, 1
105, 2
109, 1
111, 1
119, 1
123, 1
124, 1
129, 1
133, 1
164, 1
