Avalanche Grain Count,  Number Avalanches
1, 99497
2, 7
3, 6
4, 159
5, 303
6, 3
7, 3
8, 2
9, 6
10, 1
11, 1
15, 1
17, 2
20, 1
23, 1
25, 1
37, 1
38, 1
39, 1
62, 1
66, 1
111, 1
