Avalanche Grain Count,  Number Avalanches
1, 7440006
2, 810319
3, 507705
4, 285116
5, 164378
6, 110132
7, 78733
8, 58610
9, 46356
10, 38484
11, 32649
12, 27923
13, 24106
14, 21448
15, 19087
16, 17014
17, 15003
18, 14020
19, 12719
20, 11670
21, 10806
22, 9856
23, 9242
24, 8501
25, 7903
26, 7417
27, 6973
28, 6520
29, 6228
30, 5910
31, 5582
32, 5329
33, 4940
34, 4905
35, 4554
36, 4264
37, 4206
38, 4036
39, 3860
40, 3605
41, 3566
42, 3345
43, 3267
44, 3171
45, 3033
46, 2877
47, 2837
48, 2748
49, 2589
50, 2585
51, 2357
52, 2373
53, 2278
54, 2263
55, 2108
56, 2060
57, 2013
58, 1920
59, 1921
60, 1774
61, 1787
62, 1752
63, 1648
64, 1759
65, 1565
66, 1581
67, 1550
68, 1482
69, 1443
70, 1415
71, 1400
72, 1329
73, 1289
74, 1320
75, 1280
76, 1161
77, 1161
78, 1174
79, 1133
80, 1146
81, 1108
82, 1095
83, 1037
84, 998
85, 1004
86, 930
87, 943
88, 952
89, 865
90, 868
91, 921
92, 824
93, 817
94, 824
95, 772
96, 772
97, 764
98, 765
99, 753
100, 785
101, 696
102, 693
103, 690
104, 671
105, 674
106, 709
107, 648
108, 599
109, 686
110, 635
111, 588
112, 583
113, 558
114, 536
115, 538
116, 520
117, 542
118, 554
119, 504
120, 471
121, 514
122, 473
123, 504
124, 453
125, 449
126, 475
127, 438
128, 457
129, 408
130, 435
131, 432
132, 401
133, 432
134, 418
135, 396
136, 388
137, 408
138, 360
139, 369
140, 380
141, 349
142, 362
143, 350
144, 369
145, 319
146, 290
147, 321
148, 302
149, 312
150, 319
151, 286
152, 283
153, 297
154, 286
155, 282
156, 274
157, 262
158, 260
159, 298
160, 262
161, 265
162, 270
163, 238
164, 253
165, 224
166, 235
167, 229
168, 256
169, 219
170, 220
171, 202
172, 211
173, 185
174, 192
175, 199
176, 217
177, 202
178, 203
179, 174
180, 215
181, 193
182, 161
183, 180
184, 178
185, 186
186, 172
187, 143
188, 152
189, 171
190, 157
191, 148
192, 170
193, 140
194, 136
195, 160
196, 141
197, 133
198, 125
199, 149
200, 125
201, 143
202, 146
203, 140
204, 141
205, 120
206, 133
207, 117
208, 123
209, 122
210, 94
211, 141
212, 129
213, 102
214, 115
215, 108
216, 102
217, 94
218, 126
219, 113
220, 90
221, 106
222, 88
223, 102
224, 79
225, 94
226, 93
227, 98
228, 86
229, 80
230, 90
231, 96
232, 72
233, 88
234, 87
235, 81
236, 69
237, 91
238, 78
239, 85
240, 71
241, 77
242, 71
243, 95
244, 71
245, 76
246, 50
247, 72
248, 72
249, 63
250, 66
251, 60
252, 44
253, 51
254, 60
255, 49
256, 54
257, 55
258, 48
259, 58
260, 49
261, 43
262, 50
263, 49
264, 46
265, 52
266, 56
267, 39
268, 44
269, 47
270, 48
271, 49
272, 53
273, 48
274, 35
275, 32
276, 40
277, 50
278, 39
279, 36
280, 47
281, 37
282, 31
283, 43
284, 33
285, 29
286, 45
287, 29
288, 40
289, 35
290, 27
291, 29
292, 38
293, 40
294, 31
295, 28
296, 25
297, 25
298, 28
299, 29
300, 25
301, 38
302, 18
303, 30
304, 35
305, 20
306, 23
307, 22
308, 17
309, 26
310, 28
311, 23
312, 17
313, 21
314, 27
315, 22
316, 14
317, 19
318, 15
319, 19
320, 13
321, 25
322, 16
323, 17
324, 19
325, 18
326, 21
327, 18
328, 12
329, 17
330, 19
331, 15
332, 13
333, 13
334, 13
335, 9
336, 10
337, 15
338, 11
339, 14
340, 9
341, 13
342, 14
343, 12
344, 7
345, 5
346, 9
347, 15
348, 9
349, 10
350, 12
351, 13
352, 10
353, 9
354, 10
355, 14
356, 10
357, 10
358, 13
359, 10
360, 4
361, 11
362, 7
363, 5
364, 6
365, 7
366, 12
367, 8
368, 6
369, 7
370, 12
371, 8
372, 6
373, 11
374, 4
375, 6
376, 5
377, 6
378, 7
379, 5
380, 6
381, 8
382, 7
383, 3
384, 7
385, 4
386, 3
387, 8
388, 7
389, 5
390, 6
391, 2
392, 5
393, 1
394, 6
395, 3
396, 3
397, 1
398, 6
399, 4
400, 4
401, 7
402, 5
403, 7
404, 2
405, 8
406, 2
407, 6
408, 3
409, 2
410, 4
411, 3
412, 1
413, 7
414, 2
415, 1
416, 2
418, 4
419, 3
420, 1
421, 5
422, 6
423, 2
425, 2
426, 3
427, 5
428, 2
429, 2
430, 2
431, 1
432, 3
433, 2
434, 2
435, 3
436, 2
437, 2
438, 4
441, 2
442, 4
443, 3
444, 2
445, 1
447, 1
448, 3
449, 2
450, 1
451, 2
452, 3
453, 1
454, 2
456, 2
457, 4
459, 3
460, 2
461, 2
462, 1
463, 1
464, 1
465, 1
467, 1
468, 1
470, 1
471, 2
472, 1
474, 1
475, 2
478, 1
479, 1
480, 1
483, 3
484, 1
486, 2
490, 1
492, 1
495, 1
498, 1
501, 2
502, 1
503, 1
506, 1
507, 3
509, 1
514, 1
521, 2
522, 1
523, 2
527, 1
528, 1
532, 2
535, 1
545, 1
561, 1
572, 1
579, 1
635, 1
