Avalanche Magnitude, Number Avalanches
2, 447596
3, 446460
4, 466556
5, 422637
6, 460092
7, 687119
8, 948133
9, 1048477
10, 1241877
11, 1070071
12, 55047
13, 30607
14, 67866
15, 46348
16, 53855
17, 19032
18, 103089
19, 15474
20, 78620
21, 38459
22, 70976
23, 10302
24, 86028
25, 8498
26, 12294
27, 27017
28, 32498
29, 5416
30, 48290
31, 4407
32, 30338
33, 37506
34, 18907
35, 2774
36, 61166
37, 2172
38, 17684
39, 25213
40, 28150
41, 1442
42, 21826
43, 1095
44, 26942
45, 11305
46, 14978
47, 676
48, 37112
49, 598
50, 18083
51, 8326
52, 29901
53, 365
54, 21451
55, 5441
56, 24544
57, 8502
58, 10941
59, 203
60, 31079
61, 131
62, 9561
63, 8597
64, 12739
65, 8005
66, 19563
67, 70
68, 11531
69, 8745
70, 17107
71, 45
72, 22096
73, 40
74, 6221
75, 15882
76, 9940
77, 1199
78, 17198
79, 16
80, 13106
81, 8068
82, 4662
83, 12
84, 22430
85, 2431
86, 4046
87, 7689
88, 8213
89, 2
90, 18465
91, 1846
92, 7605
93, 7379
94, 2894
95, 2281
96, 19171
97, 2
98, 4530
99, 6839
100, 9103
101, 2
102, 11746
103, 1
104, 7190
105, 11502
106, 1650
108, 14015
110, 3918
111, 5873
112, 10051
114, 8184
115, 2394
116, 5539
117, 5556
118, 976
119, 2998
120, 15853
122, 779
123, 4799
124, 5205
125, 2607
126, 9243
128, 6588
129, 4259
130, 3169
132, 10425
133, 1318
134, 437
135, 7401
136, 6612
138, 5400
140, 8254
141, 3405
142, 286
144, 11852
145, 2722
146, 250
147, 3852
148, 4130
150, 7516
152, 5510
153, 3853
154, 997
155, 2717
156, 7843
158, 125
159, 2247
160, 7969
161, 819
162, 5063
164, 3532
165, 4766
166, 82
168, 8571
170, 3504
171, 3125
172, 3252
174, 3337
175, 3471
176, 3866
177, 1498
178, 46
180, 10557
182, 974
183, 1304
184, 3340
185, 2537
186, 2916
187, 347
188, 2790
189, 2944
190, 3526
192, 5752
194, 17
195, 3326
196, 3339
198, 3665
200, 6244
201, 809
202, 9
203, 976
204, 4806
205, 2245
206, 9
207, 1194
208, 2632
209, 629
210, 6370
212, 1926
213, 616
214, 14
215, 2272
216, 5332
217, 987
219, 528
220, 5371
221, 6
222, 2091
224, 3305
225, 2836
226, 1
228, 3961
230, 2494
231, 2138
232, 2039
234, 2359
235, 1936
236, 1312
237, 311
238, 1041
240, 6480
242, 724
243, 619
244, 1208
245, 2799
246, 1846
247, 140
248, 1814
249, 198
250, 2132
252, 4856
253, 567
254, 1
255, 1969
256, 1609
258, 1695
259, 1019
260, 3115
261, 535
262, 1
264, 4300
265, 1610
266, 1105
267, 114
268, 810
270, 3703
272, 1446
273, 1503
275, 1808
276, 2843
279, 491
280, 4174
282, 1471
284, 660
285, 1428
286, 688
287, 1091
288, 3778
290, 1514
291, 54
292, 572
294, 2618
295, 1230
296, 1223
297, 702
299, 439
300, 3765
301, 1095
303, 41
304, 1179
305, 1070
306, 1773
308, 1900
309, 37
310, 1385
312, 3106
315, 2512
316, 390
318, 1246
319, 196
320, 2274
321, 23
322, 1376
324, 2225
325, 1291
327, 22
328, 1018
329, 1058
330, 2612
332, 260
333, 521
335, 834
336, 3615
338, 348
339, 26
340, 1244
341, 216
342, 1624
343, 1005
344, 969
345, 919
348, 1454
350, 2399
351, 798
352, 1130
354, 1041
355, 690
356, 169
357, 977
360, 3741
363, 206
364, 1663
365, 550
366, 996
368, 953
369, 494
370, 858
371, 901
372, 1137
374, 234
375, 783
376, 819
377, 180
378, 2625
380, 960
381, 3
384, 1917
385, 1609
387, 481
388, 87
390, 1974
391, 8
392, 1998
395, 365
396, 1758
399, 884
400, 1659
402, 769
403, 118
404, 62
405, 1205
406, 1049
407, 242
408, 1688
410, 692
411, 1
412, 52
413, 868
414, 1220
415, 303
416, 1192
417, 1
418, 246
420, 2783
423, 556
424, 717
425, 353
426, 654
427, 753
428, 36
429, 397
430, 636
432, 2366
434, 925
435, 443
436, 28
438, 568
440, 1595
441, 1312
442, 200
444, 749
445, 207
448, 1825
450, 1812
451, 300
452, 23
453, 1
455, 986
456, 1422
459, 680
460, 543
462, 1521
464, 884
465, 281
468, 1394
469, 665
470, 538
472, 757
473, 284
474, 429
