Avalanche Grain Count,  Number Avalanches
1, 71642
2, 9330
3, 4334
4, 2391
5, 1479
6, 1116
7, 862
8, 764
9, 570
10, 510
11, 395
12, 426
13, 338
14, 275
15, 297
16, 257
17, 247
18, 237
19, 211
20, 222
21, 160
22, 148
23, 154
24, 155
25, 144
26, 155
27, 140
28, 120
29, 111
30, 124
31, 95
32, 103
33, 98
34, 77
35, 84
36, 90
37, 78
38, 77
39, 70
40, 59
41, 69
42, 63
43, 55
44, 68
45, 47
46, 60
47, 60
48, 46
49, 62
50, 45
51, 32
52, 55
53, 46
54, 37
55, 44
56, 31
57, 35
58, 45
59, 30
60, 35
61, 33
62, 25
63, 26
64, 35
65, 40
66, 24
67, 19
68, 28
69, 23
70, 15
71, 28
72, 20
73, 22
74, 18
75, 17
76, 16
77, 17
78, 20
79, 19
80, 13
81, 18
82, 10
83, 20
84, 16
85, 12
86, 15
87, 15
88, 7
89, 19
90, 17
91, 14
92, 6
93, 10
94, 12
95, 6
96, 9
97, 7
98, 10
99, 11
100, 5
101, 7
102, 9
103, 4
104, 8
105, 8
106, 6
107, 4
108, 5
109, 3
110, 5
111, 3
112, 8
113, 6
114, 7
115, 4
116, 5
117, 7
118, 2
119, 4
120, 3
121, 2
122, 2
123, 4
124, 3
125, 3
126, 1
127, 2
128, 5
129, 2
130, 4
131, 4
132, 2
133, 3
134, 1
135, 4
136, 2
137, 1
138, 1
139, 1
140, 2
141, 1
142, 1
147, 2
148, 1
149, 2
150, 3
151, 1
154, 1
155, 2
156, 1
157, 3
158, 2
160, 2
161, 1
163, 1
168, 2
173, 1
175, 1
176, 1
184, 1
186, 1
193, 2
194, 1
195, 1
209, 1
