Avalanche Grain Count,  Number Avalanches
1, 736867
2, 84729
3, 39801
4, 20853
5, 12336
6, 9040
7, 6529
8, 5149
9, 4306
10, 3601
11, 3007
12, 2810
13, 2462
14, 2209
15, 2006
16, 1820
17, 1723
18, 1528
19, 1408
20, 1387
21, 1258
22, 1174
23, 1174
24, 1053
25, 1036
26, 979
27, 918
28, 864
29, 873
30, 831
31, 803
32, 764
33, 735
34, 698
35, 645
36, 653
37, 651
38, 620
39, 592
40, 590
41, 537
42, 569
43, 589
44, 548
45, 502
46, 485
47, 456
48, 489
49, 472
50, 416
51, 431
52, 436
53, 428
54, 435
55, 403
56, 369
57, 406
58, 369
59, 401
60, 334
61, 387
62, 379
63, 337
64, 306
65, 353
66, 332
67, 316
68, 289
69, 336
70, 289
71, 296
72, 313
73, 291
74, 296
75, 257
76, 268
77, 256
78, 261
79, 270
80, 236
81, 250
82, 242
83, 259
84, 262
85, 235
86, 243
87, 253
88, 254
89, 231
90, 230
91, 219
92, 209
93, 214
94, 213
95, 221
96, 181
97, 217
98, 209
99, 175
100, 191
101, 185
102, 209
103, 172
104, 191
105, 189
106, 174
107, 188
108, 178
109, 197
110, 166
111, 163
112, 163
113, 168
114, 162
115, 178
116, 146
117, 170
118, 165
119, 155
120, 149
121, 153
122, 145
123, 139
124, 142
125, 130
126, 164
127, 144
128, 120
129, 149
130, 137
131, 129
132, 124
133, 122
134, 122
135, 124
136, 108
137, 122
138, 143
139, 127
140, 106
141, 119
142, 103
143, 117
144, 103
145, 132
146, 93
147, 91
148, 109
149, 100
150, 88
151, 115
152, 105
153, 90
154, 101
155, 115
156, 97
157, 96
158, 107
159, 104
160, 97
161, 86
162, 78
163, 82
164, 75
165, 84
166, 84
167, 93
168, 81
169, 75
170, 79
171, 106
172, 95
173, 79
174, 77
175, 89
176, 66
177, 68
178, 88
179, 65
180, 101
181, 85
182, 76
183, 72
184, 73
185, 84
186, 64
187, 73
188, 75
189, 75
190, 72
191, 62
192, 83
193, 72
194, 78
195, 79
196, 72
197, 57
198, 55
199, 59
200, 71
201, 68
202, 67
203, 65
204, 56
205, 64
206, 57
207, 37
208, 63
209, 49
210, 45
211, 51
212, 73
213, 54
214, 54
215, 64
216, 60
217, 54
218, 61
219, 66
220, 57
221, 49
222, 38
223, 48
224, 63
225, 57
226, 31
227, 41
228, 42
229, 48
230, 47
231, 62
232, 47
233, 37
234, 47
235, 35
236, 35
237, 54
238, 44
239, 39
240, 38
241, 43
242, 40
243, 58
244, 67
245, 42
246, 39
247, 36
248, 44
249, 45
250, 44
251, 35
252, 43
253, 38
254, 32
255, 39
256, 36
257, 37
258, 33
259, 40
260, 38
261, 32
262, 36
263, 35
264, 40
265, 36
266, 41
267, 38
268, 28
269, 40
270, 37
271, 34
272, 29
273, 51
274, 38
275, 37
276, 40
277, 45
278, 26
279, 37
280, 37
281, 27
282, 31
283, 26
284, 35
285, 28
286, 31
287, 32
288, 31
289, 30
290, 33
291, 31
292, 20
293, 30
294, 32
295, 31
296, 25
297, 29
298, 27
299, 25
300, 21
301, 19
302, 33
303, 26
304, 26
305, 28
306, 22
307, 29
308, 22
309, 30
310, 34
311, 21
312, 20
313, 31
314, 30
315, 24
316, 24
317, 29
318, 30
319, 25
320, 31
321, 25
322, 22
323, 17
324, 27
325, 21
326, 20
327, 14
328, 20
329, 22
330, 18
331, 13
332, 16
333, 22
334, 28
335, 33
336, 20
337, 22
338, 21
339, 15
340, 24
341, 28
342, 15
343, 22
344, 23
345, 25
346, 20
347, 19
348, 16
349, 16
350, 17
351, 22
352, 14
353, 22
354, 17
355, 20
356, 20
357, 20
358, 15
359, 17
360, 13
361, 19
362, 19
363, 17
364, 14
365, 14
366, 24
367, 13
368, 21
369, 20
370, 23
371, 25
372, 14
373, 13
374, 19
375, 15
376, 19
377, 9
378, 13
379, 17
380, 13
381, 17
382, 16
383, 11
384, 17
385, 19
386, 16
387, 16
388, 21
389, 21
390, 19
391, 14
392, 16
393, 9
394, 18
395, 18
396, 8
397, 15
398, 13
399, 17
400, 14
401, 9
402, 16
403, 12
404, 9
405, 18
406, 12
407, 9
408, 17
409, 10
410, 13
411, 12
412, 13
413, 12
414, 21
415, 18
416, 11
417, 13
418, 11
419, 13
420, 6
421, 6
422, 10
423, 11
424, 8
425, 15
426, 9
427, 13
428, 13
429, 11
430, 12
431, 12
432, 7
433, 16
434, 10
435, 12
436, 10
437, 8
438, 5
439, 8
440, 12
441, 13
442, 14
443, 7
444, 12
445, 13
446, 11
447, 11
448, 10
449, 11
450, 10
451, 9
452, 10
453, 11
454, 9
455, 14
456, 16
457, 6
458, 9
459, 10
460, 9
461, 12
462, 12
463, 14
464, 11
465, 7
466, 18
467, 3
468, 6
469, 7
470, 8
471, 6
472, 5
473, 13
474, 8
475, 5
476, 6
477, 20
478, 8
479, 12
480, 7
481, 4
482, 9
483, 7
484, 8
485, 11
486, 10
487, 6
488, 9
489, 3
490, 7
491, 6
492, 5
493, 6
494, 9
495, 6
496, 10
497, 9
498, 4
499, 4
500, 10
501, 9
502, 4
503, 3
504, 6
505, 9
506, 9
507, 8
508, 5
509, 8
510, 11
511, 9
512, 3
513, 5
514, 5
515, 5
516, 9
517, 8
518, 7
519, 7
520, 7
521, 7
522, 6
523, 5
524, 5
525, 7
526, 4
527, 6
528, 3
529, 5
530, 9
531, 4
532, 7
533, 15
534, 5
535, 6
536, 5
537, 13
538, 4
539, 7
540, 7
541, 4
542, 7
543, 1
544, 4
545, 4
546, 3
547, 4
548, 3
549, 5
550, 6
551, 1
552, 3
553, 4
554, 6
555, 6
556, 3
557, 4
558, 4
559, 6
560, 2
561, 6
562, 6
563, 6
564, 6
565, 8
566, 4
567, 4
568, 4
569, 4
570, 6
571, 6
572, 3
573, 4
574, 4
575, 3
576, 3
577, 4
578, 1
579, 4
580, 3
581, 2
582, 6
583, 2
584, 2
585, 4
586, 8
587, 1
588, 5
589, 7
590, 1
591, 6
592, 6
593, 5
594, 2
595, 4
596, 7
597, 3
598, 8
599, 7
600, 3
601, 4
602, 2
603, 3
604, 5
605, 2
606, 9
607, 5
608, 4
609, 1
610, 4
611, 4
612, 2
613, 2
614, 2
615, 3
616, 2
617, 2
618, 4
619, 9
620, 5
621, 2
622, 6
623, 2
624, 1
625, 8
626, 6
627, 4
628, 2
629, 5
630, 4
631, 5
632, 4
634, 3
635, 4
636, 5
637, 7
