Avalanche Grain Count,  Number Avalanches
1, 719012
2, 101312
3, 47689
4, 26342
5, 17045
6, 12590
7, 8620
8, 6267
9, 4833
10, 4151
11, 3453
12, 3020
13, 2558
14, 2421
15, 2088
16, 2000
17, 1813
18, 1657
19, 1476
20, 1404
21, 1325
22, 1290
23, 1133
24, 1112
25, 1045
26, 946
27, 950
28, 912
29, 838
30, 857
31, 781
32, 759
33, 675
34, 652
35, 656
36, 588
37, 581
38, 591
39, 507
40, 470
41, 512
42, 487
43, 422
44, 423
45, 357
46, 425
47, 418
48, 358
49, 328
50, 343
51, 323
52, 349
53, 305
54, 290
55, 261
56, 264
57, 260
58, 245
59, 224
60, 247
61, 218
62, 212
63, 225
64, 191
65, 199
66, 178
67, 187
68, 196
69, 149
70, 168
71, 161
72, 136
73, 144
74, 124
75, 151
76, 144
77, 141
78, 120
79, 104
80, 105
81, 110
82, 113
83, 103
84, 108
85, 94
86, 112
87, 95
88, 101
89, 90
90, 82
91, 81
92, 78
93, 60
94, 66
95, 73
96, 78
97, 52
98, 61
99, 54
100, 54
101, 58
102, 57
103, 48
104, 53
105, 72
106, 58
107, 43
108, 38
109, 40
110, 42
111, 47
112, 38
113, 31
114, 36
115, 34
116, 34
117, 38
118, 27
119, 41
120, 36
121, 24
122, 28
123, 22
124, 27
125, 28
126, 25
127, 28
128, 24
129, 23
130, 21
131, 23
132, 19
133, 22
134, 17
135, 16
136, 20
137, 24
138, 17
139, 16
140, 21
141, 19
142, 15
143, 18
144, 13
145, 14
146, 16
147, 17
148, 13
149, 11
150, 9
151, 11
152, 18
153, 9
154, 10
155, 6
156, 7
157, 13
158, 8
159, 13
160, 9
161, 6
162, 4
163, 7
164, 8
165, 5
166, 8
167, 4
168, 11
169, 13
170, 10
171, 10
172, 6
173, 6
174, 5
175, 8
176, 7
177, 4
178, 7
179, 6
180, 5
181, 3
182, 3
183, 4
184, 6
185, 4
186, 2
187, 3
188, 2
189, 1
191, 3
192, 3
193, 3
194, 3
195, 5
196, 6
198, 1
199, 4
200, 4
201, 4
202, 2
204, 4
205, 2
206, 4
207, 1
208, 1
209, 3
211, 1
212, 1
213, 1
214, 1
215, 1
216, 1
217, 1
218, 1
219, 2
221, 1
222, 1
224, 1
226, 1
229, 2
232, 3
233, 2
235, 2
241, 1
242, 1
244, 1
247, 1
249, 2
256, 1
258, 1
266, 1
272, 1
287, 1
323, 1
326, 1
