Avalanche Movement, Number Avalanches
5, 174
6, 86934
7, 58389
8, 129201
9, 79601
10, 65096
11, 65931
12, 84488
13, 109239
14, 86637
15, 16001
16, 11322
17, 8962
18, 7839
19, 6933
20, 6269
21, 5846
22, 5448
23, 5131
24, 4760
25, 4523
26, 4295
27, 4151
28, 3742
29, 3777
30, 3509
31, 3384
32, 3140
33, 3039
34, 2986
35, 2698
36, 2754
37, 2681
38, 2522
39, 2428
40, 2425
41, 2293
42, 2213
43, 2124
44, 2041
45, 1972
46, 1909
47, 1846
48, 1800
49, 1764
50, 1640
51, 1585
52, 1611
53, 1500
54, 1468
55, 1448
56, 1369
57, 1305
58, 1270
59, 1233
60, 1200
61, 1183
62, 1185
63, 1185
64, 1143
65, 1089
66, 1078
67, 1050
68, 969
69, 980
70, 953
71, 945
72, 821
73, 828
74, 831
75, 819
76, 807
77, 789
78, 785
79, 717
80, 731
81, 701
82, 660
83, 661
84, 661
85, 671
86, 577
87, 616
88, 574
89, 617
90, 551
91, 503
92, 588
93, 500
94, 524
95, 471
96, 478
97, 452
98, 486
99, 442
100, 383
101, 421
102, 430
103, 410
104, 433
105, 377
106, 425
107, 395
108, 337
109, 373
110, 345
111, 353
112, 359
113, 339
114, 344
115, 309
116, 327
117, 311
118, 314
119, 321
120, 321
121, 320
122, 291
123, 271
124, 264
125, 287
126, 248
127, 290
128, 283
129, 278
130, 283
131, 246
132, 249
133, 209
134, 241
135, 267
136, 233
137, 228
138, 228
139, 225
140, 191
141, 228
142, 224
143, 198
144, 200
145, 197
146, 200
147, 217
148, 189
149, 193
150, 199
151, 193
152, 171
153, 170
154, 204
155, 183
156, 183
157, 178
158, 191
159, 178
160, 200
161, 174
162, 178
163, 166
164, 160
165, 191
166, 171
167, 167
168, 153
169, 158
170, 152
171, 136
172, 146
173, 149
174, 150
175, 146
176, 146
177, 160
178, 130
179, 133
180, 130
181, 152
182, 146
183, 156
184, 133
185, 144
186, 148
187, 155
188, 107
189, 123
190, 123
191, 130
192, 120
193, 150
194, 107
195, 111
196, 125
197, 131
198, 123
199, 138
200, 104
201, 129
202, 124
203, 132
204, 117
205, 97
206, 114
207, 115
208, 98
209, 106
210, 108
211, 97
212, 107
213, 99
214, 99
215, 97
216, 102
217, 95
218, 116
219, 91
220, 94
221, 88
222, 112
223, 95
224, 95
225, 105
226, 93
227, 89
228, 85
229, 105
230, 88
231, 87
232, 83
233, 81
234, 88
235, 96
236, 88
237, 77
238, 85
239, 90
240, 87
241, 100
242, 84
243, 87
244, 88
245, 62
246, 104
247, 78
248, 74
249, 93
250, 74
251, 79
252, 100
253, 78
254, 82
255, 73
256, 66
257, 82
258, 77
259, 88
260, 74
261, 64
262, 75
263, 51
264, 65
265, 68
266, 79
267, 66
268, 79
269, 72
270, 69
271, 81
272, 79
273, 77
274, 77
275, 78
276, 79
277, 76
278, 46
279, 65
280, 68
281, 60
282, 57
283, 77
284, 50
285, 65
286, 54
287, 70
288, 57
289, 62
290, 56
291, 69
292, 65
293, 61
294, 55
295, 57
296, 54
297, 52
298, 63
299, 52
300, 64
301, 46
302, 53
303, 50
304, 58
305, 58
306, 64
307, 51
308, 57
309, 55
310, 57
311, 50
312, 47
313, 50
314, 61
315, 52
316, 64
317, 52
318, 44
319, 46
320, 56
321, 48
322, 54
323, 45
324, 46
325, 45
326, 58
327, 79
328, 47
329, 26
330, 38
331, 60
332, 49
333, 42
334, 39
335, 49
336, 43
337, 47
338, 44
339, 44
340, 45
341, 41
342, 43
343, 43
344, 40
345, 45
346, 33
347, 39
348, 41
349, 50
350, 38
351, 46
352, 40
353, 40
354, 48
355, 44
356, 33
357, 41
358, 45
359, 36
360, 45
361, 33
362, 55
363, 37
364, 35
365, 44
366, 38
367, 47
368, 23
369, 41
370, 44
371, 41
372, 28
373, 24
374, 37
375, 45
376, 33
377, 29
378, 48
379, 32
380, 23
381, 36
382, 28
383, 32
384, 39
385, 39
386, 26
387, 27
388, 32
389, 34
390, 38
391, 39
392, 25
393, 33
394, 27
395, 42
396, 28
397, 29
398, 22
399, 30
400, 37
401, 29
402, 29
403, 28
404, 36
405, 25
406, 31
407, 33
408, 37
409, 24
410, 39
411, 29
412, 28
413, 31
414, 25
415, 30
416, 23
417, 29
418, 16
419, 29
420, 22
421, 30
422, 33
423, 18
424, 25
425, 28
426, 30
427, 36
428, 18
429, 21
430, 34
431, 21
432, 24
433, 18
434, 30
435, 21
436, 29
437, 33
438, 26
439, 26
440, 18
441, 27
442, 27
443, 16
444, 17
445, 23
446, 32
447, 33
448, 19
449, 24
450, 33
451, 18
452, 16
453, 31
454, 21
455, 18
456, 16
457, 21
458, 22
459, 18
460, 29
461, 22
462, 25
463, 17
464, 23
465, 21
466, 20
467, 13
468, 21
469, 22
470, 17
471, 26
472, 23
473, 16
474, 18
475, 22
476, 24
477, 18
478, 26
479, 25
480, 14
481, 25
482, 17
483, 19
484, 23
485, 17
486, 23
487, 18
488, 12
489, 15
490, 21
491, 26
492, 26
493, 12
494, 19
495, 19
496, 23
497, 17
498, 18
499, 21
500, 11
501, 20
502, 18
503, 20
504, 22
505, 12
506, 16
507, 12
508, 12
509, 17
510, 8
511, 14
512, 13
513, 16
514, 15
515, 16
516, 16
517, 7
518, 14
519, 16
520, 25
521, 9
522, 12
523, 9
524, 12
525, 20
526, 21
527, 16
528, 18
529, 14
530, 11
531, 14
532, 19
533, 17
534, 14
535, 18
536, 12
537, 15
538, 12
539, 14
540, 17
541, 18
542, 18
543, 15
544, 18
545, 19
546, 15
547, 18
548, 8
549, 16
550, 19
551, 12
552, 15
553, 16
554, 10
555, 13
556, 17
557, 17
558, 17
559, 8
560, 9
561, 14
562, 10
563, 11
564, 17
565, 16
566, 10
567, 19
568, 12
569, 8
570, 13
571, 11
572, 13
573, 15
574, 7
575, 12
576, 11
577, 14
578, 12
579, 8
580, 10
581, 7
582, 9
583, 11
584, 12
585, 8
586, 11
587, 10
588, 8
589, 13
590, 11
591, 5
592, 10
593, 6
594, 10
595, 13
596, 6
597, 12
598, 8
599, 16
600, 8
601, 9
602, 11
603, 10
604, 14
605, 17
606, 10
607, 12
608, 12
609, 14
610, 12
611, 12
612, 8
613, 9
614, 6
615, 11
616, 9
617, 6
618, 11
619, 10
620, 6
621, 6
622, 9
623, 13
624, 19
625, 9
626, 10
627, 11
628, 6
629, 9
630, 16
631, 4
632, 5
633, 14
634, 12
635, 3
636, 11
637, 10
638, 9
639, 10
640, 10
641, 9
642, 9
643, 11
644, 3
645, 10
646, 8
647, 12
648, 10
649, 12
650, 8
651, 10
652, 10
653, 6
654, 13
655, 9
656, 6
657, 5
658, 3
659, 7
660, 11
661, 4
662, 15
663, 4
664, 7
665, 6
666, 6
667, 6
668, 7
669, 6
670, 7
671, 7
672, 4
673, 10
674, 4
675, 6
676, 5
677, 4
678, 7
679, 4
680, 7
681, 7
682, 4
683, 3
684, 3
685, 6
686, 7
687, 5
688, 10
689, 6
690, 7
691, 6
692, 15
693, 9
694, 7
695, 8
696, 6
697, 11
698, 3
699, 6
700, 5
701, 7
702, 9
703, 7
704, 4
705, 4
706, 7
707, 7
708, 7
709, 2
710, 6
711, 4
712, 10
713, 5
714, 5
715, 8
716, 7
717, 3
718, 3
719, 3
720, 5
721, 9
722, 9
723, 5
724, 6
725, 6
726, 4
727, 4
728, 4
729, 6
730, 5
731, 5
732, 7
733, 4
734, 6
735, 4
736, 7
737, 5
738, 3
739, 6
740, 3
741, 6
742, 6
743, 4
744, 3
745, 6
746, 4
747, 6
748, 3
749, 4
750, 3
751, 5
752, 4
753, 4
754, 2
755, 4
756, 3
757, 6
758, 4
759, 5
760, 7
761, 2
762, 4
763, 3
764, 4
765, 3
766, 1
767, 2
768, 4
769, 3
770, 3
771, 8
772, 7
773, 3
774, 6
775, 6
776, 8
777, 5
778, 3
779, 2
780, 3
781, 3
782, 2
783, 4
784, 2
785, 4
786, 4
787, 5
788, 3
789, 2
790, 4
791, 3
792, 3
793, 1
794, 3
795, 4
796, 5
797, 2
798, 8
799, 7
800, 6
801, 1
802, 2
803, 4
804, 6
805, 1
806, 5
807, 3
808, 4
809, 2
810, 3
811, 5
812, 4
813, 3
814, 2
815, 2
816, 2
817, 6
818, 3
819, 3
820, 5
822, 4
823, 2
824, 4
825, 1
826, 3
827, 8
828, 3
830, 4
831, 1
832, 5
833, 3
834, 4
835, 1
836, 2
837, 4
838, 3
839, 2
840, 6
841, 3
842, 5
843, 1
844, 3
845, 2
846, 4
847, 5
848, 2
849, 3
850, 3
851, 3
852, 1
853, 2
854, 3
855, 1
856, 1
857, 5
858, 5
859, 3
860, 4
861, 6
862, 3
863, 4
865, 2
866, 2
867, 4
868, 6
869, 4
870, 1
871, 3
872, 2
873, 1
874, 5
875, 2
876, 3
877, 4
878, 3
879, 1
880, 1
881, 1
882, 2
883, 4
884, 6
885, 3
886, 5
887, 5
889, 4
890, 1
891, 2
892, 1
893, 8
894, 2
895, 3
896, 2
897, 5
898, 5
899, 3
900, 2
901, 1
903, 1
905, 5
907, 2
908, 1
910, 3
911, 1
912, 3
913, 3
914, 4
915, 5
916, 2
917, 3
918, 1
919, 3
920, 1
921, 3
922, 1
923, 3
924, 4
925, 2
926, 1
928, 1
929, 2
930, 2
931, 4
932, 1
933, 3
934, 1
936, 2
937, 1
938, 1
939, 2
940, 1
941, 2
942, 1
943, 2
944, 1
946, 1
947, 3
948, 2
949, 1
950, 2
951, 2
955, 2
957, 2
958, 1
959, 1
960, 2
961, 4
962, 3
963, 1
964, 3
965, 1
966, 3
967, 3
968, 2
969, 1
970, 3
971, 2
972, 2
973, 1
974, 2
975, 1
976, 2
977, 1
978, 1
979, 1
980, 1
981, 3
982, 3
983, 1
984, 1
986, 1
987, 2
988, 2
990, 1
991, 1
992, 2
993, 1
994, 2
995, 2
996, 1
998, 3
999, 1
1004, 1
1005, 2
1008, 1
1009, 1
1010, 2
1011, 2
1013, 2
1015, 1
1016, 1
1017, 2
1018, 1
1019, 1
1020, 1
1021, 1
1022, 2
1025, 1
1026, 2
1027, 1
1028, 1
1029, 1
1030, 1
1031, 1
1032, 3
1033, 1
1036, 1
1037, 1
1038, 1
1039, 4
1040, 1
1041, 1
1042, 1
1043, 1
1044, 2
1046, 3
1047, 2
1048, 1
1050, 2
1051, 1
1054, 1
1055, 5
1059, 1
1061, 2
1064, 1
1066, 5
1067, 1
1071, 3
1076, 1
1078, 1
1079, 1
1081, 1
1083, 1
1084, 1
1086, 1
1087, 2
1088, 1
1089, 2
1090, 1
1091, 3
1093, 3
1094, 1
1096, 2
1097, 1
1099, 1
1101, 1
1103, 1
1104, 1
1106, 1
1107, 1
1110, 1
1112, 3
1113, 1
1114, 1
1115, 1
1116, 1
1122, 3
1123, 1
1125, 1
1127, 1
1128, 1
1129, 1
1130, 2
1131, 1
1133, 1
1135, 1
1137, 1
1138, 1
1141, 1
1146, 2
1149, 1
1150, 1
1156, 1
1158, 1
1159, 1
1162, 1
1164, 3
1165, 1
1168, 1
1172, 3
1175, 1
1178, 1
1180, 1
1181, 1
1182, 1
1183, 1
1184, 1
1186, 1
1187, 1
1189, 2
1190, 1
1192, 2
1194, 1
1195, 1
1202, 2
1203, 1
1205, 1
1207, 1
1208, 2
1211, 3
1214, 2
1216, 1
1218, 2
1220, 1
1226, 1
1229, 2
1235, 1
1238, 2
1239, 1
1241, 1
1251, 1
1254, 1
1258, 1
1261, 1
1262, 1
1264, 2
1282, 2
1283, 1
1297, 2
1298, 1
1301, 1
1305, 1
1308, 1
1309, 2
1312, 1
1313, 1
1316, 1
1325, 1
1326, 1
1328, 2
1336, 1
1342, 1
1344, 1
1347, 1
1349, 1
1358, 1
1365, 1
1366, 1
1374, 1
1380, 2
1392, 2
1397, 1
1405, 1
1415, 1
1428, 2
1436, 1
1438, 1
1442, 1
1468, 1
1482, 1
1489, 1
1505, 1
1507, 1
1511, 1
1512, 1
1516, 1
1533, 2
1537, 1
1546, 1
1564, 1
1573, 1
1595, 1
1597, 1
1639, 1
1648, 1
1655, 1
1669, 1
1671, 1
1771, 1
1791, 1
1827, 1
1885, 1
1901, 1
1965, 1
2157, 1
