Avalanche Magnitude, Number Avalanches
2, 283
3, 7333
4, 23158
5, 19056
6, 13681
7, 197
8, 2457
9, 1179
10, 1093
11, 772
12, 1763
13, 621
14, 1648
15, 439
16, 593
17, 318
18, 564
19, 220
20, 537
21, 363
22, 569
23, 112
24, 877
25, 89
26, 503
27, 174
28, 468
29, 45
30, 509
31, 27
32, 444
33, 127
34, 375
35, 12
36, 578
37, 11
38, 331
39, 157
40, 385
41, 10
42, 385
43, 4
44, 295
45, 177
46, 221
47, 1
48, 408
49, 2
50, 204
51, 181
52, 223
53, 1
54, 308
55, 31
56, 177
57, 177
58, 121
60, 387
61, 1
62, 89
63, 185
64, 161
65, 28
66, 252
68, 131
69, 155
70, 72
72, 286
74, 45
75, 158
76, 115
77, 1
78, 191
80, 121
81, 122
82, 23
84, 238
85, 22
86, 9
87, 129
88, 105
90, 167
91, 7
92, 106
93, 114
94, 6
95, 38
96, 218
98, 11
99, 102
100, 120
102, 109
104, 110
105, 106
106, 4
108, 185
110, 48
111, 68
112, 81
114, 54
115, 42
116, 77
117, 54
118, 1
119, 3
120, 191
122, 2
123, 44
124, 85
125, 45
126, 62
128, 85
129, 41
130, 44
132, 104
133, 7
134, 1
135, 70
136, 81
138, 33
140, 125
141, 28
144, 104
145, 62
146, 2
147, 19
148, 56
150, 86
152, 50
153, 15
154, 5
155, 51
156, 96
159, 14
160, 105
161, 8
162, 38
164, 54
165, 59
168, 114
170, 58
171, 11
172, 43
174, 33
175, 68
176, 48
177, 6
180, 150
182, 6
183, 5
184, 33
185, 53
186, 39
188, 29
189, 13
190, 38
192, 61
195, 56
196, 50
198, 36
200, 78
201, 2
203, 14
204, 49
205, 46
207, 1
208, 36
210, 100
212, 17
215, 43
216, 64
217, 21
220, 62
222, 35
224, 39
225, 48
228, 58
230, 45
231, 20
232, 11
234, 37
235, 40
236, 8
237, 1
238, 12
240, 94
242, 1
243, 4
244, 11
245, 46
246, 32
248, 15
250, 30
252, 73
255, 28
256, 17
258, 38
259, 17
260, 37
261, 3
264, 39
265, 22
266, 21
268, 3
270, 67
272, 11
273, 22
275, 22
276, 24
279, 1
280, 44
282, 34
284, 1
285, 21
287, 23
288, 37
290, 24
292, 1
294, 56
295, 17
296, 16
297, 4
300, 55
301, 21
304, 10
305, 12
306, 31
308, 19
310, 18
312, 48
315, 30
316, 2
318, 29
319, 1
320, 25
322, 28
324, 33
325, 11
328, 8
329, 20
330, 47
333, 3
335, 5
336, 63
340, 8
341, 1
342, 36
343, 31
344, 11
345, 7
348, 12
350, 31
351, 5
352, 19
354, 23
355, 3
356, 2
357, 28
360, 42
364, 29
365, 2
366, 14
368, 16
369, 7
370, 6
371, 23
372, 24
374, 1
375, 2
376, 11
378, 55
380, 4
384, 30
385, 25
387, 9
390, 23
392, 32
396, 14
399, 28
400, 32
402, 16
405, 9
406, 15
407, 1
408, 37
410, 4
413, 16
414, 24
415, 3
416, 14
418, 1
420, 30
423, 9
424, 20
426, 10
427, 22
430, 7
432, 27
434, 16
435, 2
438, 8
440, 23
441, 25
444, 5
448, 31
450, 21
451, 2
455, 11
456, 33
459, 20
460, 4
462, 18
464, 13
468, 11
469, 7
470, 3
472, 20
