Avalanche Movement, Number Avalanches
2, 283
3, 7333
4, 23158
5, 19289
6, 14804
7, 1569
8, 3106
9, 1677
10, 1406
11, 1385
12, 1329
13, 1309
14, 1134
15, 1066
16, 993
17, 956
18, 834
19, 856
20, 803
21, 694
22, 729
23, 645
24, 658
25, 563
26, 569
27, 516
28, 488
29, 482
30, 448
31, 430
32, 404
33, 374
34, 378
35, 335
36, 334
37, 301
38, 260
39, 297
40, 290
41, 252
42, 265
43, 225
44, 218
45, 225
46, 191
47, 186
48, 184
49, 205
50, 196
51, 177
52, 168
53, 148
54, 144
55, 139
56, 115
57, 149
58, 110
59, 127
60, 119
61, 112
62, 121
63, 97
64, 105
65, 87
66, 80
67, 78
68, 86
69, 75
70, 88
71, 86
72, 70
73, 57
74, 61
75, 64
76, 68
77, 77
78, 76
79, 61
80, 68
81, 60
82, 58
83, 59
84, 54
85, 46
86, 45
87, 48
88, 33
89, 43
90, 48
91, 32
92, 41
93, 36
94, 28
95, 44
96, 32
97, 32
98, 29
99, 35
100, 38
101, 31
102, 21
103, 31
104, 33
105, 34
106, 34
107, 23
108, 32
109, 25
110, 29
111, 27
112, 32
113, 33
114, 26
115, 25
116, 18
117, 33
118, 25
119, 23
120, 19
121, 19
122, 15
123, 17
124, 16
125, 17
126, 17
127, 18
128, 21
129, 17
130, 9
131, 15
132, 10
133, 16
134, 14
135, 15
136, 12
137, 11
138, 18
139, 10
140, 9
141, 15
142, 9
143, 13
144, 10
145, 12
146, 13
147, 10
148, 3
149, 13
150, 8
151, 14
152, 9
153, 9
154, 11
155, 12
156, 10
157, 8
158, 10
159, 5
160, 4
161, 11
162, 9
163, 7
164, 3
165, 11
166, 9
167, 7
168, 2
169, 4
170, 10
171, 8
172, 9
173, 8
174, 7
175, 6
176, 6
177, 6
178, 8
179, 4
180, 8
181, 4
182, 7
183, 7
184, 2
185, 6
186, 10
187, 8
188, 4
189, 5
190, 5
191, 5
192, 1
193, 5
194, 5
195, 2
196, 4
197, 2
198, 7
199, 2
200, 7
201, 6
202, 3
203, 6
204, 3
205, 6
206, 7
207, 2
208, 2
209, 1
210, 1
211, 2
213, 2
214, 3
216, 4
217, 4
218, 4
219, 6
220, 4
221, 3
222, 2
223, 2
224, 2
225, 1
226, 2
230, 3
232, 1
234, 5
235, 4
236, 1
238, 2
239, 2
240, 4
241, 4
242, 1
243, 2
244, 2
245, 1
246, 2
247, 3
248, 2
249, 1
250, 3
251, 2
252, 2
253, 2
254, 1
255, 2
258, 4
259, 1
260, 4
261, 2
263, 1
264, 2
265, 2
266, 1
269, 4
271, 1
273, 1
274, 1
275, 2
276, 1
277, 1
278, 1
279, 1
280, 1
283, 3
286, 1
287, 1
289, 1
290, 1
292, 1
293, 1
295, 2
297, 1
302, 1
303, 1
304, 2
305, 2
310, 2
311, 1
313, 1
318, 2
319, 2
320, 1
324, 1
327, 1
328, 3
336, 1
339, 2
340, 2
341, 1
348, 1
349, 1
350, 1
351, 1
352, 1
353, 1
354, 1
356, 1
358, 1
366, 1
371, 1
373, 1
378, 1
380, 1
385, 1
391, 1
409, 1
412, 1
420, 1
432, 1
434, 1
436, 1
465, 1
507, 1
521, 1
530, 1
