Avalanche Grain Count,  Number Avalanches
1, 7421061
2, 783371
3, 372762
4, 194812
5, 111647
6, 77473
7, 60628
8, 49044
9, 40808
10, 34672
11, 30402
12, 26787
13, 23522
14, 21170
15, 19750
16, 17681
17, 16331
18, 15123
19, 13830
20, 13152
21, 12205
22, 11372
23, 10889
24, 10270
25, 9655
26, 9167
27, 8983
28, 8408
29, 7997
30, 7892
31, 7467
32, 6919
33, 6881
34, 6810
35, 6398
36, 6233
37, 5933
38, 5766
39, 5591
40, 5395
41, 5210
42, 5195
43, 5006
44, 4950
45, 4693
46, 4683
47, 4464
48, 4456
49, 4243
50, 4271
51, 4159
52, 3987
53, 3874
54, 3953
55, 3816
56, 3708
57, 3685
58, 3509
59, 3427
60, 3395
61, 3334
62, 3265
63, 3133
64, 3122
65, 3100
66, 3030
67, 2966
68, 2906
69, 2983
70, 2826
71, 2811
72, 2751
73, 2778
74, 2707
75, 2613
76, 2713
77, 2659
78, 2412
79, 2406
80, 2498
81, 2407
82, 2391
83, 2293
84, 2370
85, 2217
86, 2308
87, 2303
88, 2204
89, 2208
90, 2097
91, 2193
92, 2070
93, 2082
94, 1982
95, 1950
96, 1992
97, 1975
98, 1956
99, 1919
100, 1958
101, 1875
102, 1942
103, 1875
104, 1823
105, 1790
106, 1839
107, 1769
108, 1725
109, 1740
110, 1682
111, 1746
112, 1643
113, 1645
114, 1718
115, 1610
116, 1572
117, 1538
118, 1520
119, 1573
120, 1492
121, 1512
122, 1481
123, 1449
124, 1492
125, 1483
126, 1432
127, 1387
128, 1424
129, 1402
130, 1328
131, 1361
132, 1365
133, 1426
134, 1408
135, 1319
136, 1299
137, 1278
138, 1320
139, 1288
140, 1318
141, 1208
142, 1203
143, 1184
144, 1241
145, 1166
146, 1191
147, 1148
148, 1224
149, 1218
150, 1153
151, 1170
152, 1125
153, 1149
154, 1143
155, 1135
156, 1096
157, 1089
158, 1123
159, 1053
160, 1051
161, 1082
162, 1092
163, 1035
164, 1060
165, 1066
166, 1069
167, 998
168, 1094
169, 950
170, 952
171, 1050
172, 950
173, 968
174, 986
175, 971
176, 1027
177, 993
178, 883
179, 963
180, 933
181, 949
182, 906
183, 880
184, 910
185, 933
186, 867
187, 872
188, 859
189, 893
190, 870
191, 874
192, 868
193, 881
194, 837
195, 828
196, 850
197, 873
198, 819
199, 800
200, 767
201, 796
202, 806
203, 787
204, 719
205, 783
206, 804
207, 804
208, 772
209, 803
210, 738
211, 714
212, 751
213, 704
214, 725
215, 715
216, 738
217, 721
218, 699
219, 704
220, 651
221, 653
222, 681
223, 677
224, 692
225, 694
226, 678
227, 699
228, 700
229, 666
230, 639
231, 627
232, 643
233, 660
234, 666
235, 642
236, 631
237, 645
238, 620
239, 629
240, 573
241, 633
242, 591
243, 613
244, 620
245, 662
246, 628
247, 572
248, 581
249, 600
250, 558
251, 602
252, 558
253, 598
254, 541
255, 588
256, 578
257, 552
258, 565
259, 523
260, 544
261, 555
262, 520
263, 537
264, 562
265, 559
266, 536
267, 505
268, 544
269, 552
270, 539
271, 515
272, 534
273, 526
274, 518
275, 499
276, 523
277, 489
278, 490
279, 491
280, 470
281, 468
282, 503
283, 490
284, 503
285, 488
286, 437
287, 463
288, 462
289, 518
290, 467
291, 504
292, 456
293, 486
294, 451
295, 458
296, 490
297, 440
298, 449
299, 417
300, 462
301, 460
302, 448
