Avalanche Grain Count,  Number Avalanches
1, 75689
2, 7509
3, 3632
4, 1829
5, 1055
6, 740
7, 576
8, 483
9, 388
10, 311
11, 274
12, 289
13, 204
14, 204
15, 214
16, 150
17, 157
18, 156
19, 129
20, 114
21, 122
22, 112
23, 104
24, 106
25, 86
26, 78
27, 97
28, 78
29, 75
30, 71
31, 82
32, 65
33, 62
34, 71
35, 65
36, 59
37, 66
38, 62
39, 54
40, 65
41, 56
42, 49
43, 63
44, 51
45, 40
46, 49
47, 56
48, 31
49, 44
50, 37
51, 37
52, 31
53, 52
54, 37
55, 35
56, 39
57, 42
58, 36
59, 43
60, 36
61, 37
62, 34
63, 29
64, 23
65, 23
66, 33
67, 30
68, 28
69, 31
70, 36
71, 27
72, 14
73, 33
74, 21
75, 19
76, 21
77, 27
78, 27
79, 28
80, 27
81, 25
82, 23
83, 10
84, 19
85, 25
86, 21
87, 15
88, 24
89, 14
90, 23
91, 14
92, 18
93, 16
94, 19
95, 27
96, 18
97, 20
98, 13
99, 18
100, 16
101, 21
102, 18
103, 19
104, 15
105, 20
106, 15
107, 12
108, 29
109, 19
110, 24
111, 9
112, 20
113, 20
114, 13
115, 14
116, 17
117, 20
118, 13
119, 11
120, 14
121, 17
122, 17
123, 18
124, 17
125, 19
126, 17
127, 20
128, 25
129, 10
130, 16
131, 18
132, 15
133, 14
134, 7
135, 9
136, 16
137, 13
138, 17
139, 16
140, 9
141, 12
142, 10
143, 13
144, 8
145, 10
146, 10
147, 10
148, 18
149, 11
150, 10
151, 13
152, 10
153, 15
154, 8
155, 14
156, 12
157, 10
158, 6
159, 10
160, 7
161, 13
162, 10
163, 10
164, 10
165, 6
166, 9
167, 13
168, 9
169, 8
170, 9
171, 8
172, 13
173, 11
174, 15
175, 8
176, 16
177, 2
178, 10
179, 8
180, 11
181, 8
182, 14
183, 8
184, 6
185, 7
186, 9
187, 8
188, 5
189, 12
190, 6
191, 5
192, 6
193, 6
194, 7
195, 13
196, 7
