Avalanche Grain Count,  Number Avalanches
1, 722665
2, 124153
3, 57657
4, 23043
5, 12711
6, 8341
7, 6011
8, 4772
9, 3847
10, 3280
11, 2863
12, 2610
13, 2226
14, 1955
15, 1813
16, 1559
17, 1413
18, 1232
19, 1128
20, 1108
21, 945
22, 856
23, 775
24, 761
25, 736
26, 605
27, 605
28, 586
29, 533
30, 501
31, 455
32, 418
33, 399
34, 381
35, 366
36, 324
37, 285
38, 313
39, 292
40, 260
41, 251
42, 215
43, 230
44, 197
45, 199
46, 200
47, 171
48, 189
49, 183
50, 139
51, 134
52, 156
53, 123
54, 122
55, 103
56, 99
57, 112
58, 84
59, 103
60, 90
61, 99
62, 96
63, 83
64, 71
65, 78
66, 69
67, 66
68, 47
69, 84
70, 55
71, 62
72, 43
73, 44
74, 42
75, 60
76, 45
77, 46
78, 31
79, 41
80, 37
81, 33
82, 38
83, 32
84, 31
85, 32
86, 31
87, 32
88, 28
89, 17
90, 21
91, 23
92, 24
93, 23
94, 23
95, 21
96, 19
97, 23
98, 16
99, 15
100, 10
101, 17
102, 19
103, 11
104, 15
105, 11
106, 10
107, 19
108, 8
109, 11
110, 17
111, 6
112, 8
113, 8
114, 13
115, 7
116, 12
117, 8
118, 9
119, 9
120, 6
121, 13
122, 8
123, 10
124, 5
125, 5
126, 8
127, 6
128, 6
129, 7
130, 8
131, 5
132, 4
133, 2
134, 5
135, 3
136, 3
137, 2
138, 4
139, 6
140, 1
141, 2
142, 4
143, 3
144, 3
145, 2
146, 2
148, 3
149, 1
151, 1
152, 2
153, 4
154, 2
155, 2
156, 3
157, 2
158, 3
159, 1
161, 1
162, 1
163, 1
165, 2
167, 1
168, 2
169, 1
170, 1
171, 1
172, 1
173, 2
174, 1
175, 1
176, 1
178, 1
179, 1
180, 3
181, 2
182, 1
183, 1
185, 2
188, 2
195, 1
200, 1
201, 1
202, 1
213, 1
214, 1
217, 1
224, 1
230, 1
234, 1
235, 1
246, 1
247, 1
249, 1
260, 1
283, 1
284, 1
295, 1
297, 1
298, 1
500, 1
