Avalanche Grain Count,  Number Avalanches
1, 41770
2, 7279
3, 5229
4, 5000
5, 5457
6, 4423
7, 3983
8, 3326
9, 2510
10, 1831
11, 1450
12, 1088
13, 893
14, 909
15, 728
16, 654
17, 648
18, 590
19, 584
20, 510
21, 484
22, 477
23, 396
24, 390
25, 346
26, 350
27, 295
28, 259
29, 259
30, 233
31, 234
32, 215
33, 208
34, 219
35, 170
36, 165
37, 172
38, 159
39, 159
40, 154
41, 119
42, 143
43, 126
44, 121
45, 104
46, 118
47, 121
48, 122
49, 114
50, 97
51, 102
52, 86
53, 74
54, 82
55, 86
56, 83
57, 89
58, 86
59, 70
60, 56
61, 74
62, 73
63, 71
64, 59
65, 52
66, 69
67, 70
68, 65
69, 58
70, 46
71, 51
72, 61
73, 46
74, 52
75, 51
76, 62
77, 53
78, 47
79, 41
80, 31
81, 38
82, 47
83, 35
84, 49
85, 29
86, 31
87, 30
88, 39
89, 42
90, 23
91, 30
92, 32
93, 29
94, 35
95, 27
96, 31
97, 26
98, 24
99, 23
100, 31
101, 19
102, 33
103, 21
104, 22
105, 22
106, 29
107, 18
108, 18
109, 30
110, 15
111, 30
112, 24
113, 25
114, 23
115, 17
116, 23
117, 19
118, 23
119, 15
120, 23
121, 11
122, 14
123, 17
124, 20
125, 17
126, 11
127, 13
128, 19
129, 17
130, 17
131, 22
132, 12
133, 22
134, 12
135, 14
136, 14
137, 18
138, 13
139, 12
140, 7
141, 12
142, 10
143, 14
144, 13
145, 13
146, 13
147, 10
148, 15
149, 15
150, 9
151, 14
152, 10
153, 8
154, 10
155, 8
156, 10
157, 13
158, 11
159, 7
160, 4
161, 13
162, 5
163, 10
164, 9
165, 11
166, 15
167, 10
168, 8
169, 10
170, 7
171, 8
172, 6
173, 5
174, 8
175, 10
176, 8
177, 4
178, 9
179, 8
180, 3
181, 7
182, 8
183, 10
184, 11
185, 7
186, 5
187, 9
188, 10
189, 5
190, 11
191, 6
192, 3
193, 12
194, 7
195, 9
196, 5
197, 1
198, 5
199, 7
200, 5
201, 11
202, 3
203, 5
204, 5
205, 4
206, 2
207, 7
208, 7
209, 6
210, 9
211, 4
212, 7
213, 6
214, 4
215, 3
216, 5
217, 7
218, 4
219, 6
220, 8
221, 5
222, 3
223, 9
224, 7
225, 2
226, 7
227, 9
228, 3
229, 2
230, 6
231, 5
232, 9
233, 2
234, 2
235, 6
236, 3
237, 6
238, 1
239, 4
240, 5
241, 4
243, 5
244, 6
245, 5
246, 3
247, 7
248, 2
249, 8
250, 9
251, 3
252, 5
253, 4
254, 3
255, 3
256, 2
257, 5
258, 5
259, 2
260, 4
261, 6
262, 5
263, 2
264, 1
265, 1
266, 4
267, 3
268, 1
269, 4
270, 3
271, 5
272, 1
273, 2
274, 2
275, 2
276, 2
277, 6
278, 1
279, 3
280, 5
281, 4
282, 4
284, 4
286, 3
287, 1
288, 2
289, 4
290, 3
291, 2
292, 1
293, 4
294, 1
295, 4
297, 3
298, 2
299, 5
300, 2
301, 3
302, 2
303, 2
304, 1
305, 2
306, 2
307, 1
308, 2
309, 3
310, 2
311, 2
312, 4
313, 5
314, 2
315, 2
316, 2
317, 2
318, 1
319, 3
320, 2
321, 1
322, 2
323, 1
324, 1
325, 3
326, 4
328, 4
329, 1
330, 1
331, 1
332, 1
333, 3
334, 1
335, 1
336, 1
337, 1
338, 3
339, 2
341, 2
342, 1
343, 3
344, 1
345, 1
347, 2
348, 3
349, 1
350, 1
351, 1
353, 2
354, 1
355, 1
357, 1
358, 1
360, 2
361, 1
363, 5
364, 1
365, 1
367, 2
368, 2
370, 1
373, 2
375, 1
377, 1
378, 2
381, 1
382, 1
383, 2
384, 1
385, 2
386, 1
387, 1
390, 1
391, 1
392, 4
394, 1
396, 1
397, 2
399, 2
400, 4
401, 1
402, 1
403, 1
404, 2
405, 2
406, 1
407, 1
408, 1
409, 1
410, 2
411, 2
412, 2
414, 1
416, 3
417, 3
418, 2
419, 1
420, 2
421, 1
422, 2
423, 2
424, 3
425, 1
426, 1
427, 2
428, 1
431, 1
434, 2
436, 1
437, 1
439, 1
440, 4
441, 3
442, 1
443, 1
446, 1
448, 1
453, 1
454, 2
456, 1
457, 2
460, 1
465, 1
466, 2
467, 1
468, 2
469, 2
471, 1
472, 4
474, 2
476, 1
477, 2
478, 3
479, 2
480, 1
481, 1
483, 3
485, 1
486, 1
489, 2
493, 2
494, 1
497, 1
499, 1
501, 1
503, 2
504, 1
505, 1
506, 1
513, 1
517, 1
518, 1
520, 1
521, 3
522, 3
523, 1
524, 1
526, 1
529, 1
531, 1
535, 1
536, 1
538, 2
540, 1
541, 2
543, 1
547, 1
550, 3
553, 2
557, 1
563, 1
564, 1
568, 1
574, 1
582, 1
583, 1
586, 2
591, 1
595, 1
596, 1
611, 1
613, 1
614, 1
623, 1
625, 2
629, 1
632, 1
637, 1
645, 1
647, 1
648, 1
655, 1
657, 1
663, 1
665, 1
678, 1
686, 1
692, 1
713, 1
722, 1
725, 2
731, 1
732, 1
742, 1
759, 1
782, 2
790, 1
791, 1
827, 1
839, 1
850, 1
953, 1
