Avalanche Movement, Number Avalanches
5, 10176
6, 9204
7, 10180
8, 10922
9, 10993
10, 9645
11, 6399
12, 5467
13, 4237
14, 4422
15, 1295
16, 911
17, 701
18, 672
19, 525
20, 468
21, 435
22, 358
23, 335
24, 313
25, 308
26, 288
27, 287
28, 287
29, 234
30, 230
31, 209
32, 216
33, 187
34, 183
35, 176
36, 138
37, 166
38, 178
39, 124
40, 128
41, 128
42, 126
43, 130
44, 133
45, 110
46, 117
47, 118
48, 114
49, 118
50, 92
51, 108
52, 87
53, 92
54, 87
55, 98
56, 93
57, 74
58, 68
59, 59
60, 84
61, 69
62, 65
63, 65
64, 61
65, 72
66, 77
67, 69
68, 55
69, 64
70, 51
71, 62
72, 50
73, 53
74, 55
75, 58
76, 57
77, 64
78, 65
79, 59
80, 45
81, 48
82, 57
83, 51
84, 43
85, 59
86, 45
87, 46
88, 46
89, 41
90, 44
91, 45
92, 44
93, 53
94, 40
95, 35
96, 40
97, 39
98, 42
99, 35
100, 39
101, 33
102, 36
103, 43
104, 36
105, 43
106, 51
107, 32
108, 39
109, 37
110, 25
111, 30
112, 37
113, 32
114, 26
115, 23
116, 30
117, 33
118, 33
119, 44
120, 33
121, 36
122, 31
123, 43
124, 32
125, 24
126, 31
127, 34
128, 28
129, 30
130, 22
131, 36
132, 32
133, 25
134, 27
135, 20
136, 21
137, 24
138, 28
139, 22
140, 34
141, 31
142, 26
143, 18
144, 18
145, 25
146, 24
147, 26
148, 28
149, 28
150, 26
151, 29
152, 17
153, 22
154, 18
155, 30
156, 23
157, 22
158, 21
159, 26
160, 18
161, 22
162, 17
163, 18
164, 29
165, 23
166, 9
167, 17
168, 22
169, 19
170, 15
171, 18
172, 18
173, 14
174, 22
175, 11
176, 16
177, 22
178, 18
179, 19
180, 18
181, 19
182, 12
183, 18
184, 17
185, 20
186, 22
187, 9
188, 18
189, 20
190, 20
191, 23
192, 22
193, 16
194, 13
195, 18
196, 12
197, 12
198, 11
199, 14
200, 15
201, 19
202, 12
203, 20
204, 17
205, 12
206, 8
207, 21
208, 16
209, 9
210, 15
211, 18
212, 14
213, 9
214, 14
215, 14
216, 13
217, 10
218, 12
219, 12
220, 19
221, 13
222, 6
223, 13
224, 14
225, 16
226, 14
227, 14
228, 10
229, 12
230, 10
231, 10
232, 9
233, 14
234, 14
235, 11
236, 16
237, 15
238, 14
239, 12
240, 15
241, 14
242, 6
243, 12
244, 9
245, 14
246, 10
247, 10
248, 16
249, 13
250, 12
251, 11
252, 11
253, 6
254, 11
255, 24
256, 12
257, 10
258, 5
259, 13
260, 5
261, 10
262, 14
263, 17
264, 8
265, 11
266, 7
267, 12
268, 4
269, 6
270, 7
271, 7
272, 13
273, 4
274, 5
275, 5
276, 10
277, 7
278, 11
279, 10
280, 15
281, 11
282, 10
283, 8
284, 7
285, 6
286, 8
287, 4
288, 15
289, 7
290, 8
291, 11
292, 9
293, 7
294, 11
295, 6
296, 4
297, 7
298, 12
299, 7
300, 5
301, 8
302, 8
303, 5
304, 5
305, 4
306, 7
307, 8
308, 3
309, 8
310, 6
311, 8
312, 13
313, 11
314, 8
315, 9
316, 6
317, 9
318, 4
319, 8
320, 4
321, 11
322, 11
323, 8
324, 4
325, 12
326, 5
327, 8
328, 6
329, 6
330, 5
331, 3
332, 9
333, 11
334, 3
335, 7
336, 5
337, 5
338, 8
339, 4
340, 6
341, 11
342, 4
343, 8
344, 7
345, 4
346, 9
347, 8
348, 2
349, 9
350, 5
351, 6
352, 6
353, 8
354, 4
355, 6
356, 3
357, 4
358, 2
359, 5
360, 11
361, 2
362, 3
363, 7
364, 5
365, 6
366, 6
367, 3
368, 6
369, 7
370, 4
371, 7
372, 6
373, 3
374, 8
375, 3
376, 7
377, 8
378, 4
379, 5
380, 4
381, 4
382, 4
383, 6
384, 9
385, 4
386, 4
387, 3
388, 2
389, 2
390, 5
391, 4
392, 1
393, 1
394, 5
395, 4
396, 6
397, 6
398, 10
399, 1
400, 1
401, 1
402, 6
403, 6
404, 6
405, 2
406, 5
407, 7
408, 3
409, 2
410, 2
411, 5
412, 5
413, 5
414, 2
415, 2
416, 6
417, 5
419, 5
420, 4
421, 9
422, 5
423, 4
424, 2
425, 3
426, 7
427, 4
428, 3
429, 6
430, 3
431, 5
432, 2
433, 2
434, 3
435, 3
436, 5
437, 1
438, 4
439, 7
440, 4
442, 5
444, 5
445, 4
446, 3
447, 3
448, 2
449, 5
451, 4
452, 1
453, 4
454, 3
456, 2
457, 1
458, 2
459, 5
460, 3
461, 2
462, 1
463, 2
464, 6
465, 1
466, 4
467, 3
468, 2
469, 2
471, 2
472, 2
473, 5
474, 6
475, 5
477, 3
478, 1
479, 5
480, 4
481, 3
482, 4
483, 5
484, 4
485, 3
486, 3
487, 2
488, 3
489, 7
491, 4
492, 1
493, 1
494, 1
495, 1
496, 4
497, 2
498, 3
499, 2
500, 2
501, 1
502, 3
503, 2
504, 2
506, 5
507, 1
508, 2
509, 3
510, 2
511, 3
512, 2
513, 3
514, 4
515, 2
516, 1
517, 1
518, 3
519, 2
521, 4
522, 2
523, 1
524, 5
525, 1
526, 1
527, 1
528, 2
529, 3
530, 3
531, 2
532, 2
533, 2
535, 4
536, 1
537, 5
538, 2
539, 1
541, 1
542, 2
543, 2
545, 1
546, 2
547, 2
548, 2
549, 4
550, 1
551, 1
554, 1
556, 2
558, 1
559, 1
561, 2
562, 1
563, 4
564, 1
565, 1
566, 3
567, 2
569, 3
570, 2
571, 3
572, 1
573, 2
576, 1
577, 6
578, 3
579, 3
580, 1
581, 2
582, 4
583, 2
584, 4
586, 1
587, 1
589, 5
590, 3
591, 1
592, 3
593, 1
594, 2
595, 2
596, 1
597, 2
601, 1
602, 3
603, 2
604, 1
605, 1
606, 2
609, 1
610, 1
611, 2
613, 1
615, 1
616, 2
618, 2
619, 1
620, 1
621, 1
622, 2
623, 1
625, 2
626, 1
627, 2
628, 1
629, 1
630, 1
632, 2
633, 2
634, 1
636, 2
640, 1
641, 1
642, 2
643, 1
644, 2
645, 1
646, 1
648, 2
649, 1
650, 1
651, 2
655, 1
657, 1
658, 1
659, 1
661, 3
662, 1
663, 2
666, 1
668, 1
672, 1
673, 2
674, 1
675, 1
676, 1
678, 1
680, 1
682, 1
683, 1
684, 2
686, 1
688, 1
690, 4
692, 1
693, 1
694, 1
697, 2
699, 1
700, 1
703, 1
707, 1
709, 1
720, 1
724, 1
725, 2
728, 1
732, 1
736, 1
739, 2
745, 1
746, 1
754, 1
756, 1
759, 1
763, 1
764, 3
769, 2
771, 1
772, 1
775, 1
776, 1
777, 1
778, 1
780, 1
781, 1
784, 2
791, 1
793, 1
794, 1
795, 1
799, 2
801, 1
803, 1
805, 1
807, 2
809, 2
811, 1
814, 1
817, 1
818, 1
820, 1
821, 1
826, 1
827, 1
829, 2
830, 3
831, 2
836, 1
837, 1
842, 1
851, 1
852, 2
861, 1
865, 1
866, 1
872, 1
873, 1
875, 1
880, 1
887, 1
896, 1
897, 1
914, 1
920, 3
921, 1
929, 1
935, 2
938, 1
946, 2
952, 1
960, 1
972, 2
980, 1
983, 1
985, 1
1012, 1
1013, 1
1016, 1
1021, 1
1034, 1
1067, 1
1070, 1
1072, 1
1078, 1
1079, 1
1088, 2
1089, 1
1107, 1
1119, 1
1160, 1
1181, 1
1190, 1
1211, 1
1218, 1
1227, 1
1229, 1
1401, 1
1695, 1
