Avalanche Magnitude, Number Avalanches
6, 1388
7, 2687
8, 4207
9, 5192
10, 7387
11, 9104
12, 5645
13, 4819
14, 2665
15, 3082
16, 2079
17, 1513
18, 1750
19, 2074
20, 4065
21, 2221
22, 1800
23, 1139
24, 1312
25, 1088
26, 1858
27, 690
28, 1572
29, 708
30, 1445
31, 975
32, 1116
33, 2267
34, 1645
35, 1380
36, 571
37, 51
38, 240
39, 243
40, 208
41, 39
42, 535
43, 36
44, 441
45, 353
46, 379
47, 19
48, 665
49, 9
50, 148
51, 278
52, 146
53, 7
54, 347
55, 4
56, 198
57, 157
58, 82
59, 4
60, 288
61, 1
62, 75
63, 115
64, 209
65, 9
66, 174
67, 1
68, 251
69, 107
70, 186
72, 423
74, 39
75, 198
76, 159
77, 3
78, 149
79, 1
80, 208
81, 76
82, 25
83, 1
84, 170
85, 48
86, 26
87, 59
88, 105
90, 130
92, 68
93, 32
94, 27
95, 63
96, 127
98, 15
99, 34
100, 160
102, 78
104, 86
105, 111
106, 10
108, 160
110, 82
111, 64
112, 71
114, 64
115, 42
116, 59
117, 18
118, 13
119, 6
120, 131
122, 8
123, 7
124, 36
125, 32
126, 70
128, 28
129, 10
130, 26
132, 95
133, 8
134, 8
135, 51
136, 21
138, 55
140, 81
141, 14
142, 4
144, 77
145, 27
146, 1
147, 45
148, 35
150, 79
152, 26
153, 14
154, 32
155, 19
156, 51
158, 1
159, 5
160, 32
161, 47
162, 29
164, 11
165, 23
168, 88
170, 19
171, 6
172, 8
174, 36
175, 56
176, 16
177, 5
180, 53
182, 30
183, 12
184, 34
185, 8
186, 27
188, 3
189, 46
190, 12
192, 62
195, 19
196, 32
198, 22
200, 54
201, 7
202, 1
203, 22
204, 30
205, 4
207, 14
208, 38
210, 35
212, 5
213, 3
215, 5
216, 63
217, 21
219, 6
220, 9
222, 11
224, 52
225, 25
228, 24
230, 6
231, 15
232, 39
234, 39
235, 5
236, 5
237, 1
238, 12
240, 44
243, 28
244, 6
245, 12
246, 9
248, 17
249, 2
250, 12
252, 56
255, 3
256, 27
258, 8
259, 9
260, 18
261, 23
264, 33
265, 7
266, 15
267, 2
268, 6
270, 30
272, 24
273, 7
275, 5
276, 9
279, 22
280, 43
282, 6
284, 5
285, 4
286, 7
287, 9
288, 36
290, 23
291, 1
292, 2
294, 9
295, 2
296, 24
297, 19
300, 39
301, 6
303, 1
304, 18
306, 9
308, 18
309, 1
310, 18
312, 10
315, 29
316, 3
318, 4
319, 12
320, 33
322, 1
324, 20
325, 2
328, 12
329, 1
330, 42
332, 1
333, 9
335, 3
336, 15
339, 1
340, 21
341, 14
342, 17
343, 2
344, 6
345, 9
348, 6
350, 23
351, 7
352, 22
354, 2
355, 5
356, 1
357, 1
360, 33
363, 19
364, 8
365, 1
366, 3
368, 1
369, 7
370, 11
372, 18
374, 19
375, 7
376, 7
378, 5
380, 15
384, 14
385, 17
387, 7
390, 14
392, 5
395, 1
396, 32
400, 13
402, 5
403, 3
404, 1
405, 5
407, 8
408, 21
410, 7
413, 1
414, 4
415, 2
416, 2
418, 7
420, 35
423, 2
424, 1
425, 3
427, 1
428, 2
429, 13
430, 9
432, 18
434, 3
435, 2
436, 1
438, 4
440, 20
441, 3
442, 13
444, 18
445, 2
448, 8
450, 15
451, 9
455, 19
456, 17
460, 8
462, 11
464, 1
468, 31
470, 7
472, 1
473, 3
474, 2
475, 1
476, 8
477, 2
480, 12
481, 11
483, 3
484, 6
485, 1
486, 5
488, 4
490, 10
492, 11
494, 16
495, 8
497, 2
498, 3
500, 3
504, 28
505, 3
506, 4
507, 13
510, 6
511, 3
512, 1
513, 1
515, 1
516, 8
517, 7
518, 15
520, 8
522, 5
525, 6
528, 19
530, 2
531, 1
532, 11
533, 4
534, 3
535, 1
536, 1
539, 4
540, 16
545, 1
546, 31
549, 1
550, 5
552, 8
553, 1
555, 4
558, 3
559, 6
560, 16
561, 1
564, 7
565, 1
567, 4
568, 1
570, 14
572, 8
574, 14
575, 1
576, 13
580, 3
581, 1
582, 1
584, 1
585, 10
588, 11
592, 6
594, 8
595, 1
598, 5
600, 29
602, 7
608, 7
609, 1
611, 2
612, 6
615, 10
616, 12
623, 1
624, 12
629, 1
630, 18
632, 1
636, 3
637, 7
638, 1
640, 8
644, 7
645, 6
646, 1
648, 3
650, 5
651, 1
654, 1
656, 16
657, 1
658, 9
660, 8
663, 9
664, 1
665, 3
666, 1
671, 1
672, 16
675, 7
676, 1
679, 2
680, 8
684, 3
686, 2
688, 18
689, 3
690, 7
693, 1
696, 3
697, 3
700, 4
702, 4
704, 16
705, 5
707, 2
708, 1
711, 1
714, 8
720, 20
726, 1
728, 4
730, 2
731, 8
732, 2
735, 7
736, 12
738, 4
741, 1
742, 3
744, 5
