Avalanche Grain Count,  Number Avalanches
1, 74290
2, 8749
3, 3866
4, 2024
5, 1097
6, 816
7, 628
8, 511
9, 406
10, 322
11, 274
12, 260
13, 212
14, 180
15, 183
16, 193
17, 154
18, 146
19, 129
20, 118
21, 110
22, 101
23, 100
24, 100
25, 98
26, 88
27, 83
28, 76
29, 82
30, 56
31, 77
32, 63
33, 49
34, 71
35, 62
36, 72
37, 49
38, 53
39, 52
40, 51
41, 47
42, 43
43, 50
44, 56
45, 39
46, 44
47, 29
48, 46
49, 52
50, 47
51, 38
52, 27
53, 41
54, 49
55, 36
56, 32
57, 40
58, 22
59, 34
60, 36
61, 15
62, 29
63, 31
64, 25
65, 29
66, 32
67, 23
68, 28
69, 32
70, 36
71, 33
72, 25
73, 28
74, 26
75, 17
76, 26
77, 25
78, 18
79, 22
80, 27
81, 18
82, 20
83, 22
84, 26
85, 25
86, 15
87, 20
88, 22
89, 20
90, 15
91, 20
92, 17
93, 11
94, 28
95, 15
96, 18
97, 12
98, 23
99, 19
100, 15
101, 16
102, 21
103, 15
104, 17
105, 17
106, 12
107, 16
108, 15
109, 16
110, 14
111, 11
112, 13
113, 16
114, 14
115, 13
116, 14
117, 10
118, 18
119, 17
120, 13
121, 12
122, 15
123, 9
124, 18
125, 11
126, 9
127, 16
128, 9
129, 6
130, 11
131, 14
132, 16
133, 11
134, 14
135, 14
136, 12
137, 6
138, 12
139, 11
140, 10
141, 7
142, 12
143, 12
144, 9
145, 11
146, 13
147, 10
148, 11
149, 11
150, 6
151, 13
152, 9
153, 7
154, 12
155, 9
156, 15
157, 10
158, 12
159, 10
160, 9
161, 10
162, 11
163, 10
164, 6
165, 9
166, 13
167, 7
168, 4
169, 7
170, 9
171, 13
172, 12
173, 9
174, 5
175, 9
176, 3
177, 7
178, 9
179, 11
180, 14
181, 5
182, 7
183, 6
184, 7
185, 6
186, 12
187, 9
188, 10
189, 7
190, 5
191, 5
192, 10
193, 3
194, 7
195, 2
196, 4
197, 3
198, 8
199, 4
200, 5
201, 9
202, 4
203, 5
204, 10
205, 5
206, 4
207, 5
208, 5
209, 7
210, 5
211, 15
212, 8
213, 13
214, 6
215, 5
216, 5
217, 6
218, 6
219, 6
220, 5
221, 5
222, 6
223, 8
224, 5
225, 4
226, 7
227, 8
228, 8
229, 5
230, 3
231, 7
232, 6
233, 7
234, 8
235, 7
236, 7
237, 4
238, 4
239, 5
240, 6
241, 7
242, 7
243, 4
244, 3
245, 3
246, 2
247, 4
248, 4
249, 10
250, 3
251, 4
252, 4
253, 5
254, 5
255, 1
256, 5
257, 7
258, 4
259, 5
260, 1
261, 5
262, 3
263, 7
264, 5
265, 3
266, 4
267, 1
268, 5
269, 5
270, 5
271, 4
272, 5
273, 4
274, 2
275, 1
276, 1
277, 5
278, 6
279, 5
280, 4
281, 6
282, 2
283, 1
284, 3
285, 1
286, 2
287, 2
288, 8
290, 5
291, 10
292, 3
293, 5
294, 2
295, 5
296, 1
297, 9
298, 4
299, 6
300, 2
301, 3
302, 1
303, 5
304, 5
305, 4
306, 1
307, 3
308, 6
309, 4
310, 5
311, 4
312, 6
313, 2
314, 4
315, 2
316, 6
317, 2
318, 5
319, 7
320, 4
321, 3
322, 1
323, 1
324, 3
325, 3
326, 5
327, 2
328, 3
329, 3
330, 3
331, 2
332, 3
333, 6
334, 3
335, 1
336, 3
337, 1
338, 5
339, 2
341, 4
342, 1
343, 4
344, 3
346, 2
347, 1
348, 5
349, 2
350, 1
352, 2
353, 6
354, 1
355, 4
356, 4
357, 1
358, 2
359, 1
360, 4
361, 3
362, 5
363, 1
364, 2
365, 2
366, 2
367, 4
368, 4
369, 3
370, 3
371, 2
372, 1
373, 1
374, 5
375, 3
376, 2
377, 2
378, 1
379, 3
380, 2
381, 3
382, 2
383, 1
384, 1
385, 4
386, 5
387, 1
388, 2
390, 1
391, 2
392, 1
393, 2
394, 2
396, 4
398, 1
400, 2
403, 2
404, 2
405, 1
406, 2
407, 1
408, 3
411, 1
412, 4
413, 4
415, 5
416, 2
417, 6
418, 3
419, 1
421, 1
422, 4
423, 2
424, 1
425, 4
427, 4
428, 1
429, 2
430, 1
431, 1
433, 2
434, 1
435, 1
436, 2
437, 1
438, 1
439, 2
440, 2
441, 2
443, 1
445, 1
446, 1
447, 1
448, 2
449, 1
450, 3
451, 4
452, 4
453, 2
454, 5
456, 2
457, 1
458, 2
459, 1
460, 2
461, 3
462, 1
463, 2
464, 3
465, 2
466, 1
467, 1
470, 2
472, 1
473, 2
475, 1
476, 2
477, 2
478, 1
479, 1
480, 3
481, 1
483, 1
486, 1
488, 4
491, 1
493, 2
494, 1
495, 1
496, 1
497, 3
498, 1
499, 1
500, 1
501, 1
506, 1
507, 3
509, 2
510, 1
511, 2
512, 3
513, 2
515, 1
516, 2
517, 2
518, 2
519, 2
522, 1
523, 1
528, 2
530, 2
531, 1
532, 3
536, 1
538, 1
540, 2
543, 1
544, 1
545, 2
546, 1
548, 1
549, 2
550, 1
551, 2
552, 2
554, 2
555, 2
557, 1
558, 1
559, 2
566, 2
568, 1
569, 1
570, 1
571, 1
572, 1
573, 1
575, 2
576, 1
578, 1
579, 1
582, 2
584, 2
585, 1
586, 1
589, 1
591, 1
597, 1
598, 1
601, 1
602, 1
603, 3
604, 1
606, 1
607, 1
614, 1
615, 1
617, 1
618, 1
620, 2
621, 1
622, 2
625, 1
626, 1
636, 1
638, 1
639, 2
644, 1
646, 1
647, 1
652, 1
654, 1
655, 1
657, 1
658, 2
660, 1
662, 1
663, 1
664, 1
667, 1
669, 1
674, 3
678, 1
686, 2
693, 1
694, 1
696, 3
697, 1
699, 1
700, 1
701, 1
703, 2
709, 3
710, 1
712, 2
714, 1
716, 1
719, 1
