Avalanche Movement, Number Avalanches
5, 3009
6, 13060
7, 7301
8, 10016
9, 8945
10, 9073
11, 9209
12, 7151
13, 5566
14, 6893
15, 1370
16, 1008
17, 809
18, 634
19, 607
20, 484
21, 476
22, 427
23, 416
24, 394
25, 351
26, 319
27, 303
28, 317
29, 274
30, 266
31, 262
32, 235
33, 215
34, 221
35, 233
36, 222
37, 198
38, 168
39, 194
40, 183
41, 168
42, 162
43, 147
44, 167
45, 141
46, 158
47, 126
48, 142
49, 135
50, 128
51, 150
52, 122
53, 120
54, 104
55, 94
56, 115
57, 104
58, 67
59, 96
60, 88
61, 91
62, 75
63, 77
64, 85
65, 73
66, 71
67, 60
68, 86
69, 65
70, 64
71, 72
72, 57
73, 59
74, 64
75, 56
76, 56
77, 58
78, 61
79, 57
80, 61
81, 61
82, 68
83, 62
84, 52
85, 58
86, 46
87, 46
88, 62
89, 43
90, 47
91, 56
92, 42
93, 40
94, 32
95, 31
96, 45
97, 44
98, 29
99, 48
100, 33
101, 32
102, 40
103, 39
104, 41
105, 34
106, 37
107, 39
108, 32
109, 34
110, 29
111, 23
112, 40
113, 42
114, 34
115, 26
116, 45
117, 34
118, 34
119, 31
120, 31
121, 38
122, 24
123, 30
124, 30
125, 21
126, 20
127, 24
128, 24
129, 27
130, 24
131, 23
132, 32
133, 24
134, 18
135, 21
136, 30
137, 17
138, 27
139, 28
140, 24
141, 28
142, 22
143, 19
144, 24
145, 21
146, 16
147, 24
148, 28
149, 27
150, 19
151, 26
152, 15
153, 14
154, 16
155, 8
156, 15
157, 25
158, 21
159, 17
160, 21
161, 24
162, 21
163, 14
164, 18
165, 21
166, 16
167, 14
168, 11
169, 12
170, 15
171, 20
172, 18
173, 23
174, 12
175, 14
176, 13
177, 7
178, 28
179, 12
180, 17
181, 14
182, 17
183, 15
184, 13
185, 18
186, 17
187, 10
188, 14
189, 13
190, 14
191, 9
192, 15
193, 12
194, 13
195, 11
196, 8
197, 17
198, 15
199, 14
200, 14
201, 14
202, 13
203, 13
204, 7
205, 11
206, 13
207, 12
208, 16
209, 12
210, 14
211, 10
212, 20
213, 16
214, 14
215, 13
216, 11
217, 11
218, 8
219, 10
220, 11
221, 4
222, 5
223, 16
224, 11
225, 10
226, 10
227, 8
228, 9
229, 9
230, 15
231, 12
232, 9
233, 17
234, 10
235, 10
236, 10
237, 7
238, 9
239, 13
240, 10
241, 7
242, 16
243, 9
244, 8
245, 10
246, 7
247, 11
248, 5
249, 13
250, 9
251, 8
252, 8
253, 8
254, 6
255, 7
256, 3
257, 9
258, 5
259, 5
260, 8
261, 12
262, 14
263, 7
264, 9
265, 6
266, 12
267, 6
268, 9
269, 9
270, 10
271, 9
272, 12
273, 6
274, 9
275, 14
276, 5
277, 14
278, 11
279, 8
280, 9
281, 6
282, 8
283, 5
284, 9
285, 5
286, 4
287, 12
288, 5
289, 7
290, 5
291, 6
292, 6
293, 10
294, 6
295, 3
296, 4
297, 6
298, 7
299, 5
300, 9
301, 10
302, 9
303, 12
304, 5
305, 8
306, 6
307, 5
308, 8
309, 7
310, 6
311, 9
312, 5
313, 4
314, 7
315, 9
316, 6
317, 5
318, 4
319, 6
320, 7
321, 7
322, 9
323, 7
324, 10
325, 4
326, 8
327, 4
328, 9
329, 4
330, 3
331, 6
332, 3
333, 4
334, 3
335, 6
336, 9
337, 5
338, 7
339, 6
340, 15
341, 6
342, 3
343, 1
344, 8
345, 3
346, 5
347, 7
348, 3
349, 5
350, 5
351, 7
352, 4
353, 3
354, 4
355, 7
356, 4
357, 3
358, 2
359, 3
360, 7
361, 4
362, 7
363, 8
364, 4
365, 3
366, 4
367, 2
368, 1
369, 7
370, 8
371, 2
372, 5
373, 3
374, 6
375, 4
376, 4
377, 6
378, 1
379, 4
380, 4
381, 3
382, 5
383, 5
384, 3
385, 6
386, 3
387, 5
389, 9
390, 3
391, 3
392, 2
393, 6
394, 3
395, 3
396, 6
397, 6
398, 9
399, 4
400, 1
401, 5
402, 5
403, 5
404, 4
405, 5
406, 2
407, 3
408, 3
409, 2
410, 3
411, 4
412, 4
414, 6
415, 2
416, 1
417, 5
418, 4
419, 3
420, 1
421, 2
422, 4
423, 3
425, 3
427, 6
428, 1
429, 4
430, 3
431, 4
432, 4
433, 1
434, 3
435, 1
436, 4
437, 1
438, 3
439, 4
440, 6
441, 5
442, 1
443, 2
444, 3
445, 3
448, 1
449, 3
451, 3
452, 5
453, 1
454, 4
455, 1
456, 4
457, 3
458, 2
459, 3
460, 2
461, 1
462, 3
463, 3
464, 4
465, 1
466, 3
467, 2
468, 2
469, 1
470, 2
471, 3
472, 3
473, 3
474, 2
475, 1
476, 2
477, 3
478, 3
480, 4
481, 2
482, 4
484, 5
485, 3
486, 1
487, 4
488, 2
489, 2
490, 2
494, 2
495, 2
496, 4
497, 5
498, 3
499, 1
500, 2
502, 1
503, 3
504, 2
505, 1
506, 3
507, 5
508, 5
509, 1
510, 2
511, 1
512, 7
514, 2
515, 3
516, 2
517, 2
518, 1
519, 2
520, 3
521, 1
522, 3
524, 1
525, 2
526, 2
527, 2
528, 5
529, 2
531, 2
532, 2
533, 2
534, 2
535, 1
536, 1
537, 1
538, 1
539, 2
540, 1
541, 2
543, 1
545, 2
546, 1
547, 2
548, 2
550, 1
551, 1
552, 1
553, 1
554, 2
555, 3
556, 1
557, 2
558, 1
559, 3
560, 2
561, 4
562, 1
563, 1
564, 3
565, 2
567, 3
568, 1
569, 1
570, 2
571, 1
573, 3
574, 2
576, 1
577, 2
578, 2
579, 1
580, 2
582, 2
583, 1
584, 2
586, 2
587, 2
588, 1
589, 3
592, 1
593, 1
594, 3
595, 1
596, 1
597, 2
599, 1
600, 2
602, 1
603, 2
604, 4
605, 2
607, 1
608, 1
609, 1
610, 1
611, 1
612, 1
615, 1
616, 1
617, 2
620, 1
621, 2
624, 1
625, 2
627, 1
629, 1
630, 1
631, 5
632, 1
633, 4
634, 3
635, 2
636, 1
637, 2
639, 1
641, 1
642, 2
644, 4
645, 1
646, 2
648, 2
650, 3
651, 2
653, 1
655, 1
656, 1
657, 1
658, 1
660, 2
662, 2
664, 3
666, 1
669, 1
670, 1
671, 1
673, 1
674, 1
675, 2
677, 1
678, 1
679, 1
680, 2
681, 2
682, 1
684, 2
685, 3
687, 4
688, 2
689, 1
690, 1
692, 2
693, 1
694, 1
695, 1
698, 1
700, 1
701, 1
703, 2
710, 1
711, 1
712, 1
713, 1
714, 2
715, 1
717, 1
718, 1
723, 2
724, 1
725, 4
728, 1
730, 1
732, 1
733, 1
734, 2
735, 3
737, 1
741, 2
746, 3
747, 1
748, 1
749, 1
750, 3
753, 1
754, 1
756, 1
761, 1
762, 2
768, 1
772, 2
776, 1
777, 1
780, 1
787, 1
790, 5
792, 1
793, 1
794, 1
798, 1
800, 1
803, 1
804, 1
808, 2
811, 1
812, 2
814, 1
816, 1
821, 1
823, 2
824, 1
825, 1
826, 1
827, 1
828, 1
830, 1
835, 1
838, 1
841, 2
842, 1
843, 1
845, 2
847, 1
854, 1
863, 1
866, 1
867, 1
869, 1
870, 1
871, 1
873, 1
874, 1
876, 1
880, 1
882, 1
885, 1
889, 1
890, 1
892, 1
896, 1
897, 2
900, 2
914, 1
922, 1
946, 1
949, 1
953, 1
954, 1
956, 2
960, 1
963, 1
970, 1
971, 1
972, 1
976, 1
1002, 1
1008, 2
1011, 1
1018, 1
1019, 1
1050, 1
1065, 1
1067, 1
1068, 1
1091, 1
1104, 1
1123, 1
1128, 1
1160, 1
1161, 1
1172, 1
1208, 1
1247, 1
1263, 1
1303, 1
1313, 1
1322, 1
1374, 1
1379, 1
1427, 1
1450, 1
1760, 1
