Avalanche Movement, Number Avalanches
21, 673
22, 7371
23, 6322
24, 6026
25, 5800
26, 9789
27, 6759
28, 4765
29, 3686
30, 3641
31, 3029
32, 2292
33, 2798
34, 1692
35, 1607
36, 1568
37, 1468
38, 1290
39, 1240
40, 911
41, 748
42, 699
43, 586
44, 593
45, 579
46, 590
47, 513
48, 398
49, 322
50, 352
51, 387
52, 322
53, 305
54, 359
55, 392
56, 303
57, 315
58, 271
59, 317
60, 295
61, 584
62, 325
63, 308
64, 327
65, 226
66, 230
67, 381
68, 281
69, 557
70, 376
71, 399
72, 448
73, 339
74, 374
75, 530
76, 413
77, 378
78, 347
79, 304
80, 192
81, 211
82, 188
83, 166
84, 295
85, 177
86, 163
87, 141
88, 122
89, 135
90, 136
91, 110
92, 99
93, 124
94, 122
95, 108
96, 128
97, 216
98, 149
99, 129
100, 84
101, 99
102, 94
103, 106
104, 210
105, 127
106, 132
107, 144
108, 169
109, 92
110, 73
111, 79
112, 116
113, 103
114, 82
115, 112
116, 327
117, 208
118, 257
119, 229
120, 400
121, 206
122, 74
123, 45
124, 52
125, 43
126, 46
127, 43
128, 40
129, 36
130, 36
131, 34
132, 33
133, 32
134, 28
135, 25
136, 29
137, 28
138, 24
139, 23
140, 29
141, 23
142, 24
143, 21
144, 27
145, 19
146, 25
147, 17
148, 17
149, 22
150, 24
151, 18
152, 21
153, 23
154, 19
155, 11
156, 21
157, 19
158, 22
159, 17
160, 13
161, 11
162, 16
163, 26
164, 17
165, 20
166, 13
167, 13
168, 19
169, 13
170, 18
171, 20
172, 12
173, 9
174, 11
175, 10
176, 16
177, 7
178, 7
179, 15
180, 9
181, 12
182, 12
183, 21
184, 13
185, 11
186, 17
187, 9
188, 6
189, 9
190, 10
191, 9
192, 10
193, 11
194, 14
195, 13
196, 4
197, 10
198, 9
199, 12
200, 13
201, 12
202, 11
203, 11
204, 12
205, 15
206, 9
207, 12
208, 10
209, 10
210, 14
211, 16
212, 15
213, 12
214, 16
215, 8
216, 7
217, 17
218, 13
219, 9
220, 9
221, 9
222, 9
223, 9
224, 11
225, 12
226, 12
227, 14
228, 15
229, 16
230, 15
231, 13
232, 11
233, 6
234, 12
235, 6
236, 8
237, 14
238, 10
239, 10
240, 11
241, 4
242, 8
243, 7
244, 7
245, 10
246, 8
247, 6
248, 6
249, 4
250, 6
251, 6
252, 7
253, 6
254, 3
255, 7
256, 4
257, 3
258, 5
259, 7
260, 7
261, 9
262, 7
263, 9
264, 4
265, 5
266, 8
267, 5
268, 6
269, 9
270, 5
271, 4
272, 7
273, 3
274, 9
275, 2
276, 6
277, 1
278, 4
279, 11
280, 7
282, 6
283, 15
284, 2
285, 5
286, 5
287, 6
288, 8
289, 5
290, 7
291, 6
292, 7
293, 7
294, 2
295, 5
296, 6
297, 6
298, 7
299, 9
300, 7
301, 4
302, 5
303, 5
304, 4
305, 8
306, 6
307, 6
308, 4
309, 6
310, 8
311, 8
313, 6
314, 8
315, 4
316, 6
317, 9
318, 5
319, 7
320, 7
321, 7
322, 8
323, 2
324, 1
325, 4
326, 5
327, 6
328, 6
329, 7
330, 7
331, 5
332, 4
333, 3
334, 5
335, 3
336, 2
337, 2
338, 7
339, 3
340, 2
341, 4
342, 4
343, 4
344, 9
345, 3
346, 5
347, 6
348, 6
349, 3
350, 3
351, 4
352, 9
353, 6
354, 1
355, 6
356, 4
357, 7
358, 7
359, 6
360, 8
361, 5
362, 4
363, 7
364, 4
365, 6
366, 4
367, 5
368, 3
369, 5
370, 4
371, 7
372, 6
373, 5
374, 2
375, 3
376, 2
377, 4
378, 3
379, 5
380, 2
381, 3
382, 6
383, 2
384, 1
385, 5
386, 4
387, 4
388, 3
390, 1
391, 6
392, 6
393, 5
394, 5
395, 3
396, 6
397, 5
398, 5
399, 7
400, 4
401, 2
402, 2
403, 4
404, 6
405, 6
406, 9
407, 2
408, 5
409, 4
410, 3
411, 6
412, 3
413, 3
414, 4
415, 4
416, 2
417, 3
418, 2
420, 3
422, 6
423, 6
424, 6
425, 3
426, 3
427, 5
428, 3
429, 5
430, 7
431, 2
432, 3
433, 2
434, 4
435, 4
436, 3
437, 4
438, 4
439, 2
440, 5
441, 6
442, 5
443, 1
444, 1
445, 2
446, 6
447, 3
448, 5
449, 2
450, 4
451, 3
452, 6
453, 2
454, 1
455, 2
456, 3
457, 5
458, 7
459, 2
460, 3
461, 2
462, 2
463, 6
464, 1
465, 5
466, 5
467, 1
468, 3
469, 1
470, 3
471, 6
472, 4
473, 2
474, 2
475, 2
476, 4
477, 3
478, 7
479, 2
480, 7
481, 4
482, 5
483, 5
484, 7
485, 4
486, 4
487, 3
488, 2
490, 5
491, 3
492, 3
494, 4
495, 5
496, 6
497, 3
498, 4
499, 4
500, 1
501, 3
502, 1
503, 2
504, 4
505, 4
