Avalanche Grain Count,  Number Avalanches
248, 5
249, 9
250, 4
251, 6
252, 4
253, 8
254, 5
255, 2
256, 5
257, 6
258, 3
259, 7
260, 4
261, 4
262, 12
263, 1
264, 3
265, 10
266, 7
267, 2
268, 3
269, 8
270, 8
271, 2
272, 2
273, 4
274, 1
275, 6
276, 4
277, 7
278, 8
279, 1
280, 6
281, 6
282, 3
283, 7
284, 8
285, 1
286, 2
287, 5
288, 3
289, 2
290, 7
291, 2
292, 5
293, 5
294, 7
295, 3
296, 3
297, 5
298, 2
299, 2
300, 4
301, 4
302, 2
303, 6
304, 3
305, 4
306, 4
307, 6
308, 1
309, 2
311, 1
312, 6
313, 1
314, 4
315, 2
316, 4
317, 2
318, 5
319, 2
320, 2
321, 7
322, 1
323, 6
324, 3
325, 3
326, 3
328, 4
330, 4
331, 3
332, 6
333, 4
334, 3
335, 2
336, 3
337, 1
338, 3
339, 3
340, 5
341, 3
342, 4
343, 2
344, 6
345, 5
346, 5
347, 4
348, 2
349, 4
350, 3
351, 1
352, 6
354, 6
355, 2
356, 5
357, 1
358, 2
359, 1
360, 4
361, 2
362, 3
363, 1
364, 2
365, 2
366, 2
367, 3
368, 1
369, 1
370, 1
372, 1
373, 4
374, 4
376, 3
377, 2
378, 2
379, 2
380, 1
381, 3
382, 1
383, 2
384, 1
385, 4
386, 1
387, 1
388, 1
389, 4
390, 4
391, 4
392, 2
393, 2
394, 2
395, 2
396, 1
397, 4
398, 1
399, 3
400, 5
401, 4
402, 4
403, 1
404, 2
405, 2
406, 3
407, 3
408, 3
409, 1
410, 1
411, 2
412, 3
413, 5
414, 1
415, 2
416, 1
417, 2
418, 1
419, 1
422, 4
423, 4
424, 2
425, 5
426, 4
427, 2
430, 2
431, 3
432, 2
433, 1
434, 1
435, 1
438, 2
439, 1
440, 2
441, 2
443, 2
444, 2
446, 3
447, 2
448, 2
449, 1
451, 3
452, 3
454, 1
455, 2
457, 4
458, 1
459, 2
460, 2
462, 5
463, 3
464, 5
465, 1
466, 1
467, 1
468, 1
469, 2
470, 2
471, 4
472, 1
474, 1
475, 3
476, 2
477, 1
478, 1
481, 1
482, 1
483, 1
484, 2
486, 1
487, 1
488, 1
489, 3
490, 2
491, 2
492, 3
493, 2
495, 1
497, 2
498, 3
499, 1
500, 4
501, 2
503, 3
505, 1
506, 1
507, 2
509, 1
510, 1
512, 1
513, 2
514, 3
518, 1
521, 2
522, 2
523, 3
524, 2
525, 2
527, 1
528, 4
529, 1
531, 2
532, 1
534, 4
535, 1
536, 2
538, 1
539, 4
541, 3
542, 1
543, 1
544, 3
545, 1
547, 2
548, 7
549, 1
550, 1
551, 3
552, 1
555, 4
556, 1
558, 1
559, 2
560, 2
561, 1
562, 1
563, 1
564, 1
565, 2
567, 2
571, 1
575, 2
577, 1
579, 1
580, 1
581, 2
584, 2
585, 2
586, 1
588, 3
589, 1
590, 2
591, 1
592, 2
593, 2
594, 1
596, 3
598, 1
599, 2
600, 1
602, 1
605, 2
606, 4
607, 1
609, 1
612, 1
613, 1
615, 1
616, 1
617, 1
618, 3
619, 1
622, 3
623, 1
624, 1
626, 3
627, 1
628, 1
630, 1
634, 1
636, 2
638, 1
639, 2
640, 1
641, 2
643, 1
644, 3
645, 1
646, 2
647, 1
651, 2
653, 2
654, 1
656, 1
657, 1
658, 1
659, 1
661, 1
662, 1
666, 1
667, 1
669, 5
676, 2
677, 1
679, 1
683, 1
684, 1
685, 2
689, 2
690, 2
691, 2
693, 1
701, 2
702, 1
706, 1
707, 1
710, 1
713, 1
714, 2
716, 1
717, 1
718, 1
720, 2
721, 1
722, 4
723, 1
726, 2
727, 1
728, 1
729, 1
732, 2
733, 2
736, 1
738, 1
740, 1
741, 1
742, 2
744, 1
745, 1
746, 3
747, 1
750, 2
751, 1
752, 1
754, 1
757, 2
758, 2
761, 1
762, 1
763, 1
764, 1
765, 2
769, 1
774, 1
775, 1
776, 1
778, 2
779, 1
780, 1
781, 1
783, 1
784, 3
785, 1
786, 1
787, 1
788, 1
791, 1
794, 1
795, 1
797, 2
798, 2
799, 1
802, 2
803, 1
805, 1
806, 2
807, 1
810, 1
811, 2
812, 1
813, 1
816, 2
817, 1
822, 1
824, 2
825, 2
826, 1
829, 2
833, 2
836, 1
837, 3
838, 1
840, 1
841, 2
842, 2
843, 1
846, 1
847, 2
848, 1
859, 2
860, 1
861, 2
863, 1
866, 1
869, 1
873, 1
875, 1
877, 1
878, 1
879, 1
883, 2
885, 2
888, 1
889, 1
890, 1
891, 1
895, 1
896, 1
897, 1
898, 1
899, 1
901, 1
905, 1
913, 1
914, 1
916, 2
920, 1
923, 1
924, 1
925, 1
927, 1
937, 1
939, 2
947, 1
952, 1
954, 2
957, 1
960, 1
962, 1
971, 1
977, 1
980, 1
983, 1
984, 1
986, 1
992, 1
995, 1
997, 1
998, 1
1000, 4
1005, 2
1008, 1
1009, 1
1018, 2
1021, 1
1027, 2
1028, 1
1032, 1
1035, 1
1041, 1
1045, 1
1046, 1
1047, 1
1048, 1
1049, 1
1050, 1
1052, 1
1053, 1
1054, 1
1055, 1
1056, 1
1057, 1
1058, 1
1061, 1
1068, 1
1070, 1
1071, 1
1072, 1
1073, 1
1075, 1
1076, 1
1078, 3
1088, 1
1089, 1
1093, 1
1100, 1
1104, 1
1105, 2
1113, 1
1129, 1
1133, 1
1134, 1
1140, 1
1151, 1
1153, 1
1154, 2
1163, 1
1166, 1
1169, 1
1174, 1
1179, 1
1182, 1
1187, 2
1188, 1
1195, 1
1208, 1
1209, 1
1210, 1
1215, 2
1218, 1
1219, 2
1221, 1
1222, 1
1227, 3
1232, 1
1235, 1
1237, 1
1239, 1
1240, 1
1254, 1
1263, 1
1265, 1
1282, 1
1285, 1
1287, 1
1295, 1
1300, 1
1304, 1
1305, 1
1308, 1
1317, 1
1321, 1
1322, 1
1324, 1
1325, 1
1327, 1
1328, 1
1333, 1
1341, 1
1347, 1
1350, 1
1354, 1
1355, 1
1359, 1
1366, 1
1368, 1
1373, 1
1376, 1
1377, 1
1384, 1
1385, 1
1386, 1
1391, 1
1402, 1
1411, 1
1414, 1
1426, 1
1429, 1
1445, 1
1451, 1
1454, 1
1456, 1
1458, 1
1461, 1
1462, 1
1463, 1
1491, 1
1493, 1
1497, 2
1514, 1
1531, 1
1534, 1
1549, 1
1575, 1
1583, 1
1584, 1
1597, 1
1599, 1
1608, 1
1617, 1
1629, 1
1630, 1
1639, 1
1640, 1
1641, 1
1642, 1
1644, 1
1653, 1
1654, 1
1659, 1
1667, 1
1679, 1
1691, 1
1701, 1
1704, 1
1709, 1
1752, 1
1769, 1
1777, 1
1781, 1
1785, 1
1795, 1
1798, 1
1803, 1
1813, 1
1829, 1
1838, 1
1862, 1
1866, 1
1869, 1
1888, 2
1903, 1
1957, 1
1969, 1
1972, 1
1976, 1
1987, 1
1999, 1
2000, 1
2010, 1
2019, 1
2020, 2
2046, 1
2049, 2
2058, 1
2067, 1
2068, 1
2069, 1
2083, 1
2101, 1
2113, 1
2154, 1
2159, 1
2183, 1
2191, 1
2201, 1
2215, 1
2216, 1
2223, 1
2277, 1
2279, 1
2282, 1
2333, 1
2338, 1
2402, 1
2426, 1
2449, 1
2512, 1
2521, 1
2606, 1
2610, 1
2613, 1
2694, 1
2732, 1
2737, 2
2762, 1
2874, 1
2917, 1
3001, 1
3048, 1
3119, 1
3163, 2
3191, 1
3207, 1
3234, 1
3251, 1
3354, 1
3366, 1
3369, 1
3384, 1
3424, 1
3490, 1
3619, 1
3716, 1
3728, 1
3745, 1
3764, 1
3915, 1
4159, 1
4253, 1
4254, 1
4356, 1
4410, 1
4635, 1
4781, 1
4834, 1
4848, 1
4849, 1
4941, 1
5135, 1
5152, 1
5175, 1
5349, 1
5482, 1
5740, 1
6602, 1
6843, 1
6907, 1
6916, 1
6976, 1
7010, 1
7012, 1
7241, 1
7525, 1
7574, 1
7671, 1
7735, 1
7771, 1
8367, 1
8545, 1
8567, 1
8758, 1
8828, 1
8893, 1
9044, 1
9601, 1
9709, 1
9805, 1
10111, 1
10146, 1
10242, 1
10427, 1
10921, 1
10993, 1
11405, 1
11463, 1
11477, 1
11812, 1
11980, 1
12105, 1
12194, 1
12260, 1
12275, 1
12306, 1
12405, 1
12794, 1
14395, 1
14573, 1
14643, 1
14900, 1
14997, 1
15129, 1
15736, 1
16222, 1
17027, 1
17283, 1
17408, 1
18101, 1
19698, 1
20837, 1
