Avalanche Grain Count,  Number Avalanches
1, 73104
2, 8325
3, 4214
4, 2358
5, 1380
6, 1141
7, 861
8, 720
9, 598
10, 507
11, 440
12, 392
13, 377
14, 328
15, 290
16, 254
17, 228
18, 219
19, 220
20, 182
21, 187
22, 180
23, 159
24, 143
25, 151
26, 125
27, 121
28, 122
29, 116
30, 100
31, 109
32, 98
33, 87
34, 101
35, 72
36, 99
37, 68
38, 80
39, 71
40, 75
41, 64
42, 65
43, 52
44, 69
45, 53
46, 56
47, 61
48, 48
49, 45
50, 63
51, 38
52, 29
53, 37
54, 44
55, 41
56, 36
57, 28
58, 32
59, 39
60, 36
61, 38
62, 24
63, 24
64, 34
65, 31
66, 26
67, 21
68, 18
69, 15
70, 19
71, 10
72, 15
73, 12
74, 16
75, 15
76, 21
77, 13
78, 15
79, 17
80, 10
81, 15
82, 13
83, 11
84, 11
85, 8
86, 11
87, 10
88, 9
89, 7
90, 3
91, 8
92, 14
93, 3
94, 11
95, 8
96, 8
97, 5
98, 3
99, 6
100, 3
101, 5
102, 4
103, 5
104, 1
105, 1
106, 2
107, 4
108, 6
109, 3
110, 4
111, 3
112, 1
113, 3
114, 3
115, 3
116, 3
118, 1
119, 2
120, 2
121, 4
122, 1
123, 1
124, 2
125, 4
127, 4
128, 2
130, 1
131, 2
132, 2
133, 2
134, 1
140, 1
142, 2
143, 1
144, 2
145, 2
148, 1
151, 1
154, 2
155, 1
157, 1
169, 2
171, 2
177, 1
