Avalanche Magnitude, Number Avalanches
5, 7980
6, 7629
7, 12643
8, 11025
9, 7595
10, 6124
11, 6839
12, 4716
13, 2850
14, 3578
15, 178
16, 881
17, 191
18, 1118
19, 181
20, 1124
21, 149
22, 1030
23, 122
24, 918
25, 84
26, 866
27, 198
28, 691
29, 52
30, 794
31, 37
32, 181
33, 356
34, 118
35, 47
36, 527
37, 23
38, 102
39, 453
40, 132
41, 13
42, 539
43, 11
44, 202
45, 378
46, 82
47, 5
48, 544
49, 7
50, 78
51, 164
52, 241
53, 5
54, 163
55, 8
56, 274
57, 71
58, 60
59, 1
60, 304
62, 46
63, 48
64, 244
65, 25
66, 80
68, 219
69, 48
70, 84
72, 223
73, 1
74, 34
75, 114
76, 118
78, 67
80, 195
81, 35
82, 34
84, 99
85, 96
86, 24
87, 38
88, 50
90, 189
92, 54
93, 28
94, 12
95, 103
96, 96
98, 11
99, 42
100, 117
102, 99
104, 34
105, 101
106, 6
108, 104
110, 43
111, 36
112, 29
114, 110
115, 27
116, 33
117, 31
118, 6
119, 5
120, 136
122, 4
123, 26
124, 25
125, 17
126, 137
128, 24
129, 23
130, 19
132, 102
133, 33
134, 3
135, 41
136, 27
138, 63
140, 63
141, 21
142, 2
144, 71
145, 19
146, 2
147, 65
148, 24
150, 47
152, 23
153, 10
154, 49
155, 11
156, 59
159, 11
160, 46
161, 38
162, 24
164, 16
165, 30
166, 1
168, 88
170, 17
171, 12
172, 16
174, 29
175, 53
176, 34
177, 8
180, 43
182, 18
183, 7
184, 45
185, 12
186, 10
188, 23
189, 30
190, 17
192, 75
195, 14
196, 29
198, 30
200, 56
201, 2
203, 13
204, 29
205, 9
207, 19
208, 40
210, 34
212, 9
213, 3
215, 18
216, 73
217, 9
219, 3
220, 24
222, 14
224, 51
225, 31
228, 24
230, 16
231, 11
232, 28
234, 36
235, 8
236, 9
237, 1
238, 6
240, 56
242, 2
243, 23
244, 4
245, 28
246, 17
248, 13
249, 4
250, 25
252, 50
255, 10
256, 17
258, 9
259, 9
260, 30
261, 19
264, 31
265, 18
266, 4
268, 4
270, 42
272, 18
273, 8
275, 10
276, 15
279, 11
280, 58
282, 10
284, 5
285, 3
286, 3
287, 6
288, 37
290, 18
292, 1
294, 25
295, 4
296, 10
297, 17
300, 34
301, 8
304, 9
305, 8
306, 16
308, 27
310, 19
312, 20
315, 27
316, 2
318, 14
319, 7
320, 34
322, 10
324, 19
325, 4
328, 11
329, 7
330, 41
332, 4
333, 6
335, 10
336, 27
340, 15
341, 15
342, 15
343, 7
344, 5
345, 5
348, 15
350, 19
351, 10
352, 22
354, 7
355, 2
