Avalanche Grain Count,  Number Avalanches
1, 7469
2, 883
3, 388
4, 211
5, 113
6, 88
7, 74
8, 53
9, 40
10, 39
11, 30
12, 32
13, 35
14, 26
15, 16
16, 14
17, 25
18, 9
19, 13
20, 15
21, 11
22, 7
23, 12
24, 8
25, 9
26, 8
27, 12
28, 9
29, 5
30, 8
31, 9
32, 5
33, 8
34, 6
35, 8
36, 4
37, 2
38, 3
39, 2
40, 3
41, 6
42, 5
43, 4
44, 6
45, 1
46, 3
47, 4
48, 3
49, 7
50, 2
51, 2
52, 5
53, 6
54, 8
55, 6
56, 1
57, 3
58, 3
59, 3
60, 2
61, 4
62, 2
63, 3
64, 2
65, 3
66, 3
67, 2
68, 3
70, 5
71, 5
73, 1
74, 2
75, 2
76, 1
77, 2
78, 3
79, 2
80, 1
81, 3
82, 3
83, 1
84, 3
85, 1
86, 1
87, 1
88, 3
89, 1
90, 2
91, 2
92, 2
94, 2
95, 4
96, 3
97, 1
98, 1
99, 1
101, 1
105, 4
106, 2
109, 4
110, 2
111, 2
112, 1
113, 1
115, 2
116, 1
117, 2
119, 1
122, 1
127, 1
128, 1
129, 1
130, 1
133, 1
134, 1
135, 2
138, 2
140, 3
143, 3
144, 1
147, 1
149, 1
152, 2
153, 1
154, 2
155, 1
159, 1
160, 3
161, 1
162, 1
164, 3
165, 1
166, 1
172, 2
177, 1
178, 1
181, 1
192, 1
193, 1
194, 1
199, 1
208, 1
210, 1
216, 1
218, 1
229, 1
231, 1
232, 1
235, 1
239, 1
240, 1
241, 1
244, 1
245, 1
249, 2
252, 2
260, 1
261, 1
267, 1
270, 1
274, 1
276, 1
280, 1
281, 1
287, 1
289, 1
295, 1
302, 1
312, 1
313, 1
318, 1
325, 1
332, 1
342, 1
351, 1
372, 1
375, 2
388, 1
403, 1
413, 1
426, 1
437, 1
491, 1
493, 1
505, 1
525, 1
530, 1
557, 1
584, 1
619, 1
630, 1
655, 1
675, 1
696, 1
870, 1
902, 1
