Avalanche Movement, Number Avalanches
6, 67
7, 439
8, 799
9, 478
10, 344
11, 273
12, 500
13, 327
14, 245
15, 513
16, 284
17, 294
18, 297
19, 226
20, 185
21, 175
22, 229
23, 240
24, 229
25, 214
26, 171
27, 140
28, 377
29, 266
30, 246
31, 251
32, 226
33, 227
34, 174
35, 352
36, 195
37, 58
38, 55
39, 42
40, 29
41, 33
42, 27
43, 26
44, 21
45, 13
46, 22
47, 22
48, 22
49, 19
50, 14
51, 14
52, 10
53, 8
54, 11
55, 7
56, 11
57, 4
58, 9
59, 4
60, 9
61, 15
62, 11
63, 6
64, 10
65, 6
66, 12
67, 4
68, 5
69, 8
70, 2
71, 3
72, 8
73, 8
74, 5
75, 2
76, 7
77, 2
78, 2
79, 4
80, 2
81, 5
82, 6
83, 6
84, 4
85, 3
86, 8
87, 9
88, 3
89, 1
90, 2
91, 3
92, 1
93, 3
94, 2
95, 3
96, 1
97, 3
98, 3
99, 5
100, 3
101, 2
102, 4
103, 3
104, 1
105, 5
106, 3
107, 7
109, 5
111, 4
112, 1
113, 2
114, 2
115, 2
117, 1
118, 3
119, 2
122, 1
123, 1
124, 5
126, 2
128, 2
130, 2
131, 1
132, 3
133, 3
134, 1
135, 1
136, 1
138, 1
140, 1
141, 5
142, 1
143, 3
144, 1
145, 2
146, 1
147, 1
150, 2
151, 1
152, 1
153, 2
154, 1
156, 1
159, 1
160, 3
161, 2
164, 1
165, 1
166, 2
167, 1
168, 2
170, 1
171, 1
172, 1
175, 1
176, 2
177, 1
178, 2
179, 1
180, 1
182, 1
183, 3
184, 1
185, 2
186, 1
188, 1
189, 1
191, 3
192, 2
194, 1
196, 2
197, 1
198, 1
200, 3
201, 1
202, 2
203, 1
204, 1
206, 2
208, 1
211, 2
212, 1
213, 2
214, 5
216, 1
217, 1
218, 1
219, 1
225, 1
228, 1
230, 1
233, 2
237, 1
241, 1
244, 2
247, 2
252, 1
255, 1
256, 2
259, 1
262, 1
263, 1
267, 2
269, 1
270, 1
271, 1
274, 1
275, 1
276, 1
282, 2
290, 1
295, 1
296, 1
297, 1
299, 1
306, 1
310, 1
311, 1
317, 2
318, 2
320, 1
323, 2
324, 2
326, 2
327, 1
331, 1
333, 1
335, 2
340, 1
341, 1
347, 1
352, 1
353, 2
355, 1
361, 1
364, 1
368, 1
370, 1
374, 2
375, 1
385, 1
390, 1
391, 2
394, 1
395, 1
400, 1
406, 1
414, 2
422, 1
432, 1
441, 2
449, 1
455, 1
469, 1
472, 1
479, 1
481, 1
482, 3
494, 1
502, 1
517, 1
522, 1
523, 1
525, 1
527, 2
532, 1
551, 1
552, 1
555, 1
561, 1
565, 1
576, 1
579, 1
582, 1
588, 1
606, 1
636, 1
645, 1
646, 1
664, 1
668, 1
669, 1
675, 1
676, 1
684, 1
687, 1
696, 1
721, 1
737, 1
743, 1
749, 1
782, 1
804, 1
805, 1
809, 1
815, 2
827, 1
833, 1
844, 1
855, 1
869, 1
875, 1
876, 1
877, 1
891, 1
910, 1
943, 1
959, 1
961, 1
962, 1
1026, 1
1073, 1
1134, 1
1165, 1
1192, 1
1197, 1
1214, 1
1251, 1
1390, 1
1394, 1
1414, 1
1423, 1
1671, 1
1678, 1
1722, 1
1877, 1
1999, 1
2126, 1
2202, 1
2203, 1
2292, 1
2404, 1
2589, 1
3543, 1
3614, 1
