Avalanche Magnitude, Number Avalanches
6, 67
7, 439
8, 798
9, 445
10, 286
11, 191
12, 446
13, 269
14, 189
15, 454
16, 225
17, 204
18, 261
19, 160
20, 180
21, 120
22, 233
23, 185
24, 218
25, 166
26, 149
27, 95
28, 350
29, 227
30, 203
31, 189
32, 193
33, 199
34, 166
35, 298
36, 203
37, 19
38, 48
39, 31
40, 36
41, 6
42, 43
43, 1
44, 22
45, 18
46, 21
48, 44
49, 3
50, 24
51, 24
52, 31
54, 37
56, 32
57, 18
58, 9
59, 1
60, 74
62, 27
63, 15
64, 40
66, 27
68, 31
69, 10
70, 24
72, 26
74, 5
75, 12
76, 15
78, 10
80, 21
81, 9
82, 7
84, 27
85, 8
86, 4
87, 13
88, 13
90, 12
92, 11
93, 14
94, 3
95, 2
96, 22
98, 3
99, 12
100, 11
102, 14
104, 7
105, 14
106, 1
108, 13
110, 6
111, 8
112, 5
114, 8
115, 5
116, 6
117, 3
120, 15
122, 2
123, 2
124, 6
125, 3
126, 3
128, 6
129, 8
130, 6
132, 12
133, 2
135, 4
136, 9
138, 10
140, 15
141, 1
144, 14
145, 1
147, 2
148, 7
150, 5
152, 7
153, 1
154, 3
155, 2
156, 5
159, 1
160, 5
161, 5
162, 6
164, 1
165, 1
168, 12
170, 3
171, 1
172, 1
174, 6
175, 6
176, 4
177, 1
180, 7
182, 1
183, 1
184, 6
185, 4
186, 1
188, 2
189, 2
190, 7
192, 6
195, 5
196, 7
198, 3
200, 3
203, 1
204, 3
205, 2
207, 1
208, 2
210, 5
216, 5
217, 3
220, 2
222, 2
224, 5
225, 1
228, 3
230, 1
231, 2
234, 4
238, 1
240, 5
243, 2
244, 1
245, 1
246, 3
248, 3
250, 2
252, 5
256, 4
258, 1
259, 2
260, 2
261, 3
264, 2
266, 1
270, 7
272, 2
273, 3
275, 1
276, 1
279, 1
280, 7
282, 1
287, 1
288, 4
290, 1
294, 3
301, 2
306, 3
308, 2
310, 3
312, 5
315, 1
316, 1
318, 1
319, 2
320, 1
324, 2
328, 3
330, 9
340, 3
341, 1
342, 1
344, 4
350, 3
351, 1
352, 3
354, 1
360, 1
363, 2
368, 1
369, 1
370, 1
374, 2
376, 2
377, 1
380, 4
384, 3
385, 1
387, 1
390, 3
396, 3
399, 1
400, 1
403, 1
410, 1
414, 2
418, 2
423, 2
424, 1
427, 1
429, 1
432, 5
434, 2
435, 1
440, 1
441, 1
442, 2
444, 3
455, 2
456, 3
460, 1
462, 3
465, 1
468, 5
470, 1
473, 1
474, 1
480, 5
481, 4
488, 1
490, 4
492, 2
494, 1
495, 1
498, 1
500, 1
504, 3
506, 1
507, 2
510, 1
518, 1
520, 1
525, 2
528, 1
532, 3
536, 1
539, 1
540, 2
546, 4
564, 2
572, 3
574, 2
583, 1
585, 1
588, 4
592, 1
600, 1
602, 2
605, 1
608, 1
611, 1
612, 1
615, 1
616, 5
624, 2
629, 1
630, 2
650, 2
660, 1
663, 2
672, 2
676, 1
682, 1
686, 1
690, 2
697, 2
700, 1
704, 1
705, 1
711, 1
714, 2
728, 1
730, 1
735, 1
736, 1
737, 1
738, 2
750, 1
752, 1
756, 2
765, 1
774, 1
780, 1
782, 1
783, 1
784, 1
792, 1
799, 1
806, 2
810, 1
812, 1
816, 1
820, 1
846, 1
848, 1
850, 1
854, 1
855, 1
864, 2
871, 1
882, 1
884, 1
891, 1
893, 2
912, 1
913, 1
918, 2
931, 2
940, 1
945, 1
946, 1
949, 1
952, 2
954, 1
960, 1
962, 1
975, 1
976, 2
980, 1
981, 1
1008, 2
1020, 1
1029, 1
1037, 1
1040, 1
1044, 1
1054, 1
1071, 1
1080, 1
1088, 1
1092, 2
1098, 1
1100, 1
1105, 1
1113, 1
1122, 1
1140, 1
1155, 1
1160, 1
1173, 2
1180, 1
1188, 1
1200, 1
1209, 1
1220, 1
1222, 1
1224, 1
1235, 1
1260, 1
1265, 1
1276, 1
1288, 2
1300, 1
1309, 1
1311, 1
1320, 1
1332, 1
1334, 1
1342, 1
1343, 1
1368, 1
1380, 3
1411, 1
1428, 1
1440, 1
1444, 1
1455, 1
1458, 1
1460, 1
1512, 1
1518, 2
1533, 1
1536, 3
1550, 1
1564, 1
1581, 1
1586, 1
1612, 1
1615, 1
1633, 1
1647, 1
1650, 1
1656, 1
1660, 1
1664, 1
1674, 1
1701, 1
1716, 1
1728, 1
1736, 1
1750, 1
1752, 1
1764, 1
1782, 1
1809, 1
1820, 1
1846, 1
1850, 1
1898, 1
1900, 1
1904, 1
1914, 1
1917, 1
1920, 1
1924, 1
1938, 1
1950, 1
1971, 1
1980, 1
1998, 1
2070, 1
2100, 2
2128, 1
2130, 1
2160, 1
2175, 1
2176, 1
2220, 1
2232, 1
2263, 1
2320, 1
2349, 1
2350, 1
2376, 1
2380, 1
2398, 1
2408, 1
2416, 1
2418, 1
2442, 1
2465, 1
2478, 1
2480, 1
2494, 1
2511, 2
2523, 1
2527, 1
2542, 1
2576, 1
2580, 1
2650, 1
2656, 1
2697, 1
2756, 1
2772, 1
2838, 3
2870, 1
2880, 1
2890, 1
2940, 1
2952, 1
2958, 3
2976, 1
2988, 1
3010, 1
3013, 1
3024, 1
3060, 1
3080, 1
3090, 1
3115, 1
3120, 1
3255, 1
3298, 1
3304, 1
3366, 2
3420, 1
3424, 1
3492, 1
3528, 1
3584, 1
3610, 1
3700, 1
3745, 1
3762, 1
3800, 1
3822, 1
3936, 1
4018, 1
4066, 1
4136, 1
4142, 1
4171, 1
4223, 1
4240, 1
4242, 1
4251, 1
4256, 1
4257, 2
4350, 1
4356, 2
4368, 1
4410, 1
4444, 1
4536, 1
4662, 1
4687, 1
4708, 2
4719, 1
4738, 1
4796, 1
4914, 1
4922, 1
5029, 1
5040, 1
5096, 1
5145, 1
5198, 1
5494, 1
5499, 1
5537, 1
5550, 1
5593, 1
5635, 1
5697, 1
5782, 1
5856, 1
5928, 1
6200, 1
