Avalanche Magnitude, Number Avalanches
6, 117337
7, 370004
8, 504545
9, 888590
10, 426343
11, 701213
12, 408245
13, 373988
14, 331229
15, 234249
16, 186189
17, 273805
18, 256749
19, 154393
20, 168102
21, 160109
22, 233380
23, 119769
24, 162828
25, 138416
26, 265854
27, 399262
28, 382136
29, 87297
30, 115602
31, 97656
32, 93431
33, 50010
34, 57105
35, 52300
36, 41289
37, 1889
38, 30864
39, 26786
40, 31230
41, 1316
42, 54841
43, 1017
44, 20079
45, 31485
46, 17763
47, 654
48, 49499
49, 532
50, 14242
51, 23129
52, 16818
53, 369
54, 33346
55, 396
56, 29515
57, 13849
58, 42214
59, 187
60, 57995
61, 131
62, 25883
63, 12990
64, 30207
65, 981
66, 24987
67, 84
68, 25123
69, 10567
70, 9056
71, 54
72, 27582
73, 42
74, 1387
75, 11276
76, 12187
77, 34
78, 8272
79, 30
80, 14330
81, 6116
82, 753
83, 13
84, 14698
85, 5973
86, 804
87, 7452
88, 7241
89, 8
90, 20676
91, 4
92, 7171
93, 14223
94, 723
95, 8121
96, 21764
97, 1
98, 721
99, 11568
100, 13587
101, 4
102, 11038
103, 3
104, 5579
105, 13329
106, 557
107, 2
108, 12803
109, 2
110, 6209
111, 3623
112, 4204
114, 6385
115, 4619
116, 3846
117, 913
118, 397
119, 325
120, 13555
121, 1
122, 344
123, 393
124, 4514
125, 3751
126, 6921
128, 5935
129, 334
130, 3861
132, 12680
133, 1347
134, 253
135, 3557
136, 6988
138, 5450
140, 11052
141, 351
142, 192
144, 9543
145, 2549
146, 168
147, 3483
148, 3829
150, 6095
152, 3140
153, 378
154, 3933
155, 1891
156, 5242
158, 104
159, 328
160, 3533
161, 4235
162, 3299
164, 634
165, 2630
166, 63
168, 8594
170, 3056
171, 368
172, 349
174, 2888
175, 7325
176, 2080
177, 295
178, 26
180, 6333
182, 3437
183, 260
184, 2638
185, 3081
186, 2205
188, 227
189, 3303
190, 2705
192, 5023
194, 14
195, 2356
196, 2761
198, 2296
200, 5034
201, 201
202, 13
203, 2355
204, 1982
205, 1018
206, 10
207, 1079
208, 3607
210, 4979
212, 215
213, 172
214, 6
215, 438
216, 7030
217, 1893
218, 7
219, 154
220, 563
222, 2432
224, 4652
225, 2285
226, 4
228, 2804
230, 427
231, 1572
232, 2601
234, 4631
235, 168
236, 159
237, 87
238, 1319
240, 4962
242, 11
243, 2784
244, 172
245, 1398
246, 1593
248, 2089
249, 81
250, 905
252, 5214
253, 32
254, 2
255, 209
256, 1885
258, 821
259, 1406
260, 1406
261, 2600
262, 2
264, 2372
265, 145
266, 1531
267, 65
268, 126
270, 4353
272, 1505
273, 1623
274, 1
275, 314
276, 465
279, 2107
280, 5128
282, 269
284, 99
285, 137
286, 402
287, 1574
288, 3247
290, 2238
291, 29
292, 107
294, 1565
295, 113
296, 1103
297, 2289
299, 1
300, 2679
301, 1145
303, 27
304, 1142
305, 108
306, 1699
308, 1801
309, 26
310, 2300
312, 1417
315, 2053
316, 99
318, 149
319, 1247
320, 3347
321, 19
322, 422
324, 1642
325, 96
327, 8
328, 1272
329, 310
330, 3647
332, 58
333, 1029
335, 104
336, 2017
338, 10
339, 13
340, 1825
341, 1727
342, 1050
343, 192
344, 1126
345, 82
348, 719
350, 1744
351, 856
352, 2867
354, 128
355, 68
356, 43
357, 169
360, 3986
363, 1831
364, 275
365, 62
366, 122
368, 697
369, 894
370, 1259
371, 137
372, 1288
374, 1743
375, 44
376, 472
377, 144
378, 1154
380, 1145
381, 4
384, 1833
385, 1680
387, 948
388, 34
390, 1350
392, 445
393, 4
395, 45
396, 3996
399, 136
400, 1076
402, 100
403, 472
404, 31
405, 891
406, 152
407, 1255
408, 1943
410, 785
411, 4
412, 19
413, 101
414, 897
415, 55
416, 875
417, 2
418, 1134
420, 2798
423, 608
424, 181
425, 36
426, 77
427, 114
428, 20
429, 1953
430, 808
432, 2255
434, 230
435, 32
436, 14
438, 73
440, 1797
441, 464
442, 1203
444, 1513
445, 25
448, 492
450, 1189
451, 826
452, 14
455, 1503
456, 1428
459, 261
460, 746
462, 1263
464, 107
465, 48
468, 2771
469, 90
470, 689
471, 1
472, 161
473, 683
474, 59
475, 25
476, 721
477, 182
480, 1869
481, 1422
483, 90
484, 649
485, 25
486, 210
488, 122
490, 1387
492, 989
494, 1395
495, 941
496, 122
497, 82
498, 53
500, 412
504, 2131
505, 20
506, 594
507, 1228
508, 5
510, 592
511, 84
512, 105
513, 124
515, 12
516, 765
517, 588
518, 1191
520, 1544
522, 175
524, 3
525, 441
527, 2
528, 1364
530, 212
531, 124
532, 1258
533, 1057
534, 39
535, 20
536, 116
539, 573
540, 1532
544, 142
545, 12
546, 2245
548, 1
549, 112
550, 632
552, 658
553, 61
555, 738
556, 1
558, 141
559, 804
560, 1562
561, 374
564, 562
565, 9
567, 164
568, 84
570, 982
572, 1059
574, 1142
575, 7
576, 941
578, 14
580, 132
581, 56
582, 21
583, 273
584, 87
585, 1731
588, 1676
590, 129
592, 405
594, 334
595, 88
598, 591
600, 1854
602, 1025
603, 76
605, 183
606, 24
608, 532
609, 45
610, 109
611, 531
612, 670
615, 1073
616, 1136
618, 16
620, 107
621, 66
623, 36
624, 1634
625, 1
627, 152
629, 111
630, 2110
632, 56
635, 4
636, 343
637, 520
638, 125
639, 73
640, 925
642, 14
644, 692
645, 1022
646, 203
648, 450
649, 136
650, 506
651, 35
654, 21
655, 3
656, 917
657, 74
658, 688
660, 1440
663, 715
664, 61
665, 45
666, 105
668, 1
670, 83
671, 117
672, 1735
675, 976
676, 412
678, 6
679, 27
680, 512
682, 109
684, 286
685, 3
686, 567
688, 996
689, 359
690, 829
692, 1
693, 197
695, 2
696, 223
697, 543
700, 571
702, 497
703, 4
704, 1147
705, 703
707, 16
708, 145
710, 80
711, 58
712, 33
714, 1163
715, 343
720, 2034
721, 18
722, 9
725, 1
726, 108
728, 748
729, 45
730, 90
731, 757
732, 111
735, 569
736, 903
737, 95
738, 349
740, 76
741, 247
742, 387
744, 160
747, 53
748, 950
749, 16
750, 587
752, 837
754, 176
755, 2
756, 863
759, 82
760, 177
762, 2
763, 23
765, 1408
767, 148
768, 876
770, 462
774, 581
776, 32
777, 17
779, 88
780, 744
781, 85
782, 874
783, 59
784, 983
785, 2
786, 4
790, 63
791, 16
792, 817
793, 136
795, 392
798, 444
799, 819
800, 686
801, 50
803, 57
804, 99
805, 17
806, 132
808, 26
810, 1156
812, 245
814, 71
816, 1445
817, 203
819, 165
820, 87
822, 2
824, 29
825, 398
826, 225
