Avalanche Magnitude, Number Avalanches
5, 4
6, 36
7, 101
8, 201
9, 330
10, 484
11, 638
12, 798
13, 920
14, 1033
15, 253
16, 9477
17, 8884
18, 7751
19, 7094
20, 6406
21, 5731
22, 5153
23, 4729
24, 4125
25, 3818
26, 3511
27, 3014
28, 2710
29, 2428
30, 2211
31, 1982
32, 1780
33, 1548
34, 1370
35, 1270
36, 1100
37, 1038
38, 873
39, 830
40, 701
41, 628
42, 584
43, 486
44, 427
45, 387
46, 379
47, 282
48, 295
49, 246
50, 221
51, 204
52, 159
53, 173
54, 144
55, 108
56, 112
57, 79
58, 85
59, 89
60, 61
61, 67
62, 41
63, 44
64, 38
65, 43
66, 35
67, 30
68, 24
69, 27
70, 19
71, 13
72, 22
73, 10
74, 18
75, 11
76, 6
77, 7
78, 6
79, 7
80, 5
81, 2
82, 6
83, 5
84, 7
85, 4
86, 1
87, 3
88, 3
89, 2
90, 1
91, 1
92, 1
93, 2
94, 1
95, 3
97, 2
103, 1
108, 1
