Avalanche Movement, Number Avalanches
2, 30595
3, 191972
4, 149927
5, 118188
6, 171832
7, 14252
8, 32967
9, 18118
10, 15005
11, 13745
12, 12820
13, 11731
14, 11124
15, 10563
16, 9672
17, 9154
18, 8454
19, 8001
20, 7353
21, 7080
22, 6612
23, 6192
24, 6013
25, 5392
26, 5266
27, 4803
28, 4604
29, 4237
30, 4048
31, 3784
32, 3462
33, 3436
34, 3218
35, 3034
36, 2853
37, 2717
38, 2569
39, 2431
40, 2392
41, 2209
42, 2094
43, 2037
44, 1861
45, 1862
46, 1777
47, 1643
48, 1599
49, 1472
50, 1436
51, 1346
52, 1270
53, 1308
54, 1246
55, 1235
56, 1131
57, 1071
58, 1051
59, 953
60, 996
61, 973
62, 956
63, 869
64, 845
65, 862
66, 722
67, 734
68, 796
69, 720
70, 692
71, 636
72, 648
73, 635
74, 600
75, 614
76, 560
77, 552
78, 569
79, 568
80, 524
81, 512
82, 478
83, 505
84, 441
85, 456
86, 452
87, 404
88, 426
89, 404
90, 378
91, 403
92, 385
93, 387
94, 367
95, 345
96, 361
97, 338
98, 340
99, 293
100, 295
101, 304
102, 296
103, 305
104, 286
105, 298
106, 333
107, 249
108, 244
109, 248
110, 269
111, 243
112, 249
113, 253
114, 207
115, 244
116, 207
117, 221
118, 223
119, 225
120, 219
121, 202
122, 226
123, 190
124, 192
125, 190
126, 189
127, 180
128, 186
129, 163
130, 150
131, 181
132, 169
133, 166
134, 164
135, 134
136, 147
137, 156
138, 166
139, 144
140, 166
141, 151
142, 149
143, 150
144, 133
145, 139
146, 138
147, 119
148, 127
149, 136
150, 144
151, 130
152, 125
153, 130
154, 119
155, 133
156, 120
157, 119
158, 131
159, 107
160, 116
161, 100
162, 118
163, 114
164, 101
165, 93
166, 107
167, 111
168, 88
169, 93
170, 97
171, 96
172, 92
173, 93
174, 81
175, 72
176, 76
177, 80
178, 80
179, 71
180, 73
181, 75
182, 79
183, 47
184, 85
185, 78
186, 52
187, 73
188, 69
189, 70
190, 92
191, 64
192, 73
193, 59
194, 72
195, 59
196, 62
197, 44
198, 71
199, 49
200, 54
201, 72
202, 52
203, 54
204, 73
205, 50
206, 55
207, 68
208, 58
209, 42
210, 52
211, 53
212, 47
213, 49
214, 44
215, 49
216, 52
217, 42
218, 52
219, 46
220, 39
221, 39
222, 46
223, 54
224, 43
225, 39
226, 51
227, 41
228, 36
229, 44
230, 36
231, 31
232, 40
233, 38
234, 30
235, 38
236, 49
237, 36
238, 30
239, 32
240, 31
241, 31
242, 37
243, 37
244, 29
245, 37
246, 35
247, 27
248, 26
249, 34
250, 35
251, 39
252, 34
253, 24
254, 32
255, 21
256, 24
257, 22
258, 24
259, 34
260, 24
261, 33
262, 21
263, 20
264, 19
265, 26
266, 25
267, 28
268, 35
269, 28
270, 33
271, 26
272, 22
273, 27
274, 28
275, 28
276, 17
277, 24
278, 16
279, 20
280, 17
281, 20
282, 26
283, 15
284, 23
285, 20
286, 17
287, 12
288, 23
289, 16
290, 18
291, 19
292, 19
293, 15
294, 21
295, 12
296, 13
297, 18
298, 11
299, 18
300, 9
301, 20
302, 18
303, 13
304, 15
305, 17
306, 10
307, 14
308, 20
309, 15
310, 11
311, 10
312, 13
313, 10
314, 15
315, 14
316, 14
317, 15
318, 10
319, 11
320, 15
321, 12
322, 15
323, 13
324, 11
325, 16
326, 16
327, 10
328, 11
329, 15
330, 11
331, 13
332, 13
333, 7
334, 8
335, 15
336, 9
337, 8
338, 7
339, 9
340, 5
341, 16
342, 9
343, 14
344, 8
345, 11
346, 9
347, 11
348, 7
349, 8
350, 7
351, 8
352, 7
353, 5
354, 7
355, 7
356, 4
357, 5
358, 5
359, 8
360, 6
361, 7
362, 5
363, 1
364, 6
365, 5
366, 8
367, 3
368, 7
369, 8
370, 9
371, 7
372, 1
373, 6
374, 3
375, 5
376, 3
377, 3
378, 3
379, 4
380, 4
381, 3
382, 6
383, 1
384, 6
385, 8
386, 4
387, 3
388, 5
389, 7
390, 2
391, 2
392, 2
393, 1
394, 7
395, 2
396, 7
397, 3
398, 4
399, 4
400, 2
401, 1
402, 3
403, 4
404, 8
405, 2
406, 2
407, 1
408, 5
409, 2
410, 3
411, 2
412, 1
413, 7
414, 1
415, 5
416, 3
417, 4
418, 6
420, 1
421, 2
422, 1
423, 2
424, 2
425, 3
427, 6
428, 2
429, 2
430, 5
431, 3
432, 1
433, 1
434, 2
436, 4
437, 2
438, 4
439, 4
440, 1
441, 2
442, 2
443, 3
444, 1
445, 5
448, 2
449, 5
451, 5
452, 1
453, 1
454, 3
456, 2
457, 1
458, 4
459, 2
460, 3
461, 3
462, 1
463, 2
465, 1
466, 1
467, 1
468, 1
469, 2
470, 3
471, 1
472, 4
473, 2
474, 3
475, 1
476, 4
479, 4
483, 2
485, 2
486, 1
487, 1
488, 1
489, 1
490, 1
492, 1
493, 1
496, 1
497, 2
498, 1
499, 1
500, 1
501, 1
502, 1
503, 1
505, 2
507, 1
508, 2
511, 1
512, 1
514, 1
518, 2
519, 1
520, 1
521, 3
522, 2
523, 2
524, 1
525, 1
526, 2
528, 2
531, 1
532, 1
537, 1
540, 1
546, 1
549, 1
550, 1
555, 1
556, 1
558, 1
566, 1
567, 1
572, 1
573, 1
575, 1
576, 1
580, 1
584, 1
586, 1
589, 1
594, 1
602, 1
628, 1
642, 1
652, 1
654, 1
659, 1
666, 1
680, 2
