Avalanche Grain Count,  Number Avalanches
1, 746546
2, 90028
3, 47263
4, 28178
5, 18066
6, 11862
7, 8702
8, 6897
9, 5512
10, 4522
11, 3777
12, 3268
13, 2706
14, 2378
15, 2087
16, 1845
17, 1592
18, 1418
19, 1299
20, 1109
21, 1026
22, 917
23, 786
24, 715
25, 667
26, 615
27, 565
28, 544
29, 496
30, 396
31, 400
32, 319
33, 301
34, 286
35, 269
36, 248
37, 229
38, 205
39, 180
40, 166
41, 162
42, 137
43, 119
44, 106
45, 109
46, 104
47, 95
48, 72
49, 67
50, 69
51, 48
52, 45
53, 49
54, 46
55, 41
56, 28
57, 27
58, 26
59, 27
60, 20
61, 24
62, 16
63, 17
64, 13
65, 14
66, 16
67, 13
68, 5
69, 10
70, 6
71, 6
72, 8
73, 10
74, 7
75, 5
76, 7
77, 5
78, 3
79, 6
80, 2
81, 1
82, 4
83, 3
84, 3
85, 3
86, 2
90, 2
91, 2
93, 1
94, 1
97, 2
98, 1
